会社名称,路線名称,どこからどこまで,行き方面,帰り方面,バス停名称,url,緯度,経度,同じバス停
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,観音坂,https://mb.jorudan.co.jp//os/bus/1403/stop/61536.html,35.43632472,139.3387219,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,上長谷,https://mb.jorudan.co.jp//os/bus/1403/stop/230045.html,35.43373333,139.3367619,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,愛名入口,https://mb.jorudan.co.jp//os/bus/1403/stop/59265.html,35.43361833,139.3333342,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,やまゆり園前［厚木市］,https://mb.jorudan.co.jp//os/bus/1403/stop/61399.html,35.43302583,139.3279769,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,宮地,https://mb.jorudan.co.jp//os/bus/1403/stop/58756.html,35.43510778,139.3246539,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,高松山入口,https://mb.jorudan.co.jp//os/bus/1403/stop/229949.html,35.43971694,139.3241819,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,森の里青山,https://mb.jorudan.co.jp//os/bus/1403/stop/61106.html,35.44427278,139.3262156,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,日産先進技術開発センター前,https://mb.jorudan.co.jp//os/bus/1403/stop/58553.html,35.44430583,139.3256303,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,通信研究所前,https://mb.jorudan.co.jp//os/bus/1403/stop/61028.html,35.44674778,139.3138328,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,森の里センター,https://mb.jorudan.co.jp//os/bus/1403/stop/58329.html,35.44411389,139.3164108,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,厚木西高校,https://mb.jorudan.co.jp//os/bus/1403/stop/229912.html,35.44181083,139.3160828,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,森の里四丁目,https://mb.jorudan.co.jp//os/bus/1403/stop/60601.html,35.44498417,139.3110325,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,森の里五丁目,https://mb.jorudan.co.jp//os/bus/1403/stop/58368.html,35.44787333,139.3111269,
神奈川中央交通,厚４４,森の里～厚木バスセンター,森の里方面,厚木バスセンター方面,森の里,https://mb.jorudan.co.jp//os/bus/1403/stop/58536.html,35.45076444,139.3080067,
神奈川中央交通,厚４５,厚木バスセンター～森の里,森の里方面,厚木バスセンター方面,森の里,https://mb.jorudan.co.jp//os/bus/1403/stop/61100.html,None,None,
神奈川中央交通,厚４７,厚木バスセンター～上分,上分方面,厚木バスセンター方面,毛利台入口,https://mb.jorudan.co.jp//os/bus/1403/stop/61747.html,35.445065,139.3305686,
神奈川中央交通,厚４７,厚木バスセンター～上分,上分方面,厚木バスセンター方面,毛利台一丁目,https://mb.jorudan.co.jp//os/bus/1403/stop/60994.html,35.44313389,139.3317908,
神奈川中央交通,厚４７,厚木バスセンター～上分,上分方面,厚木バスセンター方面,毛利台団地,https://mb.jorudan.co.jp//os/bus/1403/stop/58280.html,35.43958389,139.3283369,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,本厚木駅南口,https://mb.jorudan.co.jp//os/bus/1403/stop/60012.html,35.43922333,139.3649494,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,旭町［厚木市］,https://mb.jorudan.co.jp//os/bus/1403/stop/229778.html,35.43757667,139.3701119,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,下宿［厚木市］,https://mb.jorudan.co.jp//os/bus/1403/stop/229942.html,35.43451944,139.3675508,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,富士見町［厚木市］,https://mb.jorudan.co.jp//os/bus/1403/stop/229659.html,35.43152833,139.3678536,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,岡田一本杉,https://mb.jorudan.co.jp//os/bus/1403/stop/60645.html,35.4288325,139.3691114,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,岡田［厚木市］,https://mb.jorudan.co.jp//os/bus/1403/stop/229955.html,35.42494222,139.3687161,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,下岡田,https://mb.jorudan.co.jp//os/bus/1403/stop/60640.html,35.41989778,139.3659,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,リバーサイド前,https://mb.jorudan.co.jp//os/bus/1403/stop/60691.html,35.41820778,139.3654858,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,酒井,https://mb.jorudan.co.jp//os/bus/1403/stop/58714.html,35.41651333,139.3653003,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,下酒井,https://mb.jorudan.co.jp//os/bus/1403/stop/61464.html,35.41273389,139.3647008,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,愛坪,https://mb.jorudan.co.jp//os/bus/1403/stop/58770.html,35.40969694,139.3644528,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,相川中学校前,https://mb.jorudan.co.jp//os/bus/1403/stop/58833.html,35.40681889,139.3665269,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,戸田,https://mb.jorudan.co.jp//os/bus/1403/stop/61149.html,35.40404611,139.3666953,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,中戸田,https://mb.jorudan.co.jp//os/bus/1403/stop/61522.html,35.40131389,139.3669092,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,下戸田,https://mb.jorudan.co.jp//os/bus/1403/stop/61388.html,35.39646861,139.3703925,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,大神,https://mb.jorudan.co.jp//os/bus/1403/stop/59817.html,35.39333389,139.3704064,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,真芳寺,https://mb.jorudan.co.jp//os/bus/1403/stop/58965.html,35.38869194,139.3692711,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,寄木神社前,https://mb.jorudan.co.jp//os/bus/1403/stop/59105.html,35.38658833,139.3665056,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,柳の内,https://mb.jorudan.co.jp//os/bus/1403/stop/60781.html,35.38290583,139.3649878,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,農協神田支所前,https://mb.jorudan.co.jp//os/bus/1403/stop/229692.html,35.380105,139.3647983,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,相模神田,https://mb.jorudan.co.jp//os/bus/1403/stop/59001.html,35.37556306,139.3649994,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,神田小学校前,https://mb.jorudan.co.jp//os/bus/1403/stop/59420.html,35.37581944,139.3622661,
神奈川中央交通,厚５５,田村車庫～本厚木駅南口,本厚木駅南口方面,田村車庫方面,田村車庫,https://mb.jorudan.co.jp//os/bus/1403/stop/58879.html,35.37611111,139.3584967,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,中学校前［愛川］,https://mb.jorudan.co.jp//os/bus/1403/stop/230131.html,35.53137944,139.2877972,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,上野原［愛川町］,https://mb.jorudan.co.jp//os/bus/1403/stop/229675.html,35.53075444,139.2915008,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,上志田,https://mb.jorudan.co.jp//os/bus/1403/stop/59851.html,35.53409889,139.2920467,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,中原［愛川町］,https://mb.jorudan.co.jp//os/bus/1403/stop/230177.html,35.53645222,139.2978056,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,中央養鶏前,https://mb.jorudan.co.jp//os/bus/1403/stop/58299.html,35.53685472,139.3008306,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,三増,https://mb.jorudan.co.jp//os/bus/1403/stop/61677.html,35.53948389,139.3047878,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,三増下宿,https://mb.jorudan.co.jp//os/bus/1403/stop/61059.html,35.53753583,139.3066089,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,愛川ハイテク団地入口,https://mb.jorudan.co.jp//os/bus/1403/stop/58409.html,35.53582417,139.3091033,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,高峰小学校前,https://mb.jorudan.co.jp//os/bus/1403/stop/59492.html,35.53381194,139.3127739,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,愛川高校前,https://mb.jorudan.co.jp//os/bus/1403/stop/59766.html,35.53200472,139.3156981,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,箕輪辻,https://mb.jorudan.co.jp//os/bus/1403/stop/60635.html,35.53044722,139.3185725,
神奈川中央交通,厚５９,厚木バスセンター～半原,半原方面,厚木バスセンター方面,愛川町役場,https://mb.jorudan.co.jp//os/bus/1403/stop/58715.html,35.52873944,139.3210892,
