会社名称,路線名称,どこからどこまで,行き方面,帰り方面,バス停名称,url,緯度,経度,同じバス停
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,文教大学［東京あだちＣ］方面,北千住駅方面,千住四丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50652.html,35.75400278,139.8011869,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,文教大学［東京あだちＣ］方面,北千住駅方面,高砂町,https://mb.jorudan.co.jp//os/bus/1311/stop/51053.html,35.76430722,139.8046878,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,六町一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/51082.html,35.77895194,139.8203772,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,六町駅,https://mb.jorudan.co.jp//os/bus/1311/stop/51000.html,35.78233444,139.8214369,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,南花畑一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50929.html,35.78502556,139.8219856,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,花保会館前,https://mb.jorudan.co.jp//os/bus/1311/stop/50487.html,35.78841583,139.8220558,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,南花畑四丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50801.html,35.79056333,139.8221106,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,花畑交番前,https://mb.jorudan.co.jp//os/bus/1311/stop/51068.html,35.79538583,139.8208431,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,花畑第一小学校入口,https://mb.jorudan.co.jp//os/bus/1311/stop/51163.html,35.79732778,139.8188739,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,樫の木公園前,https://mb.jorudan.co.jp//os/bus/1311/stop/50525.html,35.80000278,139.8174278,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,あいぐみ公園前,https://mb.jorudan.co.jp//os/bus/1311/stop/50858.html,35.80267722,139.8174867,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,花畑記念公園入口,https://mb.jorudan.co.jp//os/bus/1311/stop/50622.html,35.80476278,139.8175833,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,花畑四丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50746.html,35.80597194,139.8176003,
東武バスセントラル,北１１,北千住駅～文教大学［東京あだちＣ］,北千住駅方面,文教大学［東京あだちＣ］方面,文教大学［東京あだちＣ］,https://mb.jorudan.co.jp//os/bus/1311/stop/50818.html,35.80650194,139.8154758,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,今谷,https://mb.jorudan.co.jp//os/bus/1311/stop/310846.html,35.84149,139.9540553,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,今谷上町,https://mb.jorudan.co.jp//os/bus/1311/stop/310829.html,35.83883361,139.9560081,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,光ヶ丘小学校前,https://mb.jorudan.co.jp//os/bus/1311/stop/310869.html,35.83687472,139.9563378,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,向原,https://mb.jorudan.co.jp//os/bus/1311/stop/310692.html,35.83546139,139.9563383,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,麗澤大学前,https://mb.jorudan.co.jp//os/bus/1311/stop/311012.html,35.83187639,139.9562922,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,麗澤幼稚園・麗澤中高前,https://mb.jorudan.co.jp//os/bus/1311/stop/311016.html,35.83090028,139.9558331,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,聖光ヶ丘病院,https://mb.jorudan.co.jp//os/bus/1311/stop/310780.html,35.82944083,139.9564436,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,光ヶ丘,https://mb.jorudan.co.jp//os/bus/1311/stop/316694.html,35.82705472,139.9579081,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,竜光寺前,https://mb.jorudan.co.jp//os/bus/1311/stop/310962.html,35.82330639,139.9599461,
東武バスセントラル,南柏０１,南柏駅東口～酒井根,酒井根方面,南柏駅東口方面,酒井根,https://mb.jorudan.co.jp//os/bus/1311/stop/310894.html,35.81958083,139.9594794,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,柏駅東口,https://mb.jorudan.co.jp//os/bus/1311/stop/310891.html,35.86208361,139.9717556,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,柏一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310996.html,35.85924167,139.9724258,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,ＮＴＴ柏前,https://mb.jorudan.co.jp//os/bus/1311/stop/310960.html,35.85748444,139.9706167,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,泉町,https://mb.jorudan.co.jp//os/bus/1311/stop/310859.html,35.85623111,139.9690886,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,富里,https://mb.jorudan.co.jp//os/bus/1311/stop/310990.html,35.85440444,139.9669975,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,柏洋スイマーズ前,https://mb.jorudan.co.jp//os/bus/1311/stop/310738.html,35.85320583,139.9659089,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,神明神社,https://mb.jorudan.co.jp//os/bus/1311/stop/310839.html,35.8512075,139.9639264,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,豊町,https://mb.jorudan.co.jp//os/bus/1311/stop/310847.html,35.84966722,139.9623944,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,新木戸,https://mb.jorudan.co.jp//os/bus/1311/stop/310740.html,35.84616306,139.9586364,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,南柏駅入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310813.html,35.84340833,139.955525,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,上町［柏市］,https://mb.jorudan.co.jp//os/bus/1311/stop/310897.html,35.84052056,139.9568547,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,豊住一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310718.html,35.83856556,139.9584056,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,白山神社,https://mb.jorudan.co.jp//os/bus/1311/stop/310977.html,35.83808639,139.9603786,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,豊住,https://mb.jorudan.co.jp//os/bus/1311/stop/310865.html,35.83678056,139.9622564,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,つくしが丘,https://mb.jorudan.co.jp//os/bus/1311/stop/310710.html,35.83543528,139.9623406,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,火の見下,https://mb.jorudan.co.jp//os/bus/1311/stop/310934.html,35.83313306,139.9621006,
東武バスセントラル,南柏０２,柏駅東口～酒井根,酒井根方面,柏駅東口方面,東中新宿,https://mb.jorudan.co.jp//os/bus/1311/stop/310837.html,35.82932806,139.9616081,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,柏二丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310996.html,35.85924167,139.9724258,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,柏神社,https://mb.jorudan.co.jp//os/bus/1311/stop/310960.html,35.85748444,139.9706167,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,柏一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310859.html,35.85623111,139.9690886,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,ＮＴＴ柏前,https://mb.jorudan.co.jp//os/bus/1311/stop/310990.html,35.85440444,139.9669975,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,泉町,https://mb.jorudan.co.jp//os/bus/1311/stop/310738.html,35.85320583,139.9659089,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,富里,https://mb.jorudan.co.jp//os/bus/1311/stop/310839.html,35.8512075,139.9639264,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,柏洋スイマーズ前,https://mb.jorudan.co.jp//os/bus/1311/stop/310847.html,35.84966722,139.9623944,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,神明神社,https://mb.jorudan.co.jp//os/bus/1311/stop/310740.html,35.84616306,139.9586364,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,豊町,https://mb.jorudan.co.jp//os/bus/1311/stop/310813.html,35.84340833,139.955525,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,新木戸,https://mb.jorudan.co.jp//os/bus/1311/stop/311005.html,35.8446375,139.9546906,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,南柏駅東口,https://mb.jorudan.co.jp//os/bus/1311/stop/310897.html,35.84052056,139.9568547,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,南柏駅入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310718.html,35.83856556,139.9584056,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,上町［柏市］,https://mb.jorudan.co.jp//os/bus/1311/stop/310977.html,35.83808639,139.9603786,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,豊住一丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310865.html,35.83678056,139.9622564,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,白山神社,https://mb.jorudan.co.jp//os/bus/1311/stop/310710.html,35.83543528,139.9623406,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,豊住,https://mb.jorudan.co.jp//os/bus/1311/stop/310934.html,35.83313306,139.9621006,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,つくしが丘,https://mb.jorudan.co.jp//os/bus/1311/stop/310837.html,35.82932806,139.9616081,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,火の見下,https://mb.jorudan.co.jp//os/bus/1311/stop/316694.html,35.82705472,139.9579081,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,東中新宿,https://mb.jorudan.co.jp//os/bus/1311/stop/310962.html,35.82330639,139.9599461,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,光ヶ丘,https://mb.jorudan.co.jp//os/bus/1311/stop/310894.html,35.81958083,139.9594794,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,竜光寺前,https://mb.jorudan.co.jp//os/bus/1311/stop/310891.html,35.86208361,139.9717556,
東武バスセントラル,南柏０２,柏駅東口～酒井根,柏駅東口方面,酒井根方面,酒井根,https://mb.jorudan.co.jp//os/bus/1311/stop/310914.html,35.86246083,139.9743711,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,中原入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310773.html,35.82684833,139.960355,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,光ヶ丘中学校入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310931.html,35.82659444,139.9617619,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,防災公園入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310868.html,35.82541583,139.9646686,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,酒井根中学校前,https://mb.jorudan.co.jp//os/bus/1311/stop/310803.html,35.8244425,139.9661361,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,中原［柏市］,https://mb.jorudan.co.jp//os/bus/1311/stop/310836.html,35.82328667,139.9678228,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,増尾ニュータウン,https://mb.jorudan.co.jp//os/bus/1311/stop/310707.html,35.82168389,139.9705247,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,東酒井根,https://mb.jorudan.co.jp//os/bus/1311/stop/310915.html,35.81979667,139.9676417,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,酒井根三丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310748.html,35.81764111,139.9647169,
東武バスセントラル,南柏０４,南柏駅東口～酒井根［折返場］,酒井根［折返場］方面,南柏駅東口方面,酒井根［折返場］,https://mb.jorudan.co.jp//os/bus/1311/stop/310935.html,35.81822889,139.9607217,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,青葉台,https://mb.jorudan.co.jp//os/bus/1311/stop/310929.html,35.81475833,139.9600972,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,酒井根入口,https://mb.jorudan.co.jp//os/bus/1311/stop/310705.html,35.81312944,139.9608883,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,南増尾,https://mb.jorudan.co.jp//os/bus/1311/stop/310754.html,35.814225,139.9639486,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,増尾新田,https://mb.jorudan.co.jp//os/bus/1311/stop/310899.html,35.81563944,139.9669019,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,新栄町,https://mb.jorudan.co.jp//os/bus/1311/stop/310890.html,35.81622917,139.9686336,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,土南部小学校,https://mb.jorudan.co.jp//os/bus/1311/stop/310993.html,35.81734083,139.9708272,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,リフレッシュプラザ柏,https://mb.jorudan.co.jp//os/bus/1311/stop/310749.html,35.81671333,139.9728456,
東武バスセントラル,南柏０５,南柏駅東口～南部クリーンセンター,南部クリーンセンター方面,南柏駅東口方面,南部クリーンセンター,https://mb.jorudan.co.jp//os/bus/1311/stop/310909.html,35.81625083,139.9757589,
東武バスセントラル,南柏０７,南柏駅東口～増尾駅,増尾駅方面,南柏駅東口方面,増尾台二丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/310884.html,35.82286917,139.9714681,
東武バスセントラル,南柏０７,南柏駅東口～増尾駅,増尾駅方面,南柏駅東口方面,増尾西小学校前,https://mb.jorudan.co.jp//os/bus/1311/stop/310735.html,35.825885,139.9733861,
東武バスセントラル,南柏０７,南柏駅東口～増尾駅,増尾駅方面,南柏駅東口方面,増尾駅,https://mb.jorudan.co.jp//os/bus/1311/stop/310717.html,35.82918306,139.9767225,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,南流山駅,https://mb.jorudan.co.jp//os/bus/1311/stop/50971.html,35.83843806,139.9045206,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,南流山四丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50862.html,35.84121806,139.9031794,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,東谷自治会館前,https://mb.jorudan.co.jp//os/bus/1311/stop/50875.html,35.84550333,139.9013853,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,城の星保育園前,https://mb.jorudan.co.jp//os/bus/1311/stop/50939.html,35.848,139.9011189,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,平和台駅前,https://mb.jorudan.co.jp//os/bus/1311/stop/50500.html,35.85091194,139.9030214,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,平和台三丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/51049.html,35.85174278,139.9048133,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,平和台二丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/51178.html,35.85450278,139.9053339,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,流山市役所入口,https://mb.jorudan.co.jp//os/bus/1311/stop/50617.html,35.85590194,139.90567,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,加二丁目,https://mb.jorudan.co.jp//os/bus/1311/stop/50890.html,35.85876389,139.9063403,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,加二号公園前,https://mb.jorudan.co.jp//os/bus/1311/stop/50846.html,35.86085333,139.9069094,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,三輪野山近隣公園前,https://mb.jorudan.co.jp//os/bus/1311/stop/50889.html,35.86435444,139.9066944,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,三輪野山,https://mb.jorudan.co.jp//os/bus/1311/stop/50588.html,35.86726472,139.9060258,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,花輪城跡公園,https://mb.jorudan.co.jp//os/bus/1311/stop/51113.html,35.86683389,139.9032803,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,下花輪,https://mb.jorudan.co.jp//os/bus/1311/stop/50639.html,35.87042944,139.9034022,
東武バスセントラル,南流０１,南流山駅～クリーンセンター,クリーンセンター方面,南流山駅方面,クリーンセンター,https://mb.jorudan.co.jp//os/bus/1311/stop/50406.html,35.87516194,139.9008419,
東武バスセントラル,南流０２,南流山駅～流山おおたかの森駅西口,流山おおたかの森駅西口方面,南流山駅方面,三輪茂侶神社前,https://mb.jorudan.co.jp//os/bus/1311/stop/50735.html,35.86889,139.9075958,
東武バスセントラル,南流０２,南流山駅～流山おおたかの森駅西口,流山おおたかの森駅西口方面,南流山駅方面,大畔,https://mb.jorudan.co.jp//os/bus/1311/stop/50925.html,35.87486028,139.9161636,
東武バスセントラル,南流０２,南流山駅～流山おおたかの森駅西口,流山おおたかの森駅西口方面,南流山駅方面,流山おおたかの森駅西口,https://mb.jorudan.co.jp//os/bus/1311/stop/51132.html,35.87241556,139.9246475,
東武バスセントラル,吉０２,吉川駅北口～吉川市役所,吉川市役所方面,吉川駅北口方面,集会所前［吉川市］,https://mb.jorudan.co.jp//os/bus/1311/stop/229074.html,35.88793111,139.8600542,
東武バスセントラル,吉０２,吉川駅北口～吉川市役所,吉川市役所方面,吉川駅北口方面,吉川ネオポリス,https://mb.jorudan.co.jp//os/bus/1311/stop/51042.html,35.89160722,139.8590275,
東武バスセントラル,吉０２,吉川駅北口～吉川市役所,吉川市役所方面,吉川駅北口方面,ネオポリス北,https://mb.jorudan.co.jp//os/bus/1311/stop/50914.html,35.89359083,139.8579078,
