バス会社名称,路線名称,バス停名称,緯度,経度,バス停ID,路線ID,バス会社ID
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],上野松坂屋前,35.70699,139.772551,1,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],上野公園山下,35.711086,139.773964,2,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],上野駅前,35.711844,139.776963,3,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],下谷神社前,35.711746,139.781106,4,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],東上野六丁目,35.711181,139.784291,5,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],菊屋橋,35.710618,139.787478,6,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],浅草寿町,35.710306,139.791438,7,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],浅草一丁目,35.711467,139.792638,8,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],浅草雷門,35.711117,139.795364,9,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],リバーピア吾妻橋前,35.70948,139.800342,10,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],墨田区役所前,35.710506,139.80197,11,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],本所吾妻橋,35.708771,139.805128,12,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],とうきょうスカイツリー駅入口,35.70897,139.809239,13,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],押上,35.709129,139.812915,14,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],十間橋(東京都),35.708188,139.817373,15,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],十間橋通り,35.710932,139.820614,16,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],文花三丁目,35.712282,139.824345,17,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],中居堀,35.713058,139.82669,18,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],八広二丁目,35.715836,139.828651,19,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],社会福祉会館前(東京都),35.718762,139.829807,20,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],東墨田二丁目,35.721817,139.830764,21,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],東墨田会館前,35.721302,139.832463,22,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],東墨田三丁目,35.719013,139.834126,23,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],東墨田一丁目,35.716139,139.832904,24,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井七丁目第三アパート前,35.715068,139.835041,25,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],中平井(江戸川区),35.716271,139.835793,26,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井七丁目北公園前,35.716786,139.837784,27,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井七丁目,35.714958,139.842319,28,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井六丁目交番前,35.712406,139.842252,29,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井小学校前(東京都),35.710057,139.841877,30,1,432.0
都営バス,上23(上野松坂屋前-平井駅前)[都営バス],平井駅前,35.706681,139.841922,31,1,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],青戸車庫前,35.743776,139.843356,32,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],梅田小学校前,35.740399,139.840015,33,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],葛飾警察署前〔都営バス〕,35.737673,139.837073,34,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],よつぎ小学校前,35.736099,139.834953,35,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],四ツ木橋,35.734579,139.8327,36,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],四ツ木橋南詰,35.729557,139.826212,37,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],八広,35.7265,139.827673,38,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],八広六丁目,35.723982,139.83041,39,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],東墨田会館前,35.721302,139.832463,22,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],東墨田三丁目,35.719013,139.834126,23,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],東墨田一丁目,35.716139,139.832904,24,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井七丁目第三アパート前,35.715068,139.835041,25,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],中平井(江戸川区),35.716271,139.835793,26,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井七丁目北公園前,35.716786,139.837784,27,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井七丁目,35.714958,139.842319,28,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井六丁目交番前,35.712406,139.842252,29,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井小学校前(東京都),35.710057,139.841877,30,2,432.0
都営バス,上23(青戸車庫前-東墨田会館)[都営バス],平井駅前,35.706681,139.841922,31,2,432.0
都営バス,上26[都営バス],亀戸駅前,35.698022,139.825505,40,3,432.0
都営バス,上26[都営バス],亀戸四丁目,35.701609,139.82469,41,3,432.0
都営バス,上26[都営バス],亀戸天神前,35.701387,139.820407,42,3,432.0
都営バス,上26[都営バス],太平四丁目,35.70124,139.817428,43,3,432.0
都営バス,上26[都営バス],太平三丁目,35.701779,139.814549,44,3,432.0
都営バス,上26[都営バス],横川三丁目(東京都),35.703856,139.814373,45,3,432.0
都営バス,上26[都営バス],業平四丁目,35.70639,139.814138,46,3,432.0
都営バス,上26[都営バス],押上,35.708309,139.813736,47,3,432.0
都営バス,上26[都営バス],とうきょうスカイツリー駅前,35.710019,139.808381,48,3,432.0
都営バス,上26[都営バス],言問橋,35.712529,139.806206,49,3,432.0
都営バス,上26[都営バス],隅田公園〔都営バス〕,35.715297,139.800519,50,3,432.0
都営バス,上26[都営バス],浅草二丁目,35.71612,139.796977,51,3,432.0
都営バス,上26[都営バス],奥浅草,35.716714,139.794645,52,3,432.0
都営バス,上26[都営バス],西浅草三丁目〔都営バス〕,35.717403,139.791914,53,3,432.0
都営バス,上26[都営バス],入谷二丁目,35.717901,139.789932,54,3,432.0
都営バス,上26[都営バス],中入谷(台東区),35.71907,139.786083,55,3,432.0
都営バス,上26[都営バス],入谷鬼子母神,35.720024,139.78292,56,3,432.0
都営バス,上26[都営バス],下谷二丁目,35.720928,139.780741,57,3,432.0
都営バス,上26[都営バス],上野桜木,35.7224,139.77407,58,3,432.0
都営バス,上26[都営バス],谷中(東京都),35.721117,139.77108,59,3,432.0
都営バス,上26[都営バス],根津駅前,35.717628,139.765594,60,3,432.0
都営バス,上26[都営バス],池之端二丁目,35.715215,139.767539,61,3,432.0
都営バス,上26[都営バス],池之端一丁目,35.71224,139.768683,62,3,432.0
都営バス,上26[都営バス],上野広小路,35.707969,139.772295,63,3,432.0
都営バス,上26[都営バス],上野公園(東京都),35.709754,139.771856,64,3,432.0
都営バス,上46[都営バス],南千住駅東口,35.733403,139.799884,65,4,432.0
都営バス,上46[都営バス],ドナウ通り,35.734972,139.801649,66,4,432.0
都営バス,上46[都営バス],南千住四丁目,35.735708,139.804288,67,4,432.0
都営バス,上46[都営バス],南千住汐入,35.73784,139.805869,68,4,432.0
都営バス,上46[都営バス],はなみずき通り中央,35.738355,139.809051,69,4,432.0
都営バス,上46[都営バス],荒川区立第三中学校前,35.737897,139.811085,70,4,432.0
都営バス,上46[都営バス],汐入公園前,35.737099,139.809216,71,4,432.0
都営バス,上46[都営バス],南千住八丁目,35.736375,139.807867,72,4,432.0
都営バス,上46[都営バス],都立産業技術高専荒川キャンパス前,35.734524,139.80804,73,4,432.0
都営バス,上46[都営バス],南千住三丁目,35.732736,139.808323,74,4,432.0
都営バス,上46[都営バス],南千住清掃車車庫前,35.731442,139.804518,75,4,432.0
都営バス,上46[都営バス],隅田川貨物駅前,35.730305,139.800611,76,4,432.0
都営バス,上46[都営バス],南千住車庫前,35.731361,139.798429,77,4,432.0
都営バス,上46[都営バス],清川二丁目,35.726729,139.800694,78,4,432.0
都営バス,上46[都営バス],吉原大門,35.724209,139.797731,79,4,432.0
都営バス,上46[都営バス],浅草五丁目,35.721605,139.797015,80,4,432.0
都営バス,上46[都営バス],浅草四丁目〔都営バス〕,35.719967,139.795443,81,4,432.0
都営バス,上46[都営バス],奥浅草,35.717413,139.794418,82,4,432.0
都営バス,上46[都営バス],浅草公園六区,35.714073,139.792665,83,4,432.0
都営バス,上46[都営バス],浅草一丁目,35.71218,139.792268,84,4,432.0
都営バス,上46[都営バス],浅草寿町,35.709687,139.790577,85,4,432.0
都営バス,上46[都営バス],菊屋橋,35.710296,139.78754,86,4,432.0
都営バス,上46[都営バス],東上野六丁目,35.711014,139.783446,87,4,432.0
都営バス,上46[都営バス],下谷神社前,35.711451,139.781017,88,4,432.0
都営バス,上46[都営バス],上野駅前,35.711409,139.775325,89,4,432.0
都営バス,上46[都営バス],上野公園山下,35.710813,139.774163,90,4,432.0
都営バス,上46[都営バス],上野松坂屋前,35.709104,139.773546,91,4,432.0
都営バス,上58[都営バス],早稲田(東京都),35.711071,139.722139,92,5,432.0
都営バス,上58[都営バス],関口一丁目,35.71055,139.724001,93,5,432.0
都営バス,上58[都営バス],鶴巻町,35.709888,139.726772,94,5,432.0
都営バス,上58[都営バス],江戸川橋,35.711332,139.73113,95,5,432.0
都営バス,上58[都営バス],音羽一丁目,35.713521,139.730107,96,5,432.0
都営バス,上58[都営バス],音羽二丁目,35.717834,139.727949,97,5,432.0
都営バス,上58[都営バス],護国寺正門前,35.720836,139.728917,98,5,432.0
都営バス,上58[都営バス],大塚三丁目,35.721631,139.732453,99,5,432.0
都営バス,上58[都営バス],千石三丁目,35.723208,139.736749,100,5,432.0
都営バス,上58[都営バス],千石二丁目(文京区),35.726069,139.740962,101,5,432.0
都営バス,上58[都営バス],千石一丁目(文京区),35.729135,139.744229,102,5,432.0
都営バス,上58[都営バス],文京グリーンコート前,35.730713,139.746767,103,5,432.0
都営バス,上58[都営バス],上富士前,35.732767,139.749811,104,5,432.0
都営バス,上58[都営バス],本駒込五丁目,35.733556,139.753831,105,5,432.0
都営バス,上58[都営バス],本駒込四丁目,35.733232,139.757023,106,5,432.0
都営バス,上58[都営バス],動坂下,35.731988,139.759094,107,5,432.0
都営バス,上58[都営バス],道灌山下,35.730318,139.761952,108,5,432.0
都営バス,上58[都営バス],千駄木三丁目,35.728119,139.763653,109,5,432.0
都営バス,上58[都営バス],団子坂下,35.724449,139.763045,110,5,432.0
都営バス,上58[都営バス],千駄木二丁目,35.722233,139.762402,111,5,432.0
都営バス,上58[都営バス],根津神社入口,35.720326,139.762908,112,5,432.0
都営バス,上58[都営バス],根津駅前,35.718279,139.764951,113,5,432.0
都営バス,上58[都営バス],池之端二丁目,35.715215,139.767539,61,5,432.0
都営バス,上58[都営バス],池之端一丁目,35.71224,139.768683,62,5,432.0
都営バス,上58[都営バス],上野公園(東京都),35.709534,139.771644,114,5,432.0
都営バス,上58[都営バス],上野松坂屋前,35.707551,139.772786,115,5,432.0
都営バス,上60[都営バス],池袋駅東口,35.730811,139.71267,116,6,432.0
都営バス,上60[都営バス],Hareza池袋,35.732676,139.715072,117,6,432.0
都営バス,上60[都営バス],六ツ又陸橋,35.732581,139.71876,118,6,432.0
都営バス,上60[都営バス],東池袋二丁目,35.731577,139.720688,119,6,432.0
都営バス,上60[都営バス],東池袋三丁目,35.730056,139.723514,120,6,432.0
都営バス,上60[都営バス],向原(東京都),35.728914,139.725458,121,6,432.0
都営バス,上60[都営バス],新大塚,35.726211,139.729547,122,6,432.0
都営バス,上60[都営バス],大塚駅前(東京都),35.730909,139.729096,123,6,432.0
都営バス,上60[都営バス],巣鴨小学校前,35.727539,139.733466,124,6,432.0
都営バス,上60[都営バス],南大塚一丁目(東京都),35.725709,139.735423,125,6,432.0
都営バス,上60[都営バス],千石三丁目,35.723869,139.737034,126,6,432.0
都営バス,上60[都営バス],湯立坂下,35.721106,139.740102,127,6,432.0
都営バス,上60[都営バス],白山三丁目,35.719425,139.741776,128,6,432.0
都営バス,上60[都営バス],白山二丁目(東京都),35.717174,139.745132,129,6,432.0
都営バス,上60[都営バス],小石川三丁目,35.715276,139.747925,130,6,432.0
都営バス,上60[都営バス],小石川二丁目,35.712439,139.75139,131,6,432.0
都営バス,上60[都営バス],春日駅前〔都営バス〕,35.708621,139.752546,132,6,432.0
都営バス,上60[都営バス],菊坂下,35.711476,139.754627,133,6,432.0
都営バス,上60[都営バス],本郷六丁目,35.713236,139.756601,134,6,432.0
都営バス,上60[都営バス],東大農学部前,35.715504,139.759472,135,6,432.0
都営バス,上60[都営バス],弥生二丁目(東京都),35.716421,139.762826,136,6,432.0
都営バス,上60[都営バス],根津駅前,35.717628,139.765594,60,6,432.0
都営バス,上60[都営バス],池之端二丁目,35.715215,139.767539,61,6,432.0
都営バス,上60[都営バス],池之端一丁目,35.71224,139.768683,62,6,432.0
都営バス,上60[都営バス],上野広小路,35.707969,139.772295,63,6,432.0
都営バス,上60[都営バス],上野公園(東京都),35.709673,139.771601,137,6,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],小滝橋車庫前,35.710359,139.693351,138,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],小滝橋〔都営バス〕,35.710041,139.694533,139,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],高田馬場四丁目〔都営バス〕,35.711524,139.696555,140,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],高田馬場三丁目,35.712317,139.699392,141,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],高田馬場駅前,35.713793,139.704173,142,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],新宿区社会福祉協議会前,35.71206,139.70758,143,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],高田馬場二丁目,35.711391,139.710815,144,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],西早稲田,35.709631,139.715779,145,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],甘泉園公園前,35.711474,139.716931,146,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],グランド坂下,35.71143,139.720847,147,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],早稲田(東京都),35.711071,139.722139,92,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],関口一丁目,35.71055,139.724001,93,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],鶴巻町,35.709888,139.726772,94,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],江戸川橋,35.710184,139.730342,148,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],石切橋,35.709176,139.735413,149,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],東五軒町,35.708696,139.738806,150,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],大曲(文京区),35.708033,139.744147,151,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],伝通院前,35.709904,139.7461,152,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],富坂上,35.709152,139.748887,153,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],春日駅前〔都営バス〕,35.708621,139.752546,132,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],真砂坂上,35.707464,139.757444,154,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],本郷三丁目駅前,35.707543,139.759685,155,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],湯島四丁目,35.707513,139.764766,156,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],湯島三丁目,35.70846,139.768286,157,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],上野広小路,35.708735,139.77307,158,7,432.0
都営バス,上69(小滝橋車庫前-上野公園)[都営バス],上野公園(東京都),35.709401,139.770912,159,7,432.0
都営バス,両28[都営バス],両国駅前,35.695244,139.792064,160,8,432.0
都営バス,両28[都営バス],両国駅入口,35.694417,139.793033,161,8,432.0
都営バス,両28[都営バス],両国四丁目,35.694542,139.795319,162,8,432.0
都営バス,両28[都営バス],旧安田庭園前,35.698971,139.794122,163,8,432.0
都営バス,両28[都営バス],都営両国駅前,35.697364,139.797268,164,8,432.0
都営バス,両28[都営バス],緑一丁目(東京都),35.69472,139.798593,165,8,432.0
都営バス,両28[都営バス],緑二丁目,35.694927,139.802116,166,8,432.0
都営バス,両28[都営バス],緑三丁目(東京都),35.695167,139.806456,167,8,432.0
都営バス,両28[都営バス],江東橋,35.69551,139.810366,168,8,432.0
都営バス,両28[都営バス],錦糸町駅前,35.695733,139.814168,169,8,432.0
都営バス,両28[都営バス],江東車庫前,35.696149,139.817585,170,8,432.0
都営バス,両28[都営バス],亀戸一丁目,35.696495,139.820844,171,8,432.0
都営バス,両28[都営バス],亀戸駅前,35.697835,139.825749,172,8,432.0
都営バス,両28[都営バス],亀戸駅通り,35.695619,139.825991,173,8,432.0
都営バス,両28[都営バス],五ノ橋,35.692398,139.826234,174,8,432.0
都営バス,両28[都営バス],西大島駅前,35.689023,139.826517,175,8,432.0
都営バス,両28[都営バス],大島一丁目(東京都),35.686545,139.826735,176,8,432.0
都営バス,両28[都営バス],北砂三丁目,35.68183,139.827576,177,8,432.0
都営バス,両28[都営バス],北砂二丁目,35.679563,139.827606,178,8,432.0
都営バス,両28[都営バス],境川(東京都),35.677101,139.827911,179,8,432.0
都営バス,両28[都営バス],北砂四丁目,35.676722,139.831092,180,8,432.0
都営バス,両28[都営バス],亀高橋,35.676295,139.834501,181,8,432.0
都営バス,両28[都営バス],東砂四丁目,35.675821,139.838232,182,8,432.0
都営バス,両28[都営バス],旧葛西橋,35.675479,139.840845,183,8,432.0
都営バス,両28[都営バス],東砂六丁目北,35.674139,139.842824,184,8,432.0
都営バス,両28[都営バス],葛西橋,35.672082,139.842452,185,8,432.0
都営バス,両28[都営バス],東砂六丁目,35.672895,139.840869,186,8,432.0
都営バス,両28[都営バス],葛西橋東詰,35.670721,139.854157,187,8,432.0
都営バス,両28[都営バス],宇喜田,35.670186,139.857698,188,8,432.0
都営バス,両28[都営バス],稲荷神社前(江戸川区),35.669501,139.862155,189,8,432.0
都営バス,両28[都営バス],第六葛西小学校前,35.667178,139.865616,190,8,432.0
都営バス,両28[都営バス],スポーツセンター前(江戸川区),35.66734,139.860167,191,8,432.0
都営バス,両28[都営バス],西葛西駅前,35.664343,139.859217,192,8,432.0
都営バス,両28[都営バス],第七葛西小学校前,35.658891,139.859139,193,8,432.0
都営バス,両28[都営バス],新田住宅,35.657376,139.861212,194,8,432.0
都営バス,両28[都営バス],中葛西七丁目,35.656174,139.863876,195,8,432.0
都営バス,両28[都営バス],中左近橋,35.652623,139.863599,196,8,432.0
都営バス,両28[都営バス],中央卸売市場葛西市場前,35.64957,139.862393,197,8,432.0
都営バス,両28[都営バス],臨海町三丁目,35.648263,139.860642,198,8,432.0
都営バス,両28[都営バス],臨海車庫前,35.647389,139.85946,199,8,432.0
都営バス,両28[都営バス],臨海車庫,35.646976,139.858932,200,8,432.0
都営バス,両28〔日曹橋経由〕[都営バス],両国駅前,35.695244,139.792064,160,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],両国駅入口,35.694417,139.793033,161,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],両国四丁目,35.694542,139.795319,162,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],旧安田庭園前,35.698971,139.794122,163,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],都営両国駅前,35.697364,139.797268,164,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],緑一丁目(東京都),35.69472,139.798593,165,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],緑二丁目,35.694927,139.802116,166,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],緑三丁目(東京都),35.695167,139.806456,167,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],江東橋,35.69551,139.810366,168,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],錦糸町駅前,35.695733,139.814168,169,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],江東車庫前,35.696149,139.817585,170,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],亀戸一丁目,35.696495,139.820844,171,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],亀戸駅通り,35.695619,139.825991,173,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],五ノ橋,35.692398,139.826234,174,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],西大島駅前,35.689023,139.826517,175,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],大島一丁目(東京都),35.686545,139.826735,176,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],北砂三丁目,35.68183,139.827576,177,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],北砂二丁目,35.679563,139.827606,178,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],境川(東京都),35.676593,139.827155,201,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],南砂三丁目,35.673019,139.826566,202,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],日曹橋,35.671114,139.826141,203,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],南砂町駅入口,35.667505,139.831492,204,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],新砂三丁目アパート,35.666455,139.833916,205,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],江東高齢者医療センター入口,35.666768,139.833811,206,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],清砂大橋西,35.665824,139.837215,207,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],清新町健康サポートセンター前,35.663132,139.856205,208,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],西葛西駅南,35.661389,139.858529,209,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],第七葛西小学校前,35.658891,139.859139,193,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],新田住宅,35.657376,139.861212,194,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],中葛西七丁目,35.656174,139.863876,195,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],中左近橋,35.652623,139.863599,196,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],中央卸売市場葛西市場前,35.64957,139.862393,197,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],臨海町三丁目,35.648263,139.860642,198,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],臨海車庫前,35.647389,139.85946,199,9,432.0
都営バス,両28〔日曹橋経由〕[都営バス],臨海車庫,35.646976,139.858932,200,9,432.0
都営バス,亀21[都営バス],東陽町駅前,35.669742,139.81686,210,10,432.0
都営バス,亀21[都営バス],江東運転免許試験場前,35.669937,139.821752,211,10,432.0
都営バス,亀21[都営バス],日曹橋,35.670803,139.825857,212,10,432.0
都営バス,亀21[都営バス],南砂三丁目,35.672986,139.826342,213,10,432.0
都営バス,亀21[都営バス],福島橋(東京都),35.672767,139.829445,214,10,432.0
都営バス,亀21[都営バス],学校通り,35.671857,139.83197,215,10,432.0
都営バス,亀21[都営バス],南砂六丁目,35.671095,139.834164,216,10,432.0
都営バス,亀21[都営バス],元八幡(東京都),35.669859,139.837608,217,10,432.0
都営バス,亀21[都営バス],袖ヶ浦,35.669826,139.841044,218,10,432.0
都営バス,亀21[都営バス],東砂六丁目,35.671484,139.840847,219,10,432.0
都営バス,亀21[都営バス],旧葛西橋,35.674867,139.840473,220,10,432.0
都営バス,亀21[都営バス],東砂四丁目,35.67573,139.837236,221,10,432.0
都営バス,亀21[都営バス],亀高橋,35.676679,139.833791,222,10,432.0
都営バス,亀21[都営バス],北砂七丁目,35.679537,139.834652,223,10,432.0
都営バス,亀21[都営バス],北砂五丁目,35.681911,139.83535,224,10,432.0
都営バス,亀21[都営バス],北砂六丁目,35.683993,139.835944,225,10,432.0
都営バス,亀21[都営バス],大島五丁目(東京都),35.688001,139.836131,226,10,432.0
都営バス,亀21[都営バス],大島駅前,35.690284,139.835511,227,10,432.0
都営バス,亀21[都営バス],城東特別支援学校前,35.692093,139.834909,228,10,432.0
都営バス,亀21[都営バス],竪川大橋北詰,35.695107,139.834047,229,10,432.0
都営バス,亀21[都営バス],亀戸六丁目,35.696833,139.832302,230,10,432.0
都営バス,亀21[都営バス],水神森,35.696567,139.828721,231,10,432.0
都営バス,亀21[都営バス],亀戸駅前,35.697755,139.825306,232,10,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],亀戸駅前,35.697835,139.825749,172,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],亀戸駅通り,35.695619,139.825991,173,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],五ノ橋,35.692398,139.826234,174,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],西大島駅前,35.688695,139.826538,233,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],大島一丁目(東京都),35.686545,139.826735,176,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],小名木川小学校入口,35.683969,139.829721,234,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],北砂五丁目団地,35.684182,139.832765,235,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],北砂六丁目,35.683498,139.836085,236,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],北砂五丁目,35.682028,139.835666,237,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],北砂七丁目,35.67919,139.834821,238,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],亀高橋,35.676774,139.834104,239,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],南砂五丁目団地,35.674467,139.833387,240,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],南砂三丁目みどり団地前,35.671247,139.832365,241,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],南砂町駅前,35.669182,139.831428,242,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],南砂町駅入口,35.667251,139.830618,243,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],東部療育センター前,35.664303,139.833618,244,11,432.0
都営バス,亀23(亀戸駅前-江東高齢者医療センター)[都営バス],江東高齢者医療センター,35.665309,139.834315,245,11,432.0
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],江東高齢者医療センター,35.665309,139.834315,245,12,432.0
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],江東高齢者医療センター入口,35.666263,139.834548,246,12,432.0
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],新砂三丁目アパート,35.666455,139.833916,205,12,432.0
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],南砂町駅前,35.669217,139.831191,247,12,432.0
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],南砂三丁目みどり団地前,35.671096,139.832075,248,12,432.0
