バス会社名称,路線名称,バス停名称,緯度,経度,バス停ID,路線ID,バス会社ID
京王バス,調37[京王バス],諏訪神社(調布市),35.678073,139.555809,5654,583,433.0
京王バス,調37[京王バス],深大寺東町八丁目,35.680646,139.554965,5655,583,433.0
京王バス,調37[京王バス],航研前,35.680006,139.557438,5656,583,433.0
京王バス,調37[京王バス],都営深大寺住宅,35.681062,139.556903,5657,583,433.0
京王バス,調37[京王バス],ブランチ調布,35.681584,139.558532,5658,583,433.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅,35.615355,139.411576,5659,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅西,35.615181,139.409729,5660,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田中央,35.614821,139.407614,5661,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],すももくぼ,35.614236,139.403836,5662,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],土橋公園,35.613757,139.402091,5663,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田二丁目,35.613133,139.40251,5664,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],大妻学院,35.613861,139.407354,5665,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],総合福祉センター(多摩市),35.613359,139.412524,5666,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],南鶴牧小学校,35.614367,139.416727,5667,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧四丁目,35.613016,139.419843,5668,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧センター北,35.612039,139.422937,5669,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],西落合小学校,35.612929,139.424438,5670,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],宝野公園東,35.615506,139.426138,5671,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],落合商店街,35.616129,139.430244,5672,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],落合四丁目,35.614952,139.432324,4027,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘五丁目,35.612322,139.432395,4028,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘福祉館,35.613315,139.435024,5673,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘四丁目,35.614049,139.437636,4031,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取五丁目,35.614001,139.440336,5674,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取こぶし館,35.616297,139.440152,5675,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取小学校,35.618968,139.440869,5676,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生緑地,35.61989,139.442959,5677,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生(東京都),35.616455,139.442727,3960,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生通り,35.614941,139.445246,5678,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山五丁目南,35.615768,139.447638,5679,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],社会教育施設,35.616705,139.449029,5680,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山さくら通り,35.618687,139.44831,5681,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生小学校,35.620528,139.446491,5682,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山けやき坂,35.621928,139.44744,5683,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],中諏訪(東京都),35.623684,139.453756,5684,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪三丁目(東京都),35.625898,139.455121,5685,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],馬引沢二丁目,35.629562,139.454816,4428,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪一丁目,35.631415,139.453943,4429,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪神社(多摩市),35.633182,139.451096,4420,584,462.0
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山駅,35.629488,139.447716,3973,584,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅,35.615355,139.411576,5659,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅西,35.615319,139.409923,5686,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田中央,35.614909,139.40759,5687,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],すももくぼ,35.614567,139.404877,5688,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],土橋公園,35.613863,139.402111,5689,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田二丁目,35.612871,139.402947,5690,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],大妻学院,35.613495,139.40758,5691,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],総合福祉センター(多摩市),35.612815,139.412728,5692,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],南鶴牧小学校,35.614166,139.416861,4752,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧四丁目,35.612968,139.419725,5693,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧センター北,35.611784,139.422265,5694,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],西落合小学校,35.613039,139.42485,5695,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],宝野公園東,35.615429,139.426097,5696,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],落合商店街,35.616014,139.430282,5697,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],落合四丁目,35.615067,139.432124,4480,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘五丁目,35.612281,139.432186,4479,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘福祉館,35.612882,139.434674,5698,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘四丁目,35.614049,139.437636,4031,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],貝取五丁目,35.613416,139.440163,5699,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],貝取こぶし館,35.615701,139.440466,5700,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],貝取小学校,35.619042,139.441099,5701,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生緑地,35.619672,139.442649,5702,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生(東京都),35.616418,139.4424,5703,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生通り,35.614899,139.445121,5704,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],永山五丁目南,35.615401,139.447265,5705,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],社会教育施設,35.616674,139.449165,5706,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],永山さくら通り,35.618322,139.448832,5707,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生小学校,35.620617,139.446559,5708,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],永山けやき坂,35.621866,139.447672,5709,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],中諏訪(東京都),35.623586,139.453711,5710,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪三丁目(東京都),35.625903,139.455321,3952,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],馬引沢二丁目,35.629518,139.45508,4464,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪一丁目,35.631559,139.454097,4463,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪神社(多摩市),35.633448,139.452079,4462,585,462.0
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],永山駅,35.62959,139.447713,5711,585,462.0
日野市,落川系統O[日野市ミニバス],高幡不動駅,35.661702,139.413028,4263,586,444.0
日野市,落川系統O[日野市ミニバス],高幡北,35.663003,139.41792,5712,586,444.0
日野市,落川系統O[日野市ミニバス],ねんも公園北,35.662041,139.419638,5713,586,444.0
日野市,落川系統O[日野市ミニバス],第八小学校西,35.661696,139.422338,5714,586,444.0
日野市,落川系統O[日野市ミニバス],みさわ保育園北,35.662312,139.42488,5715,586,444.0
日野市,落川系統O[日野市ミニバス],落川通り西,35.662964,139.426054,5716,586,444.0
日野市,落川系統O[日野市ミニバス],金田公園,35.661076,139.427132,5717,586,444.0
日野市,落川系統O[日野市ミニバス],金田(東京都),35.66018,139.425851,5718,586,444.0
日野市,落川系統O[日野市ミニバス],落川(日野市),35.660264,139.427102,5719,586,444.0
日野市,落川系統O[日野市ミニバス],百草園駅北,35.657983,139.430766,5720,586,444.0
日野市,落川系統O[日野市ミニバス],百草園駅,35.657032,139.431467,5721,586,444.0
日野市,落川系統O[日野市ミニバス],桜ヶ丘車庫,35.652784,139.436273,5722,586,444.0
日野市,落川系統O[日野市ミニバス],一の宮ストア,35.651454,139.439788,4301,586,444.0
日野市,落川系統O[日野市ミニバス],桜ヶ丘診療所,35.650768,139.444044,4302,586,444.0
日野市,落川系統O[日野市ミニバス],聖蹟桜ヶ丘駅,35.651521,139.446793,4303,586,444.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],つつじヶ丘駅北口,35.658608,139.575062,5723,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],金子(東京都),35.659698,139.572585,4108,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],つつじヶ丘公園西,35.662111,139.570614,5724,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],中西(東京都),35.664131,139.570301,5725,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],中原地区公会堂,35.666563,139.570547,5726,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],中原四丁目,35.667772,139.570493,5727,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],中原高架下児童遊園,35.670867,139.5704,5728,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],団地南口[新川団地],35.672081,139.570567,5729,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],新川団地中央,35.674699,139.572023,5730,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],新川本町,35.678537,139.573397,5731,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],新川交番東,35.680373,139.570935,5732,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],南新川(東京都),35.679671,139.569435,5733,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],杏林大学病院入口,35.678595,139.568931,5734,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],杏林大学病院,35.6782,139.567128,5735,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],三鷹中等教育学校,35.679598,139.567721,5736,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],三鷹農協前,35.683341,139.562912,4080,587,433.0
京王バス,みたかシティバス新川・中原ルート[京王バス/小田急バス],三鷹中央防災公園・元気創造プラザ,35.682196,139.561638,5737,587,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],府中駅(東京都),35.672631,139.480274,4057,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],第一小学校(府中市),35.673313,139.476189,4058,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],府中インテリジェントパーク,35.675082,139.471646,4060,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],日銀前(東京都),35.67704,139.470377,4061,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],東芝南門,35.678969,139.46739,4062,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],本宿小学校(府中市),35.679909,139.460875,3770,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],富士見公園前(府中市),35.681433,139.456973,5450,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],西原町二丁目,35.683011,139.456877,5451,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],第七小学校入口,35.685791,139.456073,5452,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],北山町二丁目,35.686714,139.455914,5453,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],第七小学校正門,35.687697,139.455817,5454,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],せせらぎ公園(東京都),35.68992,139.455736,5455,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],北山町四丁目,35.691075,139.457994,5456,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],武蔵台学園,35.69423,139.46118,4068,588,433.0
京王バス,西国44&西国45<第七小学校正門経由>[京王バス],西国分寺駅,35.698701,139.465699,3828,588,433.0
京王バス,府42[京王バス],富士見公園前(府中市),35.681385,139.457064,4063,589,433.0
京王バス,府42[京王バス],富士見通り(府中市),35.679925,139.457309,5738,589,433.0
京王バス,府42[京王バス],西府町三丁目,35.675265,139.456646,5739,589,433.0
京王バス,府42[京王バス],本宿町二丁目,35.673122,139.459823,5740,589,433.0
京王バス,府42[京王バス],第四中学校(東京都),35.672883,139.466416,5741,589,433.0
京王バス,府42[京王バス],美好町,35.673027,139.468905,5742,589,433.0
京王バス,府42[京王バス],ハローワーク府中,35.67332,139.473608,4059,589,433.0
京王バス,府42[京王バス],第一小学校(府中市),35.673456,139.477386,5207,589,433.0
京王バス,府42[京王バス],府中駅(東京都),35.672533,139.480187,4569,589,433.0
京王バス,府42&府46[京王バス],府中駅(東京都),35.672631,139.480274,4057,590,433.0
京王バス,府42&府46[京王バス],第一小学校(府中市),35.673313,139.476189,4058,590,433.0
京王バス,府42&府46[京王バス],府中インテリジェントパーク,35.675082,139.471646,4060,590,433.0
京王バス,府42&府46[京王バス],日銀前(東京都),35.67704,139.470377,4061,590,433.0
京王バス,府42&府46[京王バス],東芝南門,35.678969,139.46739,4062,590,433.0
京王バス,府42&府46[京王バス],本宿小学校北,35.680342,139.461396,5743,590,433.0
京王バス,府42&府46[京王バス],西原町一丁目,35.684642,139.460725,5744,590,433.0
京王バス,府42&府46[京王バス],横街道,35.686006,139.459022,5745,590,433.0
京王バス,府42&府46[京王バス],第七小学校入口,35.685706,139.456226,4065,590,433.0
京王バス,府42&府46[京王バス],西原町二丁目,35.683723,139.456895,4064,590,433.0
京王バス,府42&府46[京王バス],富士見公園前(府中市),35.681328,139.457069,5746,590,433.0
京王バス,府46[京王バス],富士見公園前(府中市),35.681385,139.457064,4063,591,433.0
京王バス,府46[京王バス],本宿小学校(府中市),35.679984,139.461075,5747,591,433.0
京王バス,府46[京王バス],東芝南門,35.679254,139.466132,5748,591,433.0
京王バス,府46[京王バス],日銀前(東京都),35.676959,139.470613,5749,591,433.0
京王バス,府46[京王バス],府中インテリジェントパーク,35.675171,139.471951,5750,591,433.0
京王バス,府46[京王バス],ハローワーク府中,35.67332,139.473608,4059,591,433.0
京王バス,府46[京王バス],第一小学校(府中市),35.673456,139.477386,5207,591,433.0
京王バス,府46[京王バス],府中駅(東京都),35.672533,139.480187,4569,591,433.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],浜田山駅,35.681907,139.627198,3589,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],浜田山駅西,35.682914,139.62592,3588,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],人見街道入口(杉並区),35.684375,139.625144,3587,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],浜田山郵便局前,35.684675,139.626516,3586,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],浜田山四丁目,35.681775,139.633041,5751,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],西永福,35.679439,139.637613,4324,592,473.0
杉並区,けやき路線〔永福町方向〕[すぎ丸],永福町,35.677019,139.642013,4325,592,473.0
京王バス,高幡不動駅-帝京大学小学校〔直行バス〕[京王バス],高幡不動駅,35.661265,139.413469,4289,593,433.0
京王バス,高幡不動駅-帝京大学小学校〔直行バス〕[京王バス],帝京大学小学校,35.644459,139.417705,5752,593,433.0
京王バス,聖蹟桜ヶ丘駅-帝京大学小学校〔直行バス〕[京王バス],聖蹟桜ヶ丘駅,35.650987,139.447002,4269,594,433.0
京王バス,聖蹟桜ヶ丘駅-帝京大学小学校〔直行バス〕[京王バス],帝京大学小学校,35.644459,139.417705,5752,594,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],高幡不動駅,35.661702,139.413028,4263,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],南平(日野市),35.663777,139.406636,4986,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],高幡橋,35.666869,139.407896,5753,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],宮(東京都),35.668541,139.408269,5754,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],日野税務署入口,35.670524,139.408693,5755,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],日野万願寺グランド,35.671916,139.411233,5756,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],万願寺グランド北,35.672909,139.411844,5757,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],下田(日野市),35.673775,139.416711,5758,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],第四小学校(日野市),35.67759,139.414939,5759,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],万願荘,35.6793,139.413641,5760,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],日野橋南詰〔東〕,35.680961,139.411914,5761,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],日野橋南詰,35.680873,139.411179,5762,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],甲州街道駅北,35.679658,139.406904,5763,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],市民の森ふれあいホール,35.680629,139.403138,5764,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],四ツ谷立体東,35.682205,139.396617,5765,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],薬王寺(東京都),35.681671,139.394195,5766,595,433.0
京王バス,立65〔高幡不動駅-日野駅〕[京王バス],日野駅(東京都),35.678982,139.392967,5767,595,433.0
京王バス,立65/立66[京王バス],日野駅(東京都),35.678991,139.392964,5021,596,433.0
京王バス,立65/立66[京王バス],薬王寺(東京都),35.682063,139.394109,5768,596,433.0
京王バス,立65/立66[京王バス],四ツ谷立体東,35.682342,139.396837,5769,596,433.0
京王バス,立65/立66[京王バス],市民の森ふれあいホール,35.680941,139.402811,5770,596,433.0
京王バス,立65/立66[京王バス],甲州街道駅北,35.679632,139.407201,5771,596,433.0
京王バス,立65/立66[京王バス],日野橋南詰,35.680293,139.410599,5772,596,433.0
京王バス,立65/立66[京王バス],第四小学校(日野市),35.67759,139.414939,5759,596,433.0
京王バス,立65/立66[京王バス],万願荘,35.6793,139.413641,5760,596,433.0
京王バス,立65/立66[京王バス],日野橋南詰〔東〕,35.680961,139.411914,5761,596,433.0
京王バス,立65/立66[京王バス],野球場前(立川市),35.684802,139.413534,5773,596,433.0
京王バス,立65/立66[京王バス],日野橋交差点,35.687505,139.415214,5774,596,433.0
京王バス,立65/立66[京王バス],錦町三丁目(東京都),35.689892,139.416521,5775,596,433.0
京王バス,立65/立66[京王バス],子ども未来センター,35.69415,139.418774,5776,596,433.0
京王バス,立65/立66[京王バス],錦町一丁目,35.695308,139.419186,5777,596,433.0
京王バス,立65/立66[京王バス],立川電話局,35.700101,139.417026,5778,596,433.0
京王バス,立65/立66[京王バス],立川駅北口,35.699233,139.413925,5779,596,433.0
京王バス,聖蹟桜ヶ丘駅-桜ヶ丘車庫[京王バス],桜ヶ丘車庫,35.652784,139.436273,5722,597,433.0
京王バス,聖蹟桜ヶ丘駅-桜ヶ丘車庫[京王バス],一の宮ストア,35.651454,139.439788,4301,597,433.0
京王バス,聖蹟桜ヶ丘駅-桜ヶ丘車庫[京王バス],桜ヶ丘診療所,35.650768,139.444044,4302,597,433.0
京王バス,聖蹟桜ヶ丘駅-桜ヶ丘車庫[京王バス],聖蹟桜ヶ丘駅,35.651521,139.446793,4303,597,433.0
京王バス,八97[京王バス],八王子駅南口,35.654302,139.339131,3883,598,433.0
京王バス,八97[京王バス],本立寺(東京都),35.654806,139.331237,3884,598,433.0
京王バス,八97[京王バス],上野町三丁目,35.654474,139.32767,3885,598,433.0
京王バス,八97[京王バス],富士森公園,35.651586,139.326119,3886,598,433.0
京王バス,八97[京王バス],市民体育館(八王子市),35.649689,139.323439,3887,598,433.0
京王バス,八97[京王バス],山田(八王子市),35.647154,139.320753,5137,598,433.0
京王バス,八97[京王バス],山田駅(東京都),35.644598,139.321644,5138,598,433.0
京王バス,八97[京王バス],南山田(東京都),35.642602,139.319829,5139,598,433.0
京王バス,八97[京王バス],下椚田公園,35.640357,139.316261,5780,598,433.0
京王バス,八97[京王バス],めじろ台二丁目,35.639297,139.3125,5781,598,433.0
京王バス,八97[京王バス],椚田北,35.637608,139.309872,5782,598,433.0
京王バス,八97[京王バス],上小比企,35.638022,139.318341,5127,598,433.0
京王バス,八97[京王バス],要石,35.634164,139.312678,5128,598,433.0
京王バス,八97[京王バス],椚田,35.633293,139.31241,3900,598,433.0
京王バス,八97[京王バス],下寺田(東京都),35.631926,139.312148,3901,598,433.0
京王バス,八97[京王バス],榛名神社(東京都),35.627763,139.307247,5783,598,433.0
京王バス,八97[京王バス],中寺田,35.625856,139.304957,5784,598,433.0
京王バス,八97[京王バス],鍛冶谷戸,35.622392,139.300657,5785,598,433.0
京王バス,八97[京王バス],上寺田(東京都),35.619849,139.297339,4711,598,433.0
京王バス,八97[京王バス],東京秋田霊園,35.618015,139.296767,4712,598,433.0
京王バス,八97[京王バス],法政大学(町田市),35.613669,139.297362,4184,598,433.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],永山駅,35.629999,139.447721,4038,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],消防署前(多摩市),35.632546,139.447614,4042,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],永山橋,35.633856,139.446733,4043,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],あいクリニック,35.634791,139.443709,5786,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],愛宕東公園,35.633292,139.438882,5787,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],水道塔前,35.634517,139.438414,5788,599,462.0
多摩市,永72〔永山駅-愛宕〕[多摩市ミニバス],児童公園前(多摩市),35.635387,139.440994,5789,599,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],児童公園前(多摩市),35.635387,139.440994,5789,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],水道塔前,35.634517,139.438414,5788,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],愛宕東公園,35.63307,139.438164,4490,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],第三公園前(東京都),35.632058,139.431736,5790,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],ロケット公園前,35.631291,139.430311,5791,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],コンセボール前,35.630139,139.428131,5792,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],エスティメール・サバービア前,35.629126,139.425671,5793,600,462.0
多摩市,永72〔愛宕-多摩センター駅〕[多摩市ミニバス],多摩センター駅,35.624266,139.425161,4013,600,462.0
京王バス,高28[京王バス],高尾駅南口,35.641409,139.283935,4360,601,433.0
京王バス,高28[京王バス],椚田遺跡公園通り,35.638852,139.289669,5794,601,433.0
京王バス,高28[京王バス],狭間駅,35.639707,139.293108,5795,601,433.0
京王バス,高28[京王バス],東京高専前,35.638377,139.299004,5796,601,433.0
京王バス,高28[京王バス],JA八王子前,35.638085,139.304653,5797,601,433.0
京王バス,高28[京王バス],椚田北,35.637641,139.309886,3899,601,433.0
京王バス,高28[京王バス],椚田,35.633293,139.31241,3900,601,433.0
京王バス,高28[京王バス],下寺田(東京都),35.631926,139.312148,3901,601,433.0
京王バス,高28[京王バス],榛名橋,35.62885,139.310427,4183,601,433.0
京王バス,高28[京王バス],寺田東,35.625014,139.309612,4708,601,433.0
京王バス,高28[京王バス],寺田センター,35.623043,139.306511,4709,601,433.0
京王バス,高28[京王バス],グリーンヒル寺田,35.621567,139.302275,4710,601,433.0
京王バス,多18〔陽光台方面〕[京王バス],多摩センター駅,35.623885,139.424264,5647,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],多摩センター駅西口,35.624649,139.422851,4724,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],大塚橋,35.634091,139.420437,4725,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],堰場(東京都),35.636626,139.416564,5798,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],由木ヶ丘公園,35.638761,139.41402,5799,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],向山緑地,35.639979,139.412732,5800,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],中大隧道,35.640793,139.411034,5347,602,433.0
京王バス,多18〔陽光台方面〕[京王バス],明星大学南,35.642118,139.41016,5348,602,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],明星大学南,35.642118,139.41016,5348,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],大塚住宅,35.642719,139.412526,5349,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],陽光台入口(東京都),35.642072,139.412904,5350,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],向山緑地,35.640318,139.412692,5351,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],由木ヶ丘公園,35.638964,139.414285,5352,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],堰場(東京都),35.636706,139.416965,5356,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],大塚橋,35.63431,139.420637,5357,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],多摩センター駅西口,35.624691,139.423365,5358,603,433.0
京王バス,多18〔多摩センター駅方面〕[京王バス],多摩センター駅,35.623885,139.424264,5647,603,433.0
京王バス,め83[京王バス],めじろ台駅,35.643175,139.307305,3905,604,433.0
京王バス,め83[京王バス],めじろ台南,35.640881,139.308279,3898,604,433.0
