市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称
世田谷区,35.652327,139.603641,5423,小田急バス（株）,祖師谷六丁目三叉路
世田谷区,35.645399,139.608608,5424,小田急バス（株）,祖師谷商店街
世田谷区,35.643002,139.606052,5425,小田急バス（株）,祖師谷商店街西
世田谷区,35.653563,139.59624,5426,小田急バス（株）,祖師谷国際交流会館
世田谷区,35.653218,139.596394,5427,小田急バス（株）,祖師谷国際交流会館
中央区,35.669141,139.770084,5428,中央区,祝橋
中央区,35.668871,139.769596,5429,中央区,祝橋南
千代田区,35.694904,139.758465,5430,都営バス,神保町
千代田区,35.697057,139.757774,5431,都営バス,神保町二丁目
千代田区,35.696942,139.757828,5432,千代田区,神保町交差点北
千代田区,35.694807,139.75819,5433,千代田区,神保町交番前
渋谷区,35.661758,139.699618,5434,京王バス,神南一丁目〔京王バス〕
渋谷区,35.661588,139.700149,5435,京王バス,神南一丁目〔京王バス〕
渋谷区,35.661758,139.699619,5436,京王バス,神南一丁目〔京王バス〕
渋谷区,35.662723,139.700901,5437,都営バス,神南一丁目〔都営バス〕
渋谷区,35.66186,139.700679,5438,渋谷区,神南郵便局
渋谷区,35.661823,139.700692,5439,渋谷区,神南郵便局
世田谷区,35.622032,139.639704,5440,東急バス（株）,神学院前
渋谷区,35.671188,139.707341,5441,都営バス,神宮前一丁目
渋谷区,35.670685,139.707129,5442,都営バス,神宮前一丁目
渋谷区,35.67189,139.712571,5443,渋谷区,神宮前三丁目
渋谷区,35.674799,139.710957,5444,渋谷区,神宮前二丁目
渋谷区,35.673268,139.712428,5445,都営バス,神宮前二丁目
渋谷区,35.665732,139.703446,5446,都営バス,神宮前六丁目
渋谷区,35.665673,139.703205,5447,都営バス,神宮前六丁目
渋谷区,35.668049,139.706767,5448,渋谷区,神宮前小学校〔神宮前交番〕
渋谷区,35.664834,139.693046,5449,都営バス,神山
足立区,35.792923,139.830771,5450,東武バス,神明一丁目
足立区,35.793872,139.834463,5451,朝日バス,神明二丁目
足立区,35.793723,139.834075,5452,東武バス,神明二丁目
足立区,35.788371,139.827734,5453,東武バス,神明南町
足立区,35.792896,139.828384,5454,東武バス,神明町
足立区,35.787865,139.833456,5455,朝日バス,神明障害福祉施設前
千代田区,35.692448,139.768267,5456,千代田区,神田公園出張所
千代田区,35.693734,139.773023,5457,都営バス,神田富山町
文京区,35.701179,139.766727,5458,都営バス,神田明神前
千代田区,35.688462,139.764255,5459,都営バス,神田橋
千代田区,35.701133,139.774326,5460,千代田区,神田練塀町
千代田区,35.692467,139.765692,5461,千代田区,神田美土代町
千代田区,35.692871,139.762064,5462,都営バス,神田錦町
千代田区,35.693341,139.760979,5463,千代田区,神田錦町
千代田区,35.692868,139.762162,5464,千代田区,神田錦町三丁目
千代田区,35.691801,139.771532,5465,都営バス,神田駅前
千代田区,35.700712,139.760695,5466,千代田区,神田駿河台二丁目
北区,35.768729,139.731002,5467,都営バス,神谷一丁目
北区,35.768701,139.731,5468,国際興業（株）,神谷一丁目
港区,35.662531,139.744803,5469,港区,神谷町駅前
港区,35.66293,139.745806,5470,都営バス,神谷町駅前
港区,35.663673,139.745551,5471,都営バス,神谷町駅前
港区,35.662482,139.744802,5472,都営バス,神谷町駅前
北区,35.770792,139.733986,5473,都営バス,神谷陸橋
北区,35.771386,139.733476,5474,都営バス,神谷陸橋
練馬区,35.737897,139.605535,5475,関東バス（株）,禅定院前
練馬区,35.737537,139.60543,5476,練馬区,禅定院前
練馬区,35.737481,139.605408,5477,西武バス（株）,禅定院前
江東区,35.672767,139.829445,5478,都営バス,福島橋
江東区,35.674306,139.829494,5479,都営バス,福島橋南詰
江東区,35.704357,139.825923,5480,都営バス,福神橋
千代田区,35.698848,139.774039,5481,高速バス,秋葉原駅前
千代田区,35.699004,139.774043,5482,高速バス,秋葉原駅前
千代田区,35.698643,139.773816,5483,千代田区,秋葉原駅前
千代田区,35.698988,139.77407,5484,高速バス,秋葉原駅前
千代田区,35.698976,139.774074,5485,高速バス,秋葉原駅前
千代田区,35.698951,139.773624,5486,都営バス,秋葉原駅前
千代田区,35.698937,139.773629,5487,高速バス,秋葉原駅前
千代田区,35.69892,139.774023,5488,高速バス,秋葉原駅前
千代田区,35.69895,139.773986,5489,高速バス,秋葉原駅前
千代田区,35.699116,139.773948,5490,高速バス,秋葉原駅前
千代田区,35.698902,139.774026,5491,高速バス,秋葉原駅前
大田区,35.575291,139.711636,5492,東急バス（株）,税務署前
大田区,35.575803,139.712318,5493,東急バス（株）,税務署前
中野区,35.727238,139.626529,5494,関東バス（株）,稔ヶ丘高校
練馬区,35.750238,139.604548,5495,西武バス（株）,稲荷前
板橋区,35.762636,139.710048,5496,都営バス,稲荷台
板橋区,35.762434,139.710196,5497,関東バス（株）,稲荷台
板橋区,35.76262,139.71009,5498,国際興業（株）,稲荷台
大田区,35.595511,139.700989,5499,東急バス（株）,稲荷坂
大田区,35.595741,139.701357,5500,東急バス（株）,稲荷坂
世田谷区,35.633091,139.61876,5501,東急バス（株）,稲荷橋
江戸川区,35.669501,139.862155,5502,都営バス,稲荷神社前
足立区,35.774098,139.829826,5503,東武バス,稲荷神社前
江戸川区,35.668969,139.864144,5504,都営バス,稲荷神社前
大田区,35.564117,139.690258,5505,東急バス（株）,稲葉製作所前
大田区,35.550786,139.750975,5506,京成バス（株）,穴守橋
大田区,35.551384,139.747512,5507,京成バス（株）,穴守稲荷
大田区,35.551576,139.748038,5508,京成バス（株）,穴守稲荷
大田区,35.544453,139.762301,5509,京成バス（株）,空港二丁目交差点
大田区,35.545495,139.7622,5510,京成バス（株）,空港二丁目交差点
大田区,35.547251,139.750503,5511,京成バス（株）,空港入口
大田区,35.555007,139.783531,5512,京成バス（株）,空港警察署前
文京区,35.718483,139.735988,5513,都営バス,窪町小学校
文京区,35.718682,139.735672,5514,文京区,窪町小学校
品川区,35.597939,139.737714,5515,京成バス（株）,立会川
墨田区,35.691594,139.805651,5516,都営バス,立川
豊島区,35.728864,139.702212,5517,国際興業（株）,立教大学
大田区,35.589216,139.707922,5518,東急バス（株）,立正大学付属立正中高前
葛飾区,35.739119,139.849943,5519,京成バス（株）,立石七丁目
葛飾区,35.738053,139.850233,5520,京成バス（株）,立石駅入口
墨田区,35.705924,139.826425,5521,都営バス,立花一丁目
墨田区,35.710664,139.832037,5522,京成バス（株）,立花四丁目
墨田区,35.708376,139.83636,5523,京成バス（株）,立花大正民家園入口
練馬区,35.723721,139.591451,5524,西武バス（株）,立野橋
練馬区,35.723035,139.591839,5525,西武バス（株）,立野橋
練馬区,35.723113,139.591775,5526,関東バス（株）,立野橋
練馬区,35.71401,139.58297,5527,西武バス（株）,立野町
文京区,35.708154,139.763823,5528,都営バス,竜岡門
台東区,35.724319,139.791217,5529,都営バス,竜泉
台東区,35.725164,139.791176,5530,都営バス,竜泉
台東区,35.724684,139.789786,5531,台東区,竜泉一丁目
台東区,35.726297,139.795642,5532,台東区,竜泉三丁目
江東区,35.695107,139.834047,5533,都営バス,竪川大橋北詰
世田谷区,35.637601,139.635261,5534,東急バス（株）,競走馬総合研究所
足立区,35.792211,139.794309,5535,東武バス,竹の塚一丁目
足立区,35.799409,139.794624,5536,東武バス,竹の塚七丁目
足立区,35.804921,139.798576,5537,東武バス,竹の塚中学校東
足立区,35.805332,139.798871,5538,東武バス,竹の塚中学校東
足立区,35.795443,139.794506,5539,東武バス,竹の塚六丁目
足立区,35.794528,139.797823,5540,東武バス,竹の塚四丁目
足立区,35.801426,139.789579,5541,東武バス,竹の塚車庫
足立区,35.800604,139.789803,5542,東武バス,竹の塚車庫
足立区,35.800546,139.790008,5543,東武バス,竹の塚車庫
足立区,35.794739,139.787954,5544,東武バス,竹の塚駅入口
足立区,35.793561,139.792453,5545,都営バス,竹の塚駅前
足立区,35.79456,139.791694,5546,東武バス,竹の塚駅東口
足立区,35.794582,139.791317,5547,東武バス,竹の塚駅東口
足立区,35.79409,139.791608,5548,東武バス,竹の塚駅東口
足立区,35.794516,139.791303,5549,東武バス,竹の塚駅東口
足立区,35.794249,139.791663,5550,東武バス,竹の塚駅東口
足立区,35.793755,139.790056,5551,東武バス,竹の塚駅西口
足立区,35.79365,139.790149,5552,東武バス,竹の塚駅西口
港区,35.65475,139.761803,5553,都営バス,竹芝桟橋入口
港区,35.654753,139.761722,5554,港区,竹芝桟橋入口
港区,35.644421,139.753261,5555,港区,竹芝橋
世田谷区,35.644929,139.61652,5556,東急バス（株）,笠森稲荷前
世田谷区,35.645136,139.616907,5557,東急バス（株）,笠森稲荷前
品川区,35.616682,139.735554,5558,東急バス（株）,第一三共前
文京区,35.717501,139.739282,5559,文京区,第一中学校
足立区,35.781633,139.783526,5560,東武バス,第一団地
足立区,35.781631,139.783529,5561,国際興業（株）,第一団地
足立区,35.781466,139.783623,5562,国際興業（株）,第一団地
江戸川区,35.70438,139.903566,5563,京成バス（株）,第一広場
千代田区,35.675997,139.76036,5564,日の丸自動車興業,第一生命
足立区,35.773366,139.786792,5565,日立自動車交通,第七中学校
江東区,35.678417,139.84381,5566,都営バス,第七砂町小学校前
江東区,35.678707,139.84366,5567,都営バス,第七砂町小学校前
江戸川区,35.658951,139.858886,5568,都営バス,第七葛西小学校前
江戸川区,35.658891,139.859139,5569,都営バス,第七葛西小学校前
足立区,35.786187,139.780981,5570,国際興業（株）,第三団地入口
足立区,35.78611,139.780604,5571,東武バス,第三団地入口
足立区,35.788163,139.783682,5572,国際興業（株）,第三団地東
江東区,35.660462,139.791822,5573,都営バス,第二公園
足立区,35.782521,139.780626,5574,東武バス,第二団地
足立区,35.783471,139.779167,5575,東武バス,第二団地西通り
江戸川区,35.659832,139.877329,5576,都営バス,第二葛西小学校入口
江戸川区,35.661528,139.878617,5577,都営バス,第二葛西小学校前
江東区,35.648891,139.809396,5578,江東区,第二辰巳小学校前
練馬区,35.742628,139.58691,5579,西武バス（株）,第五上石神井住宅
練馬区,35.74217,139.587286,5580,西武バス（株）,第五上石神井住宅
足立区,35.77828,139.775388,5581,都営バス,第五中学校裏
足立区,35.778057,139.77531,5582,東武バス,第五中学校裏
足立区,35.778276,139.775364,5583,東武バス,第五中学校裏
足立区,35.778263,139.775373,5584,国際興業（株）,第五中学校裏
江東区,35.688561,139.844883,5585,都営バス,第五大島小学校前
江東区,35.688535,139.845261,5586,都営バス,第五大島小学校前
足立区,35.798428,139.81228,5587,東武バス,第五都営住宅
板橋区,35.746561,139.700182,5588,国際興業（株）,第六小学校
板橋区,35.746234,139.70023,5589,国際興業（株）,第六小学校
江戸川区,35.667178,139.865616,5590,都営バス,第六葛西小学校前
足立区,35.770324,139.81433,5591,日立自動車交通,第十一中学校
足立区,35.771659,139.802457,5592,東武バス,第四中学校北
大田区,35.563737,139.743269,5593,京成バス（株）,第四小学校
江戸川区,35.659601,139.869595,5594,都営バス,第四葛西小学校前
足立区,35.790008,139.810436,5595,東武バス,第四都営住宅
大田区,35.59976,139.68769,5596,東急バス（株）,笹丸
世田谷区,35.644805,139.623226,5597,東急バス（株）,笹原小学校
世田谷区,35.644794,139.623781,5598,東急バス（株）,笹原小学校
渋谷区,35.679626,139.66983,5599,京王バス,笹塚こども図書館
渋谷区,35.678793,139.670191,5600,渋谷区,笹塚こども図書館
渋谷区,35.675021,139.663564,5601,京王バス,笹塚三丁目
渋谷区,35.675265,139.663858,5602,渋谷区,笹塚三丁目
渋谷区,35.677311,139.669922,5603,京王バス,笹塚中学
渋谷区,35.676839,139.670666,5604,渋谷区,笹塚中学
渋谷区,35.678221,139.67018,5605,京王バス,笹塚中学
渋谷区,35.673377,139.664348,5606,京王バス,笹塚二丁目
渋谷区,35.673726,139.66421,5607,小田急バス（株）,笹塚二丁目
渋谷区,35.673751,139.664326,5608,京王バス,笹塚二丁目
渋谷区,35.673415,139.664477,5609,渋谷区,笹塚二丁目
渋谷区,35.673762,139.664354,5610,都営バス,笹塚二丁目
渋谷区,35.674567,139.667165,5611,小田急バス（株）,笹塚駅
渋谷区,35.674575,139.667209,5612,都営バス,笹塚駅
渋谷区,35.674588,139.667247,5613,京王バス,笹塚駅
渋谷区,35.674243,139.667384,5614,渋谷区,笹塚駅
渋谷区,35.674217,139.667302,5615,京王バス,笹塚駅
板橋区,35.793581,139.64355,5616,国際興業（株）,笹目橋
世田谷区,35.609594,139.647486,5617,東急バス（株）,等々力
世田谷区,35.608898,139.648358,5618,東急バス（株）,等々力
世田谷区,35.608717,139.648828,5619,東急バス（株）,等々力
世田谷区,35.608892,139.648476,5620,東急バス（株）,等々力
世田谷区,35.609153,139.647048,5621,東急バス（株）,等々力
世田谷区,35.613759,139.659993,5622,東急バス（株）,等々力七丁目
世田谷区,35.613744,139.659781,5623,東急バス（株）,等々力七丁目
世田谷区,35.614006,139.658417,5624,東急バス（株）,等々力七丁目
世田谷区,35.614958,139.660172,5625,東急バス（株）,等々力七丁目
世田谷区,35.603853,139.647614,5626,東急バス（株）,等々力不動尊
世田谷区,35.606716,139.657284,5627,東急バス（株）,等々力五丁目
世田谷区,35.608206,139.647164,5628,東急バス（株）,等々力商店街
世田谷区,35.609019,139.649577,5629,東急バス（株）,等々力四丁目
世田谷区,35.608897,139.649798,5630,東急バス（株）,等々力四丁目
世田谷区,35.614007,139.654644,5631,東急バス（株）,等々力小学校前
世田谷区,35.614028,139.654643,5632,東急バス（株）,等々力小学校前
世田谷区,35.614085,139.655449,5633,東急バス（株）,等々力小学校前
世田谷区,35.609592,139.64587,5634,東急バス（株）,等々力操車所
世田谷区,35.609846,139.644601,5635,東急バス（株）,等々力操車所
世田谷区,35.608304,139.650518,5636,東急バス（株）,等々力通り中央
世田谷区,35.605046,139.648089,5637,東急バス（株）,等々力駅入口
中央区,35.680199,139.785241,5638,中央区,箱崎湊橋通り
中央区,35.681214,139.788152,5639,中央区,箱崎町[古樹軒前]
中央区,35.667891,139.769319,5640,都営バス,築地
中央区,35.665443,139.776186,5641,中央区,築地七丁目
中央区,35.665273,139.775961,5642,都営バス,築地七丁目
中央区,35.667026,139.770311,5643,都営バス,築地三丁目
中央区,35.669791,139.772548,5644,都営バス,築地二丁目
中央区,35.663185,139.76522,5645,都営バス,築地五丁目
中央区,35.664211,139.773164,5646,都営バス,築地六丁目
中央区,35.666105,139.769821,5647,中央区,築地場外市場前
中央区,35.666541,139.773461,5648,中央区,築地本願寺
中央区,35.666605,139.768437,5649,中央区,築地社会教育会館
中央区,35.668024,139.770606,5650,都営バス,築地駅前
江戸川区,35.703335,139.900543,5651,京成バス（株）,篠崎七丁目
江戸川区,35.707061,139.908684,5652,京成バス（株）,篠崎二丁目
江戸川区,35.706835,139.907954,5653,京成バス（株）,篠崎二丁目
江戸川区,35.709152,139.906846,5654,京成バス（株）,篠崎町一丁目
江戸川区,35.70305,139.901875,5655,都営バス,篠崎町七丁目
江戸川区,35.705942,139.903935,5656,都営バス,篠崎駅前
江戸川区,35.705802,139.904054,5657,京成バス（株）,篠崎駅前
大田区,35.550003,139.728763,5658,京成バス（株）,簡野学園
世田谷区,35.658123,139.611997,5659,小田急バス（株）,粕谷一丁目
世田谷区,35.65943,139.608815,5660,小田急バス（株）,粕谷三丁目
世田谷区,35.663009,139.603128,5661,小田急バス（株）,粕谷区民センター入口
世田谷区,35.665163,139.60484,5662,京王バス,粕谷町
大田区,35.554826,139.728418,5663,京成バス（株）,糀谷駅
大田区,35.553599,139.730241,5664,京成バス（株）,糀谷駅前商店街
板橋区,35.779558,139.657851,5665,国際興業（株）,紅梅小学校
中野区,35.702592,139.671143,5666,関東バス（株）,紅葉山公園下
中野区,35.702401,139.672227,5667,京王バス,紅葉山公園下
中野区,35.701901,139.672155,5668,京王バス,紅葉山公園下
江戸川区,35.652754,139.859757,5669,都営バス,紅葉川高校前
江戸川区,35.653248,139.859129,5670,都営バス,紅葉川高校前
北区,35.753271,139.731464,5671,国際興業（株）,紅葉橋
北区,35.753456,139.731583,5672,北区,紅葉橋
北区,35.752647,139.730377,5673,国際興業（株）,紅葉橋南
新宿区,35.697995,139.734066,5674,都営バス,納戸町
葛飾区,35.74053,139.871157,5675,京成バス（株）,細田三丁目
葛飾区,35.740935,139.875056,5676,京成バス（株）,細田四丁目
葛飾区,35.740241,139.869375,5677,京成バス（株）,細田踏切
千代田区,35.688329,139.76342,5678,日の丸自動車興業,経団連会館・JAビル
世田谷区,35.656858,139.631576,5679,京王バス,経堂小学校前
世田谷区,35.65682,139.635016,5680,京王バス,経堂赤堤通り団地
世田谷区,35.651693,139.636396,5681,京王バス,経堂駅
世田谷区,35.652272,139.638348,5682,小田急バス（株）,経堂駅入口
千代田区,35.671389,139.752682,5683,東急バス（株）,経済産業省前
千代田区,35.672703,139.75183,5684,都営バス,経済産業省前
世田谷区,35.667456,139.594231,5685,京王バス,給田
世田谷区,35.667326,139.593214,5686,関東バス（株）,給田
世田谷区,35.66495,139.596205,5687,京王バス,給田二丁目
世田谷区,35.672314,139.584525,5688,関東バス（株）,給田境
世田谷区,35.666216,139.591352,5689,京王バス,給田郵便局
足立区,35.773101,139.825367,5690,東武バス,綾瀬七丁目
足立区,35.772664,139.825434,5691,東武バス,綾瀬七丁目
足立区,35.766208,139.825474,5692,東武バス,綾瀬三丁目
足立区,35.766156,139.825751,5693,東武バス,綾瀬三丁目
足立区,35.758646,139.828795,5694,葛飾区,綾瀬二丁目
足立区,35.766231,139.823967,5695,東武バス,綾瀬五丁目
足立区,35.767379,139.824308,5696,東武バス,綾瀬五丁目
足立区,35.76911,139.829417,5697,日立自動車交通,綾瀬六丁目〔はるかぜ〕
足立区,35.769579,139.824649,5698,東武バス,綾瀬六丁目〔東武バス〕
足立区,35.769331,139.824708,5699,東武バス,綾瀬六丁目〔東武バス〕
足立区,35.765617,139.821961,5700,日立自動車交通,綾瀬四丁目
足立区,35.763377,139.830278,5701,日立自動車交通,綾瀬小学校東
足立区,35.76822,139.823151,5702,日立自動車交通,綾瀬病院入口
足立区,35.777593,139.831441,5703,東武バス,綾瀬警察署前
足立区,35.777386,139.830914,5704,東武バス,綾瀬警察署前
足立区,35.76209,139.824024,5705,東武バス,綾瀬駅
足立区,35.762183,139.824016,5706,東武バス,綾瀬駅
足立区,35.762032,139.823054,5707,葛飾区,綾瀬駅
足立区,35.762407,139.825824,5708,日立自動車交通,綾瀬駅
足立区,35.762248,139.824008,5709,高速バス,綾瀬駅
足立区,35.762161,139.823847,5710,東武バス,綾瀬駅
足立区,35.762413,139.824797,5711,日立自動車交通,綾瀬駅
足立区,35.762036,139.823989,5712,朝日バス,綾瀬駅
足立区,35.761998,139.823871,5713,東武バス,綾瀬駅
足立区,35.762491,139.825535,5714,日立自動車交通,綾瀬駅東口
足立区,35.762394,139.825742,5715,日立自動車交通,綾瀬駅東口
足立区,35.762304,139.824939,5716,葛飾区,綾瀬駅東口
足立区,35.762511,139.825521,5717,朝日バス,綾瀬駅東口
江戸川区,35.650677,139.872442,5718,京成バス（株）,総合レクリエーション公園前
江戸川区,35.650698,139.872456,5719,都営バス,総合レクリエーション公園前
中野区,35.728038,139.664682,5720,関東バス（株）,総合東京病院
中野区,35.727753,139.663336,5721,関東バス（株）,総合東京病院〔下徳田橋〕
目黒区,35.608652,139.678164,5722,東急バス（株）,緑が丘交番前
世田谷区,35.605951,139.678327,5723,東急バス（株）,緑が丘駅
墨田区,35.711291,139.823992,5724,京成バス（株）,緑と花の学習園/香取神社入口
墨田区,35.694491,139.798504,5725,都営バス,緑一丁目
墨田区,35.693833,139.79759,5726,都営バス,緑一丁目
墨田区,35.69472,139.798593,5727,都営バス,緑一丁目
墨田区,35.695374,139.805362,5728,都営バス,緑三丁目
墨田区,35.694847,139.804738,5729,都営バス,緑三丁目
墨田区,35.695167,139.806456,5730,都営バス,緑三丁目
墨田区,35.694927,139.802116,5731,都営バス,緑二丁目
墨田区,35.694641,139.801,5732,都営バス,緑二丁目
足立区,35.747931,139.794416,5733,足立区,緑町墨堤通り
中野区,35.723064,139.658471,5734,関東バス（株）,緑野小学校
練馬区,35.739448,139.649068,5735,西武バス（株）,練馬一丁目
練馬区,35.738241,139.650467,5736,国際興業（株）,練馬一丁目
練馬区,35.743963,139.634879,5737,西武バス（株）,練馬中学校
練馬区,35.760979,139.633614,5738,練馬区,練馬光が丘病院
練馬区,35.762411,139.628888,5739,西武バス（株）,練馬光が丘病院
練馬区,35.76121,139.633485,5740,練馬区,練馬光が丘病院
練馬区,35.763612,139.666161,5741,練馬区,練馬北町車庫
練馬区,35.763638,139.664439,5742,国際興業（株）,練馬北町車庫
練馬区,35.764398,139.66498,5743,国際興業（株）,練馬北町車庫
練馬区,35.736774,139.649451,5744,京王バス,練馬区役所
練馬区,35.735891,139.652117,5745,関東バス（株）,練馬区役所
練馬区,35.737135,139.651844,5746,国際興業（株）,練馬区役所入口
練馬区,35.737147,139.651849,5747,関東バス（株）,練馬区役所入口
練馬区,35.736984,139.651644,5748,西武バス（株）,練馬区役所入口
練馬区,35.735928,139.655067,5749,関東バス（株）,練馬区役所東
練馬区,35.736869,139.576316,5750,練馬区,練馬南大泉一郵便局
練馬区,35.753108,139.635981,5751,練馬区,練馬小学校
練馬区,35.751752,139.653924,5752,練馬区,練馬工業高校入口
練馬区,35.756117,139.656591,5753,国際興業（株）,練馬工業高校裏
練馬区,35.750717,139.639795,5754,西武バス（株）,練馬春日町駅
練馬区,35.750213,139.640149,5755,国際興業（株）,練馬春日町駅
練馬区,35.752117,139.638104,5756,国際興業（株）,練馬春日町駅〔春日町図書館〕
練馬区,35.75114,139.641269,5757,練馬区,練馬春日町駅東
練馬区,35.748057,139.622277,5758,西武バス（株）,練馬総合体育館
練馬区,35.732886,139.676471,5759,国際興業（株）,練馬総合病院入口
練馬区,35.733149,139.676392,5760,都営バス,練馬総合病院入口
練馬区,35.744896,139.65331,5761,練馬区,練馬総合運動場
練馬区,35.738548,139.664965,5762,都営バス,練馬車庫前
練馬区,35.73828,139.663962,5763,都営バス,練馬車庫前
練馬区,35.746486,139.62526,5764,西武バス（株）,練馬青果市場前
練馬区,35.738261,139.65371,5765,西武バス（株）,練馬駅
練馬区,35.738431,139.653696,5766,西武バス（株）,練馬駅
練馬区,35.738127,139.654192,5767,高速バス,練馬駅
練馬区,35.735838,139.652213,5768,関越交通（株）,練馬駅〔練馬区役所前〕
練馬区,35.736047,139.651693,5769,高速バス,練馬駅〔練馬区役所前〕
練馬区,35.735891,139.652117,5770,高速バス,練馬駅〔練馬区役所前〕
練馬区,35.735924,139.652008,5771,西武バス（株）,練馬駅〔練馬区役所前〕
練馬区,35.738158,139.653941,5772,関東バス（株）,練馬駅前
練馬区,35.738606,139.654123,5773,西武バス（株）,練馬駅前
練馬区,35.738114,139.653913,5774,関東バス（株）,練馬駅前
練馬区,35.738607,139.654124,5775,都営バス,練馬駅前
練馬区,35.737373,139.654161,5776,京王バス,練馬駅前
練馬区,35.737404,139.654139,5777,国際興業（株）,練馬駅前
練馬区,35.738579,139.654123,5778,国際興業（株）,練馬駅前
練馬区,35.738177,139.654145,5779,関東バス（株）,練馬駅前
練馬区,35.738111,139.653911,5780,関東バス（株）,練馬駅前
練馬区,35.737093,139.653399,5781,西武バス（株）,練馬駅前通り〔西武バス〕
練馬区,35.756672,139.636693,5782,西武バス（株）,練馬高校
練馬区,35.740959,139.616553,5783,西武バス（株）,練馬高野台駅
練馬区,35.740996,139.616457,5784,練馬区,練馬高野台駅
千代田区,35.696134,139.779902,5785,千代田区,美倉橋南
世田谷区,35.632467,139.623613,5786,東急バス（株）,美術館
世田谷区,35.632581,139.622261,5787,東急バス（株）,美術館
世田谷区,35.632366,139.624873,5788,東急バス（株）,美術館入口
練馬区,35.741656,139.669233,5789,都営バス,羽沢
練馬区,35.741549,139.669484,5790,国際興業（株）,羽沢〔新桜台駅〕
練馬区,35.741512,139.669444,5791,関東バス（株）,羽沢〔新桜台駅〕
練馬区,35.749162,139.670739,5792,練馬区,羽沢三丁目
大田区,35.547378,139.725174,5793,京成バス（株）,羽田上田
大田区,35.549078,139.742445,5794,京成バス（株）,羽田特別出張所
大田区,35.550256,139.740715,5795,京成バス（株）,羽田特別出張所
大田区,35.546103,139.757914,5796,京成バス（株）,羽田空港二丁目
大田区,35.547811,139.785275,5797,高速バス,羽田空港第1ターミナル
大田区,35.549852,139.78406,5798,京成バス（株）,羽田空港第1ターミナル
大田区,35.548945,139.784495,5799,京成バス（株）,羽田空港第1ターミナル
大田区,35.548224,139.785235,5800,高速バス,羽田空港第1ターミナル
大田区,35.549774,139.784119,5801,京成バス（株）,羽田空港第1ターミナル
大田区,35.548517,139.785004,5802,京成バス（株）,羽田空港第1ターミナル
大田区,35.548523,139.784999,5803,京成バス（株）,羽田空港第1ターミナル
大田区,35.548488,139.784789,5804,東武バス,羽田空港第1ターミナル
大田区,35.550939,139.787981,5805,京成バス（株）,羽田空港第2ターミナル
大田区,35.549708,139.78888,5806,京成バス（株）,羽田空港第2ターミナル
大田区,35.550848,139.788199,5807,京成バス（株）,羽田空港第2ターミナル
大田区,35.549726,139.788802,5808,京成バス（株）,羽田空港第2ターミナル
大田区,35.551118,139.787965,5809,東武バス,羽田空港第2ターミナル
大田区,35.551366,139.787813,5810,高速バス,羽田空港第2ターミナル
大田区,35.550424,139.788362,5811,高速バス,羽田空港第2ターミナル
大田区,35.551471,139.78759,5812,高速バス,羽田空港第2ターミナル
大田区,35.544017,139.768047,5813,京成バス（株）,羽田空港第3ターミナル
大田区,35.544533,139.768494,5814,東武バス,羽田空港第3ターミナル
大田区,35.544612,139.768397,5815,京成バス（株）,羽田空港第3ターミナル
大田区,35.544152,139.767934,5816,高速バス,羽田空港第3ターミナル
大田区,35.551614,139.745935,5817,京成バス（株）,羽田車庫
大田区,35.551821,139.7463,5818,京成バス（株）,羽田車庫
葛飾区,35.754592,139.85563,5819,京成バス（株）,老健青戸こはるびの里
世田谷区,35.626787,139.618526,5820,東急バス（株）,聖ドミニコ学園
足立区,35.801686,139.783295,5821,東武バス,聖一之橋
足立区,35.801719,139.783472,5822,東武バス,聖一之橋
足立区,35.805082,139.783327,5823,東武バス,聖二之橋
文京区,35.70044,139.765515,5824,文京区,聖橋
新宿区,35.720074,139.694703,5825,関東バス（株）,聖母病院
豊島区,35.721938,139.695031,5826,西武バス（株）,聖母病院入口
豊島区,35.722163,139.694905,5827,都営バス,聖母病院入口
中央区,35.667212,139.777787,5828,中央区,聖路加国際病院
中央区,35.666952,139.777673,5829,都営バス,聖路加病院前
江戸川区,35.65367,139.855673,5830,都営バス,臨海町一丁目
江戸川区,35.648641,139.861753,5831,都営バス,臨海町三丁目
江戸川区,35.649217,139.861441,5832,都営バス,臨海町三丁目
江戸川区,35.648263,139.860642,5833,都営バス,臨海町三丁目
江戸川区,35.65313,139.860806,5834,都営バス,臨海町二丁目団地前
江戸川区,35.653419,139.860354,5835,都営バス,臨海町二丁目団地前
江戸川区,35.644793,139.869189,5836,都営バス,臨海町五丁目
江戸川区,35.646965,139.86625,5837,都営バス,臨海町四丁目
江戸川区,35.646811,139.866134,5838,都営バス,臨海町四丁目
江戸川区,35.650847,139.861428,5839,都営バス,臨海第一保育園前
江戸川区,35.646976,139.858932,5840,都営バス,臨海車庫
江戸川区,35.64738,139.858981,5841,都営バス,臨海車庫前
江戸川区,35.647389,139.85946,5842,都営バス,臨海車庫前
目黒区,35.634911,139.701515,5843,東急バス（株）,自然園下
目黒区,35.607874,139.668583,5844,東急バス（株）,自由が丘駅
目黒区,35.6083,139.667055,5845,東急バス（株）,自由が丘駅入口
目黒区,35.607773,139.666972,5846,東急バス（株）,自由が丘駅入口
江戸川区,35.694529,139.851061,5847,都営バス,自由の広場前
目黒区,35.611898,139.666749,5848,東急バス（株）,自由ヶ丘学園
