市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称
足立区,35.806612,139.776536,1883,東武バス,古千谷
足立区,35.801378,139.773318,1884,東武バス,古千谷本町一丁目
足立区,35.805941,139.778699,1885,東武バス,古千谷橋
足立区,35.805889,139.778588,1886,東武バス,古千谷橋
港区,35.646604,139.734994,1887,都営バス,古川橋
港区,35.647311,139.736119,1888,都営バス,古川橋
江戸川区,35.675864,139.878284,1889,京成バス（株）,古川親水公園〔京成バス〕
江戸川区,35.675842,139.878287,1890,都営バス,古川親水公園〔都営バス〕
江戸川区,35.675378,139.877629,1891,都営バス,古川親水公園〔都営バス〕
江戸川区,35.674933,139.878797,1892,都営バス,古川親水公園〔都営バス〕
渋谷区,35.668221,139.681347,1893,渋谷区,古賀音楽博物館
渋谷区,35.66811,139.680103,1894,京王バス,古賀音楽博物館
港区,35.630976,139.779071,1895,,台場一丁目
港区,35.628371,139.776303,1896,都営バス,台場二丁目
港区,35.628654,139.776174,1897,,台場二丁目
港区,35.628312,139.776144,1898,,台場二丁目
港区,35.625827,139.771649,1899,京成バス（株）,台場駅前
港区,35.626058,139.771386,1900,京成バス（株）,台場駅前
港区,35.625831,139.771658,1901,都営バス,台場駅前
台東区,35.705256,139.779822,1902,台東区,台東三丁目
台東区,35.702856,139.780972,1903,京成バス（株）,台東二丁目
台東区,35.713797,139.781394,1904,台東区,台東保健所
台東区,35.712521,139.780709,1905,台東区,台東区役所
台東区,35.712472,139.779681,1906,台東区,台東区役所
台東区,35.712528,139.780707,1907,台東区,台東区役所
台東区,35.712587,139.78073,1908,京成バス（株）,台東区役所
台東区,35.701497,139.779366,1909,台東区,台東地区センター
台東区,35.722537,139.792976,1910,台東区,台東病院
中野区,35.727159,139.665568,1911,都営バス,合同住宅前
中野区,35.726859,139.666064,1912,関東バス（株）,合同住宅前
新宿区,35.692124,139.726274,1913,都営バス,合羽坂下
新宿区,35.691638,139.725295,1914,都営バス,合羽坂下
台東区,35.724753,139.797036,1915,台東区,吉原大門
台東区,35.724209,139.797731,1916,都営バス,吉原大門
台東区,35.724686,139.797897,1917,台東区,吉原大門
台東区,35.725124,139.796977,1918,京成バス（株）,吉原大門
世田谷区,35.618132,139.619009,1919,東急バス（株）,吉沢
世田谷区,35.617713,139.620239,1920,小田急バス（株）,吉沢
世田谷区,35.617665,139.619587,1921,東急バス（株）,吉沢
世田谷区,35.617721,139.620205,1922,東急バス（株）,吉沢
文京区,35.727035,139.753087,1923,都営バス,吉祥寺前
練馬区,35.722397,139.582004,1924,西武バス（株）,吉祥寺通り入口
練馬区,35.722694,139.581791,1925,西武バス（株）,吉祥寺通り入口
江戸川区,35.702633,139.87345,1926,都営バス,同潤会
江戸川区,35.698391,139.890582,1927,京成バス（株）,名主屋敷
江戸川区,35.698175,139.890418,1928,京成バス（株）,名主屋敷
文京区,35.721078,139.75572,1929,文京区,向丘一丁目
文京区,35.721011,139.755787,1930,都営バス,向丘一丁目
文京区,35.72059,139.757898,1931,文京区,向丘二丁目
文京区,35.72182,139.755124,1932,都営バス,向丘二丁目
豊島区,35.728914,139.725458,1933,都営バス,向原
世田谷区,35.636448,139.651853,1934,東急バス（株）,向天神橋
世田谷区,35.637329,139.652835,1935,東急バス（株）,向天神橋
世田谷区,35.636104,139.653571,1936,東急バス（株）,向天神橋
世田谷区,35.636622,139.652108,1937,東急バス（株）,向天神橋
練馬区,35.738581,139.641971,1938,西武バス（株）,向山町
墨田区,35.712853,139.811876,1939,都営バス,向島三丁目
墨田区,35.715523,139.809865,1940,都営バス,向島二丁目
墨田区,35.717218,139.812383,1941,都営バス,向島五丁目
墨田区,35.723297,139.81942,1942,都営バス,向島消防署前
世田谷区,35.638344,139.65872,1943,東急バス（株）,向橋
世田谷区,35.638514,139.659256,1944,東急バス（株）,向橋
墨田区,35.709149,139.800846,1945,東武バス,吾妻橋
墨田区,35.708393,139.800894,1946,都営バス,吾妻橋一丁目
墨田区,35.707682,139.827683,1947,京成バス（株）,吾嬬神社入口
中央区,35.683438,139.771803,1948,日立自動車交通,呉服橋
千代田区,35.684106,139.769418,1949,都営バス,呉服橋
中央区,35.683453,139.771799,1950,日の丸自動車興業,呉服橋
世田谷区,35.616326,139.661996,1951,東急バス（株）,呑川緑道
千代田区,35.69863,139.779055,1952,千代田区,和泉公園入口前
千代田区,35.697423,139.774911,1953,千代田区,和泉橋出張所
練馬区,35.74883,139.60766,1954,西武バス（株）,和田
練馬区,35.740684,139.60821,1955,練馬区,和田堀公園
品川区,35.622412,139.753752,1956,都営バス,品川ふ頭橋
品川区,35.609316,139.749607,1957,都営バス,品川シーサイド駅前
品川区,35.609134,139.749585,1958,都営バス,品川シーサイド駅前
品川区,35.60717,139.730286,1959,東急バス（株）,品川区役所入口
港区,35.631621,139.757634,1960,都営バス,品川埠頭
港区,35.629146,139.757739,1961,都営バス,品川埠頭岸壁入口
品川区,35.597123,139.729801,1962,品川区,品川歴史館北
品川区,35.611643,139.754168,1963,都営バス,品川清掃工場前
品川区,35.620952,139.753694,1964,都営バス,品川火力発電所前
品川区,35.621549,139.754773,1965,都営バス,品川火力発電所前
品川区,35.605371,139.753379,1966,都営バス,品川総合福祉センター前
品川区,35.605486,139.753184,1967,都営バス,品川総合福祉センター前
品川区,35.613601,139.747537,1968,都営バス,品川警察署入口
品川区,35.614361,139.747859,1969,都営バス,品川警察署入口
品川区,35.622561,139.740589,1970,都営バス,品川車庫前
品川区,35.623294,139.741106,1971,都営バス,品川車庫前
品川区,35.622621,139.740753,1972,都営バス,品川車庫前
品川区,35.61193,139.740134,1973,東急バス（株）,品川銀座
港区,35.628308,139.73773,1974,,品川駅
港区,35.627783,139.737403,1975,東急バス（株）,品川駅
港区,35.628321,139.737736,1976,東急バス（株）,品川駅
港区,35.629605,139.742266,1977,高速バス,品川駅東口
港区,35.629594,139.742268,1978,高速バス,品川駅東口
港区,35.628262,139.741464,1979,都営バス,品川駅港南口
港区,35.628757,139.741177,1980,都営バス,品川駅港南口
港区,35.629594,139.741823,1981,港区,品川駅港南口
港区,35.628898,139.741132,1982,都営バス,品川駅港南口
港区,35.629672,139.741362,1983,都営バス,品川駅港南口
港区,35.628956,139.74117,1984,都営バス,品川駅港南口
港区,35.628535,139.741638,1985,都営バス,品川駅港南口
港区,35.62848,139.740726,1986,,品川駅港南口
港区,35.628279,139.741149,1987,都営バス,品川駅港南口
港区,35.628221,139.741501,1988,都営バス,品川駅港南口
港区,35.628467,139.740847,1989,,品川駅港南口
港区,35.628971,139.737861,1990,,品川駅高輪口
港区,35.628161,139.737404,1991,都営バス,品川駅高輪口
港区,35.629838,139.73725,1992,都営バス,品川駅高輪口
港区,35.629276,139.737354,1993,,品川駅高輪口
港区,35.628097,139.737396,1994,港区,品川駅高輪口
港区,35.629627,139.737234,1995,都営バス,品川駅高輪口
新宿区,35.723734,139.67597,1996,都営バス,哲学堂
新宿区,35.723283,139.675586,1997,関東バス（株）,哲学堂〔関東・国際〕
新宿区,35.723049,139.675545,1998,関東バス（株）,哲学堂〔関東・国際〕
中野区,35.723053,139.673195,1999,関東バス（株）,哲学堂下
中野区,35.723129,139.673272,2000,京王バス,哲学堂下
中野区,35.723101,139.673518,2001,関東バス（株）,哲学堂下
新宿区,35.721094,139.675599,2002,関東バス（株）,哲学堂公園入口
新宿区,35.720768,139.675667,2003,関東バス（株）,哲学堂公園入口
新宿区,35.723579,139.675768,2004,関東バス（株）,哲学堂東
新宿区,35.723746,139.676063,2005,関東バス（株）,哲学堂東
目黒区,35.628433,139.690012,2006,東急バス（株）,唐が崎
葛飾区,35.775251,139.86031,2007,京成バス（株）,商店街入口
台東区,35.720024,139.768326,2008,台東区,善光寺坂上
新宿区,35.703015,139.721637,2009,都営バス,喜久井町
新宿区,35.703113,139.721551,2010,都営バス,喜久井町
世田谷区,35.623508,139.598789,2011,東急バス（株）,喜多見一丁目
世田谷区,35.625131,139.594806,2012,小田急バス（株）,喜多見中学校
世田谷区,35.624826,139.595886,2013,小田急バス（株）,喜多見住宅
世田谷区,35.624889,139.595649,2014,小田急バス（株）,喜多見住宅
世田谷区,35.624491,139.595949,2015,東急バス（株）,喜多見公園
世田谷区,35.625379,139.60253,2016,東急バス（株）,喜多見小学校
世田谷区,35.637269,139.587764,2017,小田急バス（株）,喜多見駅
世田谷区,35.634936,139.592689,2018,小田急バス（株）,喜多見駅入口
世田谷区,35.634741,139.592612,2019,小田急バス（株）,喜多見駅入口
練馬区,35.732202,139.612361,2020,関東バス（株）,喜楽沼
練馬区,35.732136,139.612539,2021,西武バス（株）,喜楽沼
足立区,35.769999,139.809417,2022,東武バス,四ツ家町
葛飾区,35.739927,139.837491,2023,葛飾区,四ツ木地区センター
葛飾区,35.740084,139.837461,2024,葛飾区,四ツ木地区センター
葛飾区,35.734579,139.8327,2025,都営バス,四ツ木橋
墨田区,35.729557,139.826212,2026,都営バス,四ツ木橋南詰
港区,35.647416,139.731329,2027,都営バス,四ノ橋
港区,35.647141,139.731386,2028,都営バス,四ノ橋
足立区,35.809557,139.756068,2029,国際興業（株）,四号公園入口
板橋区,35.781394,139.652369,2030,板橋区,四葉二丁目
板橋区,35.78063,139.651611,2031,国際興業（株）,四葉町
板橋区,35.78043,139.650824,2032,国際興業（株）,四葉町
新宿区,35.686466,139.728231,2033,都営バス,四谷一丁目
新宿区,35.686444,139.728193,2034,京王バス,四谷一丁目〔新宿区〕
新宿区,35.688548,139.720263,2035,都営バス,四谷三丁目
新宿区,35.687673,139.719271,2036,都営バス,四谷三丁目
新宿区,35.687904,139.721131,2037,関東バス（株）,四谷三丁目
新宿区,35.687718,139.724624,2038,都営バス,四谷二丁目
新宿区,35.687509,139.717329,2039,都営バス,四谷四丁目
新宿区,35.686934,139.716092,2040,都営バス,四谷四丁目
新宿区,35.687784,139.71663,2041,都営バス,四谷四丁目
新宿区,35.681657,139.714185,2042,都営バス,四谷第六小学校入口
新宿区,35.681542,139.714408,2043,都営バス,四谷第六小学校入口
新宿区,35.686398,139.730174,2044,都営バス,四谷駅
千代田区,35.685589,139.731776,2045,都営バス,四谷駅前
千代田区,35.685592,139.731783,2046,千代田区,四谷駅前
練馬区,35.761041,139.574061,2047,練馬区,四面塔稲荷
足立区,35.805167,139.805896,2048,東武バス,団地入口
足立区,35.811647,139.762994,2049,国際興業（株）,団地南〔足立区舎人〕
足立区,35.769026,139.83534,2050,東武バス,団地東通り
足立区,35.768955,139.832154,2051,東武バス,団地西通り
文京区,35.725272,139.763083,2052,都営バス,団子坂下
文京区,35.724449,139.763045,2053,都営バス,団子坂下
千代田区,35.677878,139.744648,2054,都営バス,国会議事堂前〔都営バス〕
世田谷区,35.649744,139.651854,2055,東急バス（株）,国士舘大学
渋谷区,35.655432,139.711013,2056,都営バス,国学院大学前
墨田区,35.697643,139.792766,2057,京成バス（株）,国技館・水上バス乗り場
中央区,35.663983,139.76736,2058,都営バス,国立がん研究センター前
渋谷区,35.666253,139.700352,2059,渋谷区,国立代々木競技場前
渋谷区,35.666414,139.700489,2060,渋谷区,国立代々木競技場前
渋谷区,35.666277,139.700643,2061,都営バス,国立代々木競技場前
渋谷区,35.666109,139.700484,2062,渋谷区,国立代々木競技場前
渋谷区,35.666253,139.70035,2063,渋谷区,国立代々木競技場前
新宿区,35.701347,139.715774,2064,都営バス,国立国際医療研究センター前
渋谷区,35.681126,139.708063,2065,渋谷区,国立能楽堂
大田区,35.577315,139.699313,2066,東急バス（株）,国道口
江東区,35.633426,139.793962,2067,都営バス,国際展示場駅入口
江東区,35.633364,139.792031,2068,高速バス,国際展示場駅前
江東区,35.633521,139.791621,2069,都営バス,国際展示場駅前
江東区,35.633266,139.791801,2070,高速バス,国際展示場駅前
江東区,35.633468,139.79172,2071,高速バス,国際展示場駅前
江東区,35.633693,139.791476,2072,関東バス（株）,国際展示場駅前
江東区,35.633209,139.791929,2073,高速バス,国際展示場駅前
江東区,35.634225,139.791854,2074,高速バス,国際展示場駅前
世田谷区,35.616507,139.650062,2075,東急バス（株）,園芸高校前
世田谷区,35.617163,139.650572,2076,東急バス（株）,園芸高校前
葛飾区,35.755083,139.819733,2077,葛飾区,土手歯科医院
練馬区,35.766451,139.617036,2078,国際興業（株）,土支田一丁目
練馬区,35.766554,139.617328,2079,西武バス（株）,土支田一丁目
練馬区,35.766592,139.617356,2080,練馬区,土支田一丁目
練馬区,35.766474,139.617317,2081,西武バス（株）,土支田一丁目
練馬区,35.762224,139.608069,2082,国際興業（株）,土支田三丁目
練馬区,35.761933,139.607653,2083,西武バス（株）,土支田三丁目
練馬区,35.76411,139.610247,2084,西武バス（株）,土支田二丁目
練馬区,35.764047,139.610274,2085,国際興業（株）,土支田二丁目
練馬区,35.764027,139.610284,2086,西武バス（株）,土支田二丁目
練馬区,35.765593,139.614448,2087,国際興業（株）,土支田八幡前
練馬区,35.765584,139.614381,2088,西武バス（株）,土支田八幡前
練馬区,35.765667,139.614399,2089,西武バス（株）,土支田八幡前
練馬区,35.76463,139.611653,2090,練馬区,土支田地域集会所
練馬区,35.762393,139.612054,2091,西武バス（株）,土支田地蔵
中央区,35.685366,139.774194,2092,日の丸自動車興業,地下鉄三越前駅
中央区,35.675688,139.772301,2093,日の丸自動車興業,地下鉄宝町駅
板橋区,35.77594,139.633003,2094,西武バス（株）,地下鉄成増駅
中央区,35.683087,139.772693,2095,日の丸自動車興業,地下鉄日本橋駅
板橋区,35.788298,139.67462,2096,国際興業（株）,地下鉄検車場
板橋区,35.788398,139.674462,2097,国際興業（株）,地下鉄検車場
中央区,35.682041,139.786313,2098,日の丸自動車興業,地下鉄水天宮前駅
千代田区,35.701932,139.746155,2099,千代田区,地下鉄飯田橋駅東口
足立区,35.770043,139.761937,2100,足立区,地福寺江北氷川神社前
墨田区,35.724148,139.812805,2101,京成バス（株）,地蔵坂
練馬区,35.763879,139.583656,2102,西武バス（株）,坂下
練馬区,35.764368,139.583806,2103,練馬区,坂下
板橋区,35.781333,139.6847,2104,国際興業（株）,坂下二丁目
練馬区,35.753718,139.670439,2105,練馬区,城北中央公園
大田区,35.581136,139.77486,2106,京成バス（株）,城南島二丁目
大田区,35.580243,139.782737,2107,京成バス（株）,城南島四丁目
大田区,35.580852,139.778382,2108,京成バス（株）,城南島工業
江東区,35.692093,139.834909,2109,都営バス,城東特別支援学校前
港区,35.642048,139.756162,2110,港区,埠頭公園入口
港区,35.642429,139.756031,2111,都営バス,埠頭公園入口
港区,35.624767,139.756278,2112,都営バス,埠頭通り
足立区,35.77465,139.756894,2113,足立区,堀之内一丁目
足立区,35.775799,139.755148,2114,足立区,堀之内一丁目北
足立区,35.775984,139.755014,2115,足立区,堀之内一丁目北
足立区,35.773016,139.758329,2116,足立区,堀之内公園前
足立区,35.776692,139.75646,2117,足立区,堀之内北公園入口
葛飾区,35.743038,139.833545,2118,葛飾区,堀切中学校
葛飾区,35.743034,139.833312,2119,葛飾区,堀切中学校
葛飾区,35.757952,139.831429,2120,葛飾区,堀切八丁目〔レインボーかつしか〕
葛飾区,35.757064,139.829385,2121,葛飾区,堀切八郵便局
豊島区,35.74197,139.725967,2122,都営バス,堀割
江戸川区,35.647831,139.871958,2123,都営バス,堀江団地
江戸川区,35.647727,139.870825,2124,都営バス,堀江団地
江戸川区,35.647605,139.870536,2125,都営バス,堀江団地
江戸川区,35.649166,139.869335,2126,都営バス,堀江団地入口
江戸川区,35.649471,139.869188,2127,都営バス,堀江団地入口
中央区,35.687551,139.781082,2128,都営バス,堀留町
中央区,35.688392,139.780357,2129,中央区,堀留町一丁目[東京商品取引所]
中央区,35.688061,139.779849,2130,日の丸自動車興業,堀留町東京商品取引所
北区,35.754447,139.743701,2131,都営バス,堀船
中野区,35.701878,139.675586,2132,京王バス,堀越学園
中野区,35.702035,139.675398,2133,関東バス（株）,堀越学園
大田区,35.573962,139.708463,2134,東急バス（株）,堤方橋
大田区,35.574132,139.708449,2135,東急バス（株）,堤方橋
世田谷区,35.6536,139.608688,2136,小田急バス（株）,塚戸南
世田谷区,35.65518,139.609279,2137,小田急バス（株）,塚戸小学校
世田谷区,35.65519,139.609284,2138,京王バス,塚戸小学校
江東区,35.662355,139.805013,2139,江東区,塩崎荘前
江東区,35.660277,139.800762,2140,都営バス,塩浜一丁目
江東区,35.659827,139.800645,2141,都営バス,塩浜一丁目
江東区,35.661685,139.806501,2142,都営バス,塩浜二丁目
江東区,35.660573,139.803996,2143,江東区,塩浜二丁目
江東区,35.661554,139.806091,2144,都営バス,塩浜二丁目
江東区,35.663295,139.808553,2145,都営バス,塩浜東
江東区,35.663009,139.807894,2146,都営バス,塩浜東
江東区,35.663392,139.805199,2147,都営バス,塩浜橋
江東区,35.677101,139.827911,2148,都営バス,境川
江東区,35.676782,139.828686,2149,都営バス,境川
江東区,35.676593,139.827155,2150,都営バス,境川
港区,35.662396,139.723579,2151,都営バス,墓地下
足立区,35.788762,139.797708,2152,東武バス,増田橋
足立区,35.78954,139.796894,2153,東武バス,増田橋
墨田区,35.734291,139.817725,2154,都営バス,墨田二丁目
墨田区,35.709901,139.802068,2155,京成バス（株）,墨田区役所前
墨田区,35.710506,139.80197,2156,都営バス,墨田区役所前
墨田区,35.71853,139.81859,2157,都営バス,墨田区曳舟文化センター前
墨田区,35.737987,139.817378,2158,京成バス（株）,墨田区総合運動場
大田区,35.54707,139.712042,2159,京成バス（株）,変電所前
千代田区,35.699301,139.76761,2160,千代田区,外神田二丁目
千代田区,35.699244,139.767741,2161,都営バス,外神田二丁目
文京区,35.704437,139.769938,2162,千代田区,外神田六丁目
港区,35.670639,139.717832,2163,港区,外苑前駅
大田区,35.591735,139.661096,2164,東急バス（株）,多摩川グランド前
大田区,35.564195,139.69812,2165,東急バス（株）,多摩川一丁目
大田区,35.587787,139.667757,2166,東急バス（株）,多摩川台公園
大田区,35.560288,139.697283,2167,東急バス（株）,多摩川大橋
大田区,35.586792,139.66933,2168,東急バス（株）,多摩川駅
世田谷区,35.61575,139.638209,2169,東急バス（株）,多摩美術大学
世田谷区,35.614687,139.636804,2170,東急バス（株）,多摩美術大学
世田谷区,35.615286,139.636826,2171,東急バス（株）,多摩美術大学
江東区,35.64962,139.825262,2172,都営バス,夢の島
荒川区,35.731086,139.778629,2173,都営バス,大下
荒川区,35.730387,139.778868,2174,都営バス,大下
中野区,35.718992,139.670105,2175,京王バス,大下橋
中野区,35.718978,139.670103,2176,関東バス（株）,大下橋
中野区,35.718567,139.670084,2177,関東バス（株）,大下橋
新宿区,35.701257,139.704343,2178,都営バス,大久保二丁目
新宿区,35.70139,139.708247,2179,都営バス,大久保通り
新宿区,35.701745,139.708067,2180,都営バス,大久保通り
新宿区,35.701068,139.706906,2181,都営バス,大久保通り
新宿区,35.700751,139.709358,2182,都営バス,大久保通り
新宿区,35.701976,139.694436,2183,関東バス（株）,大久保駅〔関東バス〕
新宿区,35.702243,139.695259,2184,関東バス（株）,大久保駅〔関東バス〕
新宿区,35.701839,139.696303,2185,都営バス,大久保駅前
大田区,35.589151,139.771624,2186,都営バス,大井シャシープール前
品川区,35.599043,139.72842,2187,東急バス（株）,大井五丁目
品川区,35.600163,139.722063,2188,東急バス（株）,大井原町
大田区,35.585879,139.7678,2189,都営バス,大井埠頭バンプール前
品川区,35.600749,139.730847,2190,東急バス（株）,大井本通り
大田区,35.594057,139.77093,2191,都営バス,大井水産物埠頭入口
大田区,35.590881,139.773049,2192,都営バス,大井水産物埠頭前
品川区,35.597396,139.752629,2193,都営バス,大井消防署八潮出張所前
品川区,35.597396,139.752621,2194,京成バス（株）,大井消防署八潮出張所前
品川区,35.602663,139.739967,2195,京成バス（株）,大井消防署前
品川区,35.606726,139.734106,2196,京成バス（株）,大井町駅
品川区,35.606281,139.734458,2197,京成バス（株）,大井町駅
品川区,35.606738,139.734338,2198,東急バス（株）,大井町駅
品川区,35.606111,139.734626,2199,東急バス（株）,大井町駅
品川区,35.605906,139.734605,2200,東急バス（株）,大井町駅
品川区,35.606552,139.735166,2201,都営バス,大井町駅東口
品川区,35.60622,139.735483,2202,都営バス,大井町駅東口
品川区,35.607328,139.73582,2203,京成バス（株）,大井町駅東口
品川区,35.606525,139.735566,2204,都営バス,大井町駅東口
品川区,35.606445,139.735147,2205,都営バス,大井町駅東口
品川区,35.607168,139.736072,2206,京成バス（株）,大井町駅東口
品川区,35.607179,139.736089,2207,東急バス（株）,大井町駅東口
品川区,35.593265,139.741034,2208,都営バス,大井競馬場前
品川区,35.595732,139.745736,2209,京成バス（株）,大井競馬場駅前
品川区,35.596022,139.745522,2210,京成バス（株）,大井競馬場駅前
品川区,35.599357,139.730709,2211,東急バス（株）,大井第一小学校
品川区,35.599661,139.730536,2212,東急バス（株）,大井第一小学校北
世田谷区,35.66919,139.661968,2213,京王バス,大原一丁目
世田谷区,35.668961,139.662986,2214,京王バス,大原一丁目
世田谷区,35.669166,139.661958,2215,都営バス,大原町
中野区,35.713538,139.648718,2216,関東バス（株）,大和区民活動センター
世田谷区,35.655163,139.637948,2217,京王バス,大和橋
板橋区,35.762138,139.708446,2218,都営バス,大和町
板橋区,35.762213,139.705434,2219,国際興業（株）,大和町〔板橋本町駅〕
板橋区,35.760383,139.705657,2220,国際興業（株）,大和町〔板橋本町駅〕
板橋区,35.761961,139.708659,2221,関東バス（株）,大和町〔板橋本町駅〕
板橋区,35.762111,139.708379,2222,国際興業（株）,大和町〔板橋本町駅〕
中野区,35.710943,139.645759,2223,関東バス（株）,大和町三丁目
目黒区,35.653722,139.692201,2224,小田急バス（株）,大坂上
目黒区,35.653416,139.692322,2225,東急バス（株）,大坂上
大田区,35.57888,139.702068,2226,東急バス（株）,大坊前
大田区,35.578447,139.702432,2227,東急バス（株）,大坊前
葛飾区,35.766428,139.862987,2228,京成バス（株）,大堰枠・にいじゅくプレイパーク
葛飾区,35.794518,139.847253,2229,京成バス（株）,大場川水門
中野区,35.710264,139.653972,2230,関東バス（株）,大場通り
中野区,35.709549,139.65339,2231,関東バス（株）,大場通り
中野区,35.710168,139.654312,2232,関東バス（株）,大場通り
文京区,35.720628,139.732816,2233,都営バス,大塚三丁目
文京区,35.721631,139.732453,2234,都営バス,大塚三丁目
文京区,35.719547,139.734261,2235,都営バス,大塚二丁目
文京区,35.717554,139.732819,2236,文京区,大塚二丁目
文京区,35.724274,139.730824,2237,都営バス,大塚四丁目
目黒区,35.633049,139.701693,2238,東急バス（株）,大塚山
豊島区,35.730909,139.729096,2239,都営バス,大塚駅前
板橋区,35.749334,139.696214,2240,国際興業（株）,大山
板橋区,35.749412,139.696491,2241,国際興業（株）,大山
板橋区,35.74882,139.708157,2242,国際興業（株）,大山東町
渋谷区,35.668287,139.675598,2243,京王バス,大山町〔京王バス〕
板橋区,35.748785,139.693778,2244,国際興業（株）,大山西町
目黒区,35.61646,139.683079,2245,東急バス（株）,大岡山小学校前
目黒区,35.61629,139.682883,2246,東急バス（株）,大岡山小学校前
江東区,35.686545,139.826735,2247,都営バス,大島一丁目
江東区,35.687391,139.826398,2248,都営バス,大島一丁目
江東区,35.690384,139.842371,2249,都営バス,大島七丁目
江東区,35.68922,139.82917,2250,都営バス,大島三丁目
江東区,35.689106,139.821876,2251,都営バス,大島二丁目
江東区,35.688001,139.836131,2252,都営バス,大島五丁目
江東区,35.690467,139.843521,2253,都営バス,大島八丁目
江東区,35.689561,139.833629,2254,都営バス,大島駅前
江東区,35.690284,139.835511,2255,都営バス,大島駅前
品川区,35.623184,139.722786,2256,東急バス（株）,大崎広小路
品川区,35.622233,139.720386,2257,東急バス（株）,大崎広小路
品川区,35.622355,139.720908,2258,東急バス（株）,大崎広小路
品川区,35.621603,139.725079,2259,東急バス（株）,大崎警察署前
品川区,35.624747,139.719582,2260,東急バス（株）,大崎郵便局
品川区,35.619481,139.729339,2261,東急バス（株）,大崎駅
品川区,35.618115,139.728519,2262,高速バス,大崎駅西口バスターミナル
品川区,35.617839,139.728724,2263,東急バス（株）,大崎駅西口バスターミナル
品川区,35.617956,139.728737,2264,小湊鉄道,大崎駅西口バスターミナル
足立区,35.757272,139.79584,2265,足立区,大川町土手下
大田区,35.546213,139.740986,2266,京成バス（株）,大師橋下
千代田区,35.68593,139.763543,2267,都営バス,大手町
千代田区,35.68819,139.764196,2268,京王バス,大手町〔グランキューブ〕
千代田区,35.685711,139.765842,2269,日の丸自動車興業,大手町タワー[みずほ銀行本店]
千代田区,35.688559,139.764442,2270,高速バス,大手町フィナンシャルシティグランキューブ
千代田区,35.688568,139.764442,2271,京王バス,大手町フィナンシャルシティグランキューブ
中野区,35.709801,139.655805,2272,関東バス（株）,大新横丁
中野区,35.709706,139.655673,2273,関東バス（株）,大新横丁
新宿区,35.70679,139.743165,2274,都営バス,大曲
文京区,35.707216,139.743797,2275,都営バス,大曲
足立区,35.80151,139.797592,2276,東武バス,大曲
文京区,35.707847,139.744018,2277,都営バス,大曲
文京区,35.708033,139.744147,2278,都営バス,大曲
足立区,35.801325,139.797487,2279,東武バス,大曲
江戸川区,35.707559,139.874978,2280,京成バス（株）,大杉一丁目
江戸川区,35.704496,139.881179,2281,都営バス,大杉三丁目
江戸川区,35.709468,139.879981,2282,都営バス,大杉四丁目
江戸川区,35.705659,139.87365,2283,都営バス,大杉小学校前
江戸川区,35.699868,139.878146,2284,都営バス,大杉東小学校前
江戸川区,35.707356,139.879541,2285,京成バス（株）,大杉第二小学校〔京成バス〕
江戸川区,35.70599,139.880784,2286,京成バス（株）,大杉第二小学校〔京成バス〕
江戸川区,35.706043,139.880801,2287,都営バス,大杉第二小学校前
大田区,35.593504,139.699143,2288,東急バス（株）,大東園前
大田区,35.593615,139.699402,2289,東急バス（株）,大東園前
世田谷区,35.658574,139.618422,2290,小田急バス（株）,大東学園
板橋区,35.78083,139.668867,2291,国際興業（株）,大東文化大学
大田区,35.582763,139.729874,2292,京成バス（株）,大森北三丁目
大田区,35.584591,139.733438,2293,京成バス（株）,大森北二丁目
大田区,35.581493,139.729201,2294,京成バス（株）,大森北四丁目
大田区,35.585136,139.699042,2295,東急バス（株）,大森十中前
大田区,35.584933,139.699265,2296,東急バス（株）,大森十中前
大田区,35.591218,139.725796,2297,東急バス（株）,大森山王
大田区,35.591851,139.724193,2298,東急バス（株）,大森山王
品川区,35.592982,139.729527,2299,東急バス（株）,大森操車所
大田区,35.580492,139.718483,2300,東急バス（株）,大森日赤前
大田区,35.585544,139.73637,2301,京成バス（株）,大森本町一丁目
大田区,35.568978,139.735464,2302,京成バス（株）,大森東中学校
大田区,35.568932,139.735477,2303,京成バス（株）,大森東中学校
大田区,35.569042,139.742494,2304,京成バス（株）,大森東五丁目
大田区,35.568238,139.739417,2305,京成バス（株）,大森東四丁目
大田区,35.587416,139.7343,2306,京成バス（株）,大森海岸駅
大田区,35.587198,139.734265,2307,京成バス（株）,大森海岸駅
大田区,35.580876,139.736426,2308,京成バス（株）,大森神社
大田区,35.581649,139.736217,2309,京成バス（株）,大森神社
大田区,35.577523,139.727079,2310,京成バス（株）,大森西二丁目
大田区,35.572883,139.724786,2311,京成バス（株）,大森西四丁目
大田区,35.578845,139.730362,2312,京成バス（株）,大森西特別出張所
大田区,35.573166,139.734273,2313,京成バス（株）,大森警察
大田区,35.572606,139.733422,2314,京成バス（株）,大森警察署前
大田区,35.582093,139.74111,2315,京成バス（株）,大森車庫
大田区,35.582141,139.72222,2316,東急バス（株）,大森郵便局
大田区,35.582348,139.722597,2317,東急バス（株）,大森郵便局
大田区,35.585708,139.729174,2318,京成バス（株）,大森銀座入口
大田区,35.590832,139.727328,2319,東急バス（株）,大森駅〔山王口〕
大田区,35.590693,139.727745,2320,東急バス（株）,大森駅〔山王口〕
大田区,35.588364,139.728933,2321,京成バス（株）,大森駅〔東口〕
