市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称,バス停数
千代田区,35.683365,139.769058,3882,関東鉄道（株）,東京駅〔日本橋口〕,None
千代田区,35.683003,139.766476,3888,高速バス,東京駅丸の内北口,3
千代田区,35.681174,139.764751,3892,東急バス（株）,東京駅丸の内南口,2
千代田区,35.682253,139.770033,3896,中央区,東京駅八重洲北口,1
千代田区,35.682634,139.770024,3898,高速バス,東京駅八重洲北口〔鉄鋼ビル〕,None
千代田区,35.682782,139.770338,3899,日の丸自動車興業,東京駅八重洲口,3
千代田区,35.682629,139.77074,3902,船橋新京成バス,東京駅八重洲口前,None
中央区,35.679758,139.771117,3909,高速バス,東京駅八重洲通り,None
千代田区,35.676573,139.766211,3911,高速バス,東京駅鍛冶橋駐車場,None
港区,35.629958,139.732305,3920,港区,東京高輪病院,2
足立区,35.790515,139.817079,3921,東武バス,東保木間,2
足立区,35.789368,139.812306,3922,足立区,東保木間一丁目,2
品川区,35.604491,139.726714,3923,東急バス（株）,東光寺前,None
大田区,35.552449,139.718753,3924,京成バス（株）,東六郷一丁目,2
大田区,35.541422,139.712804,3925,京成バス（株）,東六郷三丁目,2
江東区,35.64187,139.800773,3926,高速バス,東北急行東京営業所〔東雲車庫〕,None
世田谷区,35.665722,139.673494,3927,東急バス（株）,東北沢駅,1
北区,35.770958,139.725762,3928,関東バス（株）,東十条六丁目,2
北区,35.767861,139.727919,3929,都営バス,東十条四丁目,4
北区,35.76783,139.727905,3932,国際興業（株）,東十条四丁目〔環七通り〕,None
江東区,35.64006,139.835148,3933,都営バス,東千石橋,1
足立区,35.800796,139.778912,3934,東武バス,東古千谷,2
墨田区,35.720042,139.815811,3935,都営バス,東向島一丁目,2
墨田区,35.725211,139.821481,3936,都営バス,東向島五丁目,2
墨田区,35.727444,139.823896,3937,都営バス,東向島六丁目,2
墨田区,35.72183,139.817811,3938,都営バス,東向島広小路,4
足立区,35.768504,139.835644,3940,東武バス,東和一丁目,2
足立区,35.769371,139.838414,3943,東武バス,東和一丁目東,2
足立区,35.772796,139.839991,3944,東武バス,東和三丁目,2
足立区,35.769941,139.841377,3947,東武バス,東和二丁目,2
足立区,35.774103,139.8394,3949,東武バス,東和五丁目,2
足立区,35.771129,139.839253,3953,東武バス,東和住区センター,1
足立区,35.771707,139.839035,3954,東武バス,東和住区センター入口,1
足立区,35.772211,139.839844,3955,東武バス,東和住区センター北１,1
足立区,35.771999,139.839156,3956,東武バス,東和住区センター北２,1
足立区,35.771003,139.840634,3957,東武バス,東和住区センター東,1
足立区,35.773988,139.842968,3958,東武バス,東和四丁目,2
足立区,35.773071,139.843228,3959,日立自動車交通,東和病院前,2
足立区,35.772594,139.841026,3960,日立自動車交通,東和郵便局前,2
品川区,35.613087,139.750099,3961,都営バス,東品川ゆうゆうプラザ前,1
品川区,35.620624,139.742484,3962,都営バス,東品川一丁目,2
品川区,35.614789,139.747615,3964,都営バス,東品川三丁目,3
品川区,35.623783,139.753992,3967,都営バス,東品川五丁目,1
品川区,35.615748,139.750366,3968,都営バス,東品川橋,1
渋谷区,35.654856,139.713558,3969,都営バス,東四丁目,1
板橋区,35.783116,139.687801,3971,国際興業（株）,東坂下二丁目,2
墨田区,35.716139,139.832904,3972,都営バス,東墨田一丁目,2
墨田区,35.719013,139.834126,3973,都営バス,東墨田三丁目,2
墨田区,35.721817,139.830764,3974,都営バス,東墨田二丁目,2
墨田区,35.721302,139.832463,3976,都営バス,東墨田会館前,2
渋谷区,35.658237,139.690361,3977,東急バス（株）,東大前〔駒場〕,None
港区,35.640144,139.722339,3979,都営バス,東大医科研病院西門,2
江東区,35.689246,139.844677,3980,都営バス,東大島駅入口,4
江東区,35.689949,139.845474,3983,都営バス,東大島駅前〔大島口〕,None
江戸川区,35.689489,139.84891,3986,都営バス,東大島駅前〔小松川口〕,None
文京区,35.71324,139.764238,3988,都営バス,東大構内,2
文京区,35.712338,139.759688,3989,都営バス,東大正門前,2
練馬区,35.7506,139.594221,3990,西武バス（株）,東大泉二丁目,1
練馬区,35.750719,139.581732,3991,練馬区,東大泉四丁目,2
文京区,35.711143,139.764023,3992,都営バス,東大病院前,2
渋谷区,35.661371,139.687739,3993,東急バス（株）,東大裏,2
文京区,35.71003,139.760283,3996,都営バス,東大赤門前,2
文京区,35.715504,139.759472,3997,都営バス,東大農学部前,4
中野区,35.686321,139.67192,3999,京王バス,東大附属,3
世田谷区,35.632842,139.606647,4000,東急バス（株）,東宝前,2
江戸川区,35.722402,139.889976,4002,京成バス（株）,東小岩一丁目,2
江戸川区,35.724281,139.895458,4003,京成バス（株）,東小岩二丁目,2
江戸川区,35.733979,139.891215,4005,京成バス（株）,東小岩六丁目,2
江戸川区,35.699444,139.867956,4007,都営バス,東小松川一丁目,4
江戸川区,35.695075,139.867871,4011,都営バス,東小松川二丁目,2
江戸川区,35.69187,139.867732,4013,都営バス,東小松川小学校前,2
江戸川区,35.688143,139.864772,4015,都営バス,東小松川車庫前,1
荒川区,35.747089,139.769484,4017,都営バス,東尾久五丁目,1
荒川区,35.749499,139.774753,4019,都営バス,東尾久六丁目〔都営〕,None
目黒区,35.647721,139.694295,4020,東急バス（株）,東山一丁目,None
板橋区,35.752979,139.685274,4023,関東バス（株）,東山町,None
品川区,35.607466,139.733718,4025,東急バス（株）,東急大井町駅,2
渋谷区,35.660379,139.696273,4026,東急バス（株）,東急百貨店本店前,1
新宿区,35.697838,139.709931,4029,都営バス,東新宿保健センター前,2
新宿区,35.698011,139.707938,4030,都営バス,東新宿駅前,4
葛飾区,35.721742,139.860723,4033,都営バス,東新小岩一丁目,2
葛飾区,35.726126,139.852399,4035,京成バス（株）,東新小岩七丁目,2
葛飾区,35.72343,139.863154,4036,都営バス,東新小岩三丁目,2
葛飾区,35.726515,139.867203,4038,京成バス（株）,東新小岩二丁目,2
葛飾区,35.728104,139.85659,4040,京成バス（株）,東新小岩八丁目,2
葛飾区,35.724877,139.865219,4041,都営バス,東新小岩四丁目,1
大田区,35.54207,139.792868,4043,京成バス（株）,東新整備場,1
板橋区,35.757938,139.683021,4044,国際興業（株）,東新町一丁目,2
荒川区,35.728724,139.778274,4045,都営バス,東日暮里三丁目,4
荒川区,35.728676,139.775306,4047,都営バス,東日暮里五丁目,2
荒川区,35.726065,139.779004,4048,都営バス,東日暮里四丁目,2
中央区,35.6912,139.783942,4049,都営バス,東日本橋駅前,1
千代田区,35.693727,139.772966,4050,千代田区,東日本銀行神田支店,1
練馬区,35.753132,139.595468,4051,西武バス（株）,東映撮影所前,2
板橋区,35.753387,139.715599,4052,国際興業（株）,東板橋体育館入口,2
目黒区,35.625478,139.669019,4053,東急バス（株）,東根小学校,2
中野区,35.726697,139.670069,4054,関東バス（株）,東橋,2
台東区,35.712352,139.797911,4055,都営バス,東武浅草駅前,5
葛飾区,35.758193,139.813519,4057,葛飾区,東武線小菅駅［万葉公園出入口］,None
板橋区,35.769959,139.660059,4058,国際興業（株）,東武練馬駅,2
練馬区,35.767921,139.661771,4061,練馬区,東武練馬駅入口,1
葛飾区,35.774923,139.872748,4062,京成バス（株）,東水元二丁目,2
豊島区,35.728223,139.715821,4064,都営バス,東池袋一丁目〔豊島区役所〕,None
豊島区,35.730056,139.723514,4066,都営バス,東池袋三丁目,2
豊島区,35.731577,139.720688,4067,都営バス,東池袋二丁目,2
豊島区,35.725679,139.719754,4068,都営バス,東池袋四丁目,2
豊島区,35.726252,139.718828,4069,豊島区,東池袋駅,2
文京区,35.722428,139.748446,4071,文京区,東洋大学前〔Ｂーぐる〕,None
文京区,35.724781,139.750262,4072,都営バス,東洋大学前〔都営バス〕,None
文京区,35.704487,139.757678,4073,文京区,東洋学園大学前,None
港区,35.659177,139.734394,4074,港区,東洋英和女学院前,1
台東区,35.723439,139.801572,4075,都営バス,東浅草,2
台東区,35.721829,139.799555,4076,都営バス,東浅草一丁目,2
台東区,35.725576,139.799801,4077,台東区,東浅草二丁目,None
世田谷区,35.61768,139.655763,4078,東急バス（株）,東深沢中学校,2
世田谷区,35.618417,139.65905,4079,東急バス（株）,東深沢小学校,2
足立区,35.784318,139.839087,4080,東武バス,東淵江庭園,2
世田谷区,35.596672,139.675712,4081,東急バス（株）,東玉川交番前,2
世田谷区,35.59802,139.67449,4082,東急バス（株）,東玉川町,2
北区,35.738079,139.763842,4083,都営バス,東田端一丁目,2
江東区,35.68452,139.840586,4084,都営バス,東砂一丁目,2
江東区,35.681366,139.844485,4085,都営バス,東砂三丁目,2
江東区,35.683153,139.844877,4087,都営バス,東砂二丁目,2
江東区,35.675672,139.842959,4089,都営バス,東砂五丁目,2
江東区,35.672895,139.840869,4091,都営バス,東砂六丁目,3
江東区,35.674766,139.8418,4094,都営バス,東砂六丁目北,2
江東区,35.67573,139.837236,4097,都営バス,東砂四丁目,2
江東区,35.68463,139.843076,4099,都営バス,東砂団地,2
千代田区,35.694282,139.780466,4100,都営バス,東神田,2
大田区,35.557169,139.742011,4102,京成バス（株）,東糀谷二丁目,2
大田区,35.557119,139.747678,4103,京成バス（株）,東糀谷六丁目,1
大田区,35.557222,139.745192,4104,京成バス（株）,東糀谷小学校,2
足立区,35.764962,139.835544,4105,朝日バス,東綾瀬一丁目,None
足立区,35.771371,139.829621,4106,東武バス,東綾瀬公園,2
足立区,35.766393,139.831939,4107,東武バス,東綾瀬公園南,2
足立区,35.770433,139.835648,4109,朝日バス,東綾瀬団地,2
足立区,35.767021,139.835611,4112,朝日バス,東綾瀬小学校,2
足立区,35.764518,139.834441,4115,朝日バス,東綾瀬郵便局前,None
江戸川区,35.657828,139.881362,4116,都営バス,東葛西七丁目,2
江戸川区,35.668656,139.883584,4117,都営バス,東葛西三丁目,2
江戸川区,35.65258,139.880466,4118,都営バス,東葛西九丁目,2
江戸川区,35.65592,139.88106,4119,都営バス,東葛西八丁目,2
江戸川区,35.659447,139.879942,4120,都営バス,東葛西六丁目,2
大田区,35.558485,139.780459,4121,京成バス（株）,東貨物,1
新宿区,35.691567,139.694822,4122,京王バス,東通り,2
豊島区,35.724631,139.715323,4123,豊島区,東通り〔ＩＫＥＢＵＳ〕,None
大田区,35.569591,139.723694,4124,京成バス（株）,東邦大学,2
江戸川区,35.688762,139.901476,4125,京成バス（株）,東部区民館入口,2
葛飾区,35.766159,139.845811,4127,日立自動車交通,東部地域病院前,2
足立区,35.778692,139.79815,4128,都営バス,東部病院前,2
江東区,35.664303,139.833618,4130,都営バス,東部療育センター前,1
文京区,35.704644,139.767141,4131,文京区,東都文京病院入口,None
葛飾区,35.779415,139.885078,4132,東武バス,東金町七丁目,2
葛飾区,35.771791,139.876106,4134,京成バス（株）,東金町三丁目,2
葛飾区,35.77106,139.866992,4136,京成バス（株）,東金町二丁目,2
葛飾区,35.777387,139.880827,4138,東武バス,東金町五丁目,2
葛飾区,35.773758,139.873917,4139,京成バス（株）,東金町四丁目,2
葛飾区,35.77791,139.879998,4142,京成バス（株）,東金町地区センター入口,1
葛飾区,35.780996,139.885452,4143,東武バス,東金町運動場入口,2
中央区,35.668724,139.767892,4145,日立自動車交通,東銀座駅〔晴海ライナー〕,None
中央区,35.66901,139.767504,4146,中央区,東銀座駅〔江戸バス〕,None
豊島区,35.728127,139.681939,4147,都営バス,東長崎駅通り,1
江東区,35.667477,139.810704,4148,都営バス,東陽一丁目,2
江東区,35.675981,139.819302,4149,都営バス,東陽七丁目,2
江東区,35.669476,139.810252,4150,都営バス,東陽三丁目,4
江東区,35.67218,139.811377,4153,都営バス,東陽五丁目,2
江東区,35.675286,139.812079,4154,都営バス,東陽六丁目,2
江東区,35.669296,139.813608,4155,都営バス,東陽操車所前,2
江東区,35.663832,139.816056,4157,都営バス,東陽橋南,2
江東区,35.670108,139.816289,4158,都営バス,東陽町駅前,7
江東区,35.648958,139.801279,4164,高速バス,東雲イオン前,None
江東区,35.647001,139.801529,4167,都営バス,東雲一丁目,None
江東区,35.64216,139.801862,4169,都営バス,東雲二丁目,None
江東区,35.642513,139.799934,4170,都営バス,東雲小学校前,2
江東区,35.649941,139.802308,4172,都営バス,東雲橋交差点,4
江東区,35.643562,139.800509,4176,高速バス,東雲車庫,None
江東区,35.645297,139.799879,4178,都営バス,東雲都橋,2
江東区,35.641112,139.804897,4180,都営バス,東雲駅前,3
練馬区,35.736524,139.64779,4182,関東バス（株）,東電支社前,2
葛飾区,35.726576,139.856324,4184,京成バス（株）,東須磨橋,2
大田区,35.594828,139.712728,4185,東急バス（株）,東馬込一丁目,2
大田区,35.592411,139.717081,4187,東急バス（株）,東馬込二丁目,2
墨田区,35.706862,139.798092,4189,都営バス,東駒形一丁目,2
墨田区,35.70616,139.804444,4190,都営バス,東駒形三丁目,2
港区,35.657633,139.743727,4191,港区,東麻布一丁目,2
港区,35.657142,139.737529,4193,港区,東麻布三丁目,1
港区,35.655225,139.741314,4194,港区,東麻布二丁目,2
世田谷区,35.640684,139.641778,4196,小田急バス（株）,松が丘交番前,2
台東区,35.714767,139.7876,4198,台東区,松が谷,1
