市区町村名,緯度,緯度,経度,経度,区内バス停ID,会社名称,路線名称,どこからどこまで,行き方面,帰り方面,バス停名称,url,同じバス停
error,None,None,None,None,134,西武バス,武１４：花小金井駅経由,武蔵小金井駅～久留米西団地,久留米西団地方面,武蔵小金井駅方面,久留米西団地,https://mb.jorudan.co.jp//os/bus/1306/stop/45216.html,
error,None,None,None,None,135,西武バス,武２０－１,武蔵小金井駅～日立国際電気前,日立国際電気前方面,武蔵小金井駅方面,日立国際電気前,https://mb.jorudan.co.jp//os/bus/1306/stop/45087.html,
error,None,None,None,None,136,西武バス,泉３８－１,西武車庫前［練馬区］～長久保［練馬区］,長久保［練馬区］方面,西武車庫前［練馬区］方面,長久保［練馬区］,https://mb.jorudan.co.jp//os/bus/1306/stop/234960.html,
error,None,None,None,None,137,西武バス,泉３８－２,長久保［練馬区］～西武車庫前［練馬区］,西武車庫前［練馬区］方面,長久保［練馬区］方面,西武車庫前［練馬区］,https://mb.jorudan.co.jp//os/bus/1306/stop/225047.html,
error,None,None,None,None,138,西武バス,泉３８－３,大泉学園小学校入口～大泉学園駅北口,大泉学園駅北口方面,大泉学園小学校入口方面,大泉学園駅北口,https://mb.jorudan.co.jp//os/bus/1306/stop/45746.html,
error,None,None,None,None,139,西武バス,清瀬循環,清瀬駅南口～上宮,清瀬駅南口方面,清瀬駅南口方面,清瀬駅南口,https://mb.jorudan.co.jp//os/bus/1306/stop/45109.html,
error,None,None,None,None,140,西武バス,清６３－１：深夜,清瀬駅北口～新座営業所,新座営業所方面,清瀬駅北口方面,新座営業所,https://mb.jorudan.co.jp//os/bus/1306/stop/45271.html,
error,None,None,None,None,141,西武バス,狭山市駅西口～西武柏原ＮＴ,狭山市駅西口～西武柏原ニュータウン,西武柏原ニュータウン方面,狭山市駅西口方面,西武柏原ニュータウン,https://mb.jorudan.co.jp//os/bus/1306/stop/45798.html,
error,None,None,None,None,142,西武バス,狭山２９：狭山営業所～狭山市駅,狭山営業所～狭山市駅西口,狭山市駅西口方面,狭山営業所方面,狭山市駅西口,https://mb.jorudan.co.jp//os/bus/1306/stop/45095.html,
error,None,None,None,None,143,西武バス,石０１,石神井公園駅北口～三原台一丁目,石神井公園駅北口方面,石神井公園駅北口方面,石神井公園駅北口,https://mb.jorudan.co.jp//os/bus/1306/stop/46276.html,
error,None,None,None,None,144,西武バス,立川駅北口～東大和市駅：深夜,立川駅北口～東大和市駅,東大和市駅方面,立川駅北口方面,東大和市駅,https://mb.jorudan.co.jp//os/bus/1306/stop/45415.html,
error,None,None,None,None,145,西武バス,ｍ０２,メッツァ～メッツァ,メッツァ方面,東飯能駅東口方面,東飯能駅東口,https://mb.jorudan.co.jp//os/bus/1306/stop/45867.html,
error,None,None,None,None,146,西武バス,ｍ０２,メッツァ～メッツァ,メッツァ方面,東飯能駅東口方面,メッツァ,https://mb.jorudan.co.jp//os/bus/1306/stop/238590.html,
error,None,None,None,None,147,国際興業バス,下赤０３：右回り,高島平操車場～四葉町,高島平操車場方面,高島平操車場方面,高島平操車場,https://mb.jorudan.co.jp//os/bus/1307/stop/46882.html,
error,None,None,None,None,148,国際興業バス,与本０５：八王子先回り,与野本町駅～与野西中学校,与野本町駅方面,与野本町駅方面,与野本町駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47947.html,
error,None,None,None,None,149,国際興業バス,光２０２,光が丘駅～光が丘ＩＭＡ,光が丘駅方面,光が丘駅方面,光が丘駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47306.html,
error,None,None,None,None,150,国際興業バス,北朝０１－２,下宗岡四丁目～北朝霞駅,北朝霞駅方面,下宗岡四丁目方面,北朝霞駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47780.html,
error,None,None,None,None,151,国際興業バス,北朝０１－３,北朝霞駅～下宗岡二丁目,下宗岡二丁目方面,北朝霞駅方面,下宗岡二丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/47806.html,
error,None,None,None,None,152,国際興業バス,北浦５０－２,北浦和駅東口～上木崎,上木崎方面,北浦和駅東口方面,上木崎,https://mb.jorudan.co.jp//os/bus/1307/stop/46613.html,
error,None,None,None,None,153,国際興業バス,医大１１－２,高麗川駅～埼玉医大保健医療学部,埼玉医大保健医療学部方面,高麗川駅方面,埼玉医大保健医療学部,https://mb.jorudan.co.jp//os/bus/1307/stop/46911.html,
error,None,None,None,None,154,国際興業バス,医大１２－２,埼玉医大国際医療センター～高麗川駅,高麗川駅方面,埼玉医大国際医療センター方面,高麗川駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47061.html,
error,None,None,None,None,155,国際興業バス,南浦５１,二十三夜坂下～南浦和駅東口,南浦和駅東口方面,二十三夜坂下方面,南浦和駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/47623.html,
error,None,None,None,None,156,国際興業バス,南浦５５－３,南浦和駅東口～牛田橋,牛田橋方面,南浦和駅東口方面,牛田橋,https://mb.jorudan.co.jp//os/bus/1307/stop/47399.html,
error,None,None,None,None,157,国際興業バス,南浦６０,南浦和駅東口～東川口駅南口,東川口駅南口方面,南浦和駅東口方面,東川口駅南口,https://mb.jorudan.co.jp//os/bus/1307/stop/46767.html,
error,None,None,None,None,158,国際興業バス,名栗０１,名栗車庫～名郷,名郷方面,名栗車庫方面,名郷,https://mb.jorudan.co.jp//os/bus/1307/stop/48365.html,
error,None,None,None,None,159,国際興業バス,名栗０２,名栗車庫～湯の沢［飯能市］,湯の沢［飯能市］方面,名栗車庫方面,湯の沢［飯能市］,https://mb.jorudan.co.jp//os/bus/1307/stop/234963.html,
error,None,None,None,None,160,国際興業バス,増１６－２,成増駅南口～三軒寺,三軒寺方面,成増駅南口方面,三軒寺,https://mb.jorudan.co.jp//os/bus/1307/stop/46605.html,
error,None,None,None,None,161,国際興業バス,増１９,成増駅北口～下新倉,下新倉方面,成増駅北口方面,下新倉,https://mb.jorudan.co.jp//os/bus/1307/stop/47350.html,
error,None,None,None,None,162,国際興業バス,大０２－４,大宮駅東口～浦和東高校,浦和東高校方面,大宮駅東口方面,浦和東高校,https://mb.jorudan.co.jp//os/bus/1307/stop/47506.html,
error,None,None,None,None,163,国際興業バス,大０５,日大前～大宮駅東口,大宮駅東口方面,日大前方面,大宮駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/47876.html,
error,None,None,None,None,164,国際興業バス,大０８,大宮駅東口～天沼町,天沼町方面,大宮駅東口方面,天沼町,https://mb.jorudan.co.jp//os/bus/1307/stop/47056.html,
error,None,None,None,None,165,国際興業バス,大１２－３,大宮駅東口～西浦,西浦方面,大宮駅東口方面,西浦,https://mb.jorudan.co.jp//os/bus/1307/stop/48331.html,
error,None,None,None,None,166,国際興業バス,大１４,大宮駅東口～深作中,深作中方面,大宮駅東口方面,深作中,https://mb.jorudan.co.jp//os/bus/1307/stop/48267.html,
error,None,None,None,None,167,国際興業バス,安８０,新井宿駅～戸塚安行駅,戸塚安行駅方面,新井宿駅方面,戸塚安行駅,https://mb.jorudan.co.jp//os/bus/1307/stop/46819.html,
error,None,None,None,None,168,国際興業バス,岩１１－２,東川口駅北口～岩槻駅,岩槻駅方面,東川口駅北口方面,岩槻駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47122.html,
error,None,None,None,None,169,国際興業バス,岩１１－３Ｓ,岩槻駅～東川口駅北口,東川口駅北口方面,岩槻駅方面,東川口駅北口,https://mb.jorudan.co.jp//os/bus/1307/stop/48049.html,
error,None,None,None,None,170,国際興業バス,川０２,川口駅東口～中央道路,川口駅東口方面,川口駅東口方面,川口駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/46965.html,
error,None,None,None,None,171,国際興業バス,川０２－２,川口駅東口～東領家一丁目,東領家一丁目方面,川口駅東口方面,東領家一丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/47225.html,
error,None,None,None,None,172,国際興業バス,川１３－２,川口駅東口～西沼,西沼方面,川口駅東口方面,西沼,https://mb.jorudan.co.jp//os/bus/1307/stop/46786.html,
error,None,None,None,None,173,国際興業バス,川１５－３,川口駅東口～皿沼不動,皿沼不動方面,川口駅東口方面,皿沼不動,https://mb.jorudan.co.jp//os/bus/1307/stop/47996.html,
error,None,None,None,None,174,国際興業バス,川２１－２,川口駅東口～領家市営住宅,領家市営住宅方面,川口駅東口方面,領家市営住宅,https://mb.jorudan.co.jp//os/bus/1307/stop/47739.html,
error,None,None,None,None,175,国際興業バス,川２４－１,川口駅東口～元郷五丁目南,元郷五丁目南方面,川口駅東口方面,元郷五丁目南,https://mb.jorudan.co.jp//os/bus/1307/stop/46838.html,
error,None,None,None,None,176,国際興業バス,川５０,川口駅西口～喜沢第一公園,川口駅西口方面,川口駅西口方面,川口駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/48375.html,
error,None,None,None,None,177,国際興業バス,志０１－３,新開入口～志木駅東口,志木駅東口方面,新開入口方面,志木駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/47189.html,
error,None,None,None,None,178,国際興業バス,志０５－２,志木駅東口～下宗岡三丁目,下宗岡三丁目方面,志木駅東口方面,下宗岡三丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/48229.html,
error,None,None,None,None,179,国際興業バス,東大０２：ファミリーＴ先回り,東大宮駅～春岡三丁目,東大宮駅方面,東大宮駅方面,東大宮駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47625.html,
error,None,None,None,None,180,国際興業バス,東川９１,東川口駅北口～目白大学,目白大学方面,東川口駅北口方面,目白大学,https://mb.jorudan.co.jp//os/bus/1307/stop/47981.html,
error,None,None,None,None,181,国際興業バス,東浦８０,原山～東浦和駅,東浦和駅方面,原山方面,東浦和駅,https://mb.jorudan.co.jp//os/bus/1307/stop/46641.html,
error,None,None,None,None,182,国際興業バス,東浦８０－２,東浦和駅～花月,花月方面,東浦和駅方面,花月,https://mb.jorudan.co.jp//os/bus/1307/stop/47570.html,
error,None,None,None,None,183,国際興業バス,東浦８２－２,東浦和駅～石神中,石神中方面,東浦和駅方面,石神中,https://mb.jorudan.co.jp//os/bus/1307/stop/48344.html,
error,None,None,None,None,184,国際興業バス,東練８０,西台一丁目～東武練馬駅,東武練馬駅方面,西台一丁目方面,東武練馬駅,https://mb.jorudan.co.jp//os/bus/1307/stop/46623.html,
error,None,None,None,None,185,国際興業バス,武浦０２－２,武蔵浦和駅西口～松本三丁目,松本三丁目方面,武蔵浦和駅西口方面,松本三丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/47999.html,
error,None,None,None,None,186,国際興業バス,武浦０２－３,松本北～武蔵浦和駅西口,武蔵浦和駅西口方面,松本北方面,武蔵浦和駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/47736.html,
error,None,None,None,None,187,国際興業バス,池０２,池袋駅西口～要小学校,池袋駅西口方面,池袋駅西口方面,池袋駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/48367.html,
error,None,None,None,None,188,国際興業バス,池８０,池袋駅西口～池袋車庫,池袋車庫方面,池袋駅西口方面,池袋二又交番,https://mb.jorudan.co.jp//os/bus/1307/stop/48054.html,
error,None,None,None,None,189,国際興業バス,池８０,池袋駅西口～池袋車庫,池袋車庫方面,池袋駅西口方面,池袋二丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/47768.html,
error,None,None,None,None,190,国際興業バス,池８０,池袋駅西口～池袋車庫,池袋車庫方面,池袋駅西口方面,要町駅,https://mb.jorudan.co.jp//os/bus/1307/stop/46832.html,
error,None,None,None,None,191,国際興業バス,池８０,池袋駅西口～池袋車庫,池袋車庫方面,池袋駅西口方面,池袋車庫,https://mb.jorudan.co.jp//os/bus/1307/stop/47414.html,
error,None,None,None,None,192,国際興業バス,浦０２Ｓ,浦和美園駅～浦和駅東口,浦和駅東口方面,浦和美園駅方面,浦和駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/46763.html,
error,None,None,None,None,193,国際興業バス,浦１３－２,浦和駅西口～下大久保,下大久保方面,浦和駅西口方面,下大久保,https://mb.jorudan.co.jp//os/bus/1307/stop/47373.html,
error,None,None,None,None,194,国際興業バス,浮舟８０,西台中学校～浮間舟渡駅,浮間舟渡駅方面,西台中学校方面,浮間舟渡駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47840.html,
error,None,None,None,None,195,国際興業バス,王２３,王子駅～赤羽車庫,赤羽車庫方面,王子駅方面,赤羽車庫,https://mb.jorudan.co.jp//os/bus/1307/stop/47536.html,
error,None,None,None,None,196,国際興業バス,王２３－２,ＨＰＳＣ陸上門～王子駅,王子駅方面,ＨＰＳＣ陸上門方面,王子駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47894.html,
error,None,None,None,None,197,国際興業バス,王５４－２,王子駅～上板橋駅前,上板橋駅前方面,王子駅方面,上板橋駅前,https://mb.jorudan.co.jp//os/bus/1307/stop/47333.html,
error,None,None,None,None,198,国際興業バス,石０２－２,石神井公園駅北口～成増駅南口,成増駅南口方面,石神井公園駅北口方面,成増駅南口,https://mb.jorudan.co.jp//os/bus/1307/stop/47548.html,
error,None,None,None,None,199,国際興業バス,石０３－２,石神井公園駅北口～練馬北町車庫,練馬北町車庫方面,石神井公園駅北口方面,練馬北町車庫,https://mb.jorudan.co.jp//os/bus/1307/stop/48179.html,
error,None,None,None,None,200,国際興業バス,美１００,しらこばと水上公園～しらこばと水上公園,しらこばと水上公園方面,浦和美園駅方面,浦和美園駅,https://mb.jorudan.co.jp//os/bus/1307/stop/47714.html,
error,None,None,None,None,201,国際興業バス,美１００,しらこばと水上公園～しらこばと水上公園,しらこばと水上公園方面,浦和美園駅方面,しらこばと水上公園,https://mb.jorudan.co.jp//os/bus/1307/stop/255602.html,
error,None,None,None,None,202,国際興業バス,蕨０１：上根橋先回り,蕨駅東口～網代橋,蕨駅東口方面,蕨駅東口方面,蕨駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/47396.html,
error,None,None,None,None,203,国際興業バス,蕨０５,蕨駅西口～蕨駅入口,蕨駅西口方面,蕨駅西口方面,蕨駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/47316.html,
error,None,None,None,None,204,国際興業バス,蕨０５－２,蕨駅西口～芝支所入口,芝支所入口方面,蕨駅西口方面,芝支所入口,https://mb.jorudan.co.jp//os/bus/1307/stop/46966.html,
error,None,None,None,None,205,国際興業バス,西川０５－２,西川口駅東口～朝日五丁目,朝日五丁目方面,西川口駅東口方面,朝日五丁目,https://mb.jorudan.co.jp//os/bus/1307/stop/46609.html,
error,None,None,None,None,206,国際興業バス,西川０５－３,南平福祉会館～西川口駅東口,西川口駅東口方面,南平福祉会館方面,西川口駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/48001.html,
error,None,None,None,None,207,国際興業バス,西川０７－２,西川口駅東口～伊刈消防署,伊刈消防署方面,西川口駅東口方面,伊刈消防署,https://mb.jorudan.co.jp//os/bus/1307/stop/47700.html,
error,None,None,None,None,208,国際興業バス,赤０１－２,練馬駅～赤羽駅西口,赤羽駅西口方面,練馬駅方面,赤羽駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/47419.html,
error,None,None,None,None,209,国際興業バス,赤１１,赤羽駅東口～南浦和駅西口,南浦和駅西口方面,赤羽駅東口方面,南浦和駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/47161.html,
error,None,None,None,None,210,国際興業バス,赤２０－２,川口元郷駅～川口市立医療センター,川口市立医療センター方面,川口元郷駅方面,川口市立医療センター,https://mb.jorudan.co.jp//os/bus/1307/stop/46947.html,
error,None,None,None,None,211,国際興業バス,赤２１：深夜,赤羽駅東口～鳩ヶ谷公団住宅,鳩ヶ谷公団住宅方面,赤羽駅東口方面,鳩ヶ谷公団住宅,https://mb.jorudan.co.jp//os/bus/1307/stop/46892.html,
error,None,None,None,None,212,国際興業バス,赤２５,赤羽駅東口～環七新田,赤羽駅東口方面,赤羽駅東口方面,赤羽駅東口,https://mb.jorudan.co.jp//os/bus/1307/stop/46835.html,
error,None,None,None,None,213,国際興業バス,赤２５－２,赤羽駅東口～ハートアイランド東,ハートアイランド東方面,赤羽駅東口方面,ハートアイランド東,https://mb.jorudan.co.jp//os/bus/1307/stop/46894.html,
error,None,None,None,None,214,国際興業バス,赤２７－３,赤羽駅東口～江北陸橋下,江北陸橋下方面,赤羽駅東口方面,江北陸橋下,https://mb.jorudan.co.jp//os/bus/1307/stop/47585.html,
error,None,None,None,None,215,国際興業バス,赤５７－２,赤羽駅西口～大和町,大和町方面,赤羽駅西口方面,大和町,https://mb.jorudan.co.jp//os/bus/1307/stop/46897.html,
error,None,None,None,None,216,国際興業バス,赤７２,赤羽駅西口～戸田公園駅西口,戸田公園駅西口方面,赤羽駅西口方面,戸田公園駅西口,https://mb.jorudan.co.jp//os/bus/1307/stop/48165.html,
error,None,None,None,None,217,国際興業バス,赤７３,赤羽駅西口～西高島平駅,西高島平駅方面,赤羽駅西口方面,西高島平駅,https://mb.jorudan.co.jp//os/bus/1307/stop/48278.html,
error,None,None,None,None,218,国際興業バス,飯１２－２,飯能駅～大鶴巣公園,飯能駅方面,飯能駅方面,飯能駅,https://mb.jorudan.co.jp//os/bus/1307/stop/48272.html,
error,None,None,None,None,219,国際興業バス,高０１－２,赤塚公園～成増駅北口,成増駅北口方面,赤塚公園方面,成増駅北口,https://mb.jorudan.co.jp//os/bus/1307/stop/47223.html,
error,None,None,None,None,220,京王バス,め８３,めじろ台駅～ゆりのき台,ゆりのき台方面,めじろ台駅方面,ゆりのき台,https://mb.jorudan.co.jp//os/bus/1305/stop/297614.html,
error,None,None,None,None,221,京王バス,丘２１：循環,つつじヶ丘駅北口～深大寺小学校,つつじヶ丘駅北口方面,つつじヶ丘駅北口方面,つつじヶ丘駅北口,https://mb.jorudan.co.jp//os/bus/1305/stop/44652.html,
error,None,None,None,None,222,京王バス,中０３,中河原駅～都営泉二丁目,都営泉二丁目方面,中河原駅方面,都営泉二丁目,https://mb.jorudan.co.jp//os/bus/1305/stop/297712.html,
error,None,None,None,None,223,京王バス,中９１：中野駅～総合体育館,中野駅北口～中野区立総合体育館,中野駅方面,中野区立総合体育館方面,北野神社前,https://mb.jorudan.co.jp//os/bus/1305/stop/44746.html,
error,None,None,None,None,224,京王バス,八０１,八幡山駅～上北沢公園,八幡山駅方面,八幡山駅方面,八幡山駅,https://mb.jorudan.co.jp//os/bus/1305/stop/44865.html,
error,None,None,None,None,225,京王バス,八０６,京王八王子駅～館ヶ丘団地,館ヶ丘団地方面,京王八王子駅方面,館ヶ丘団地,https://mb.jorudan.co.jp//os/bus/1305/stop/297541.html,
error,None,None,None,None,226,京王バス,八６６,由木折返場～八王子駅南口,八王子駅南口方面,由木折返場方面,八王子駅南口,https://mb.jorudan.co.jp//os/bus/1305/stop/297390.html,
error,None,None,None,None,227,京王バス,北０２,由木折返場～北野駅南口,北野駅南口方面,由木折返場方面,北野駅南口,https://mb.jorudan.co.jp//os/bus/1305/stop/297421.html,
error,None,None,None,None,228,京王バス,北０４,北野駅南口～南大沢駅,南大沢駅方面,北野駅南口方面,南大沢駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297267.html,
error,None,None,None,None,229,京王バス,北０９,北野駅南口～京王堀之内駅,北野駅北口方面,京王堀之内駅方面,京王堀之内駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297685.html,
error,None,None,None,None,230,京王バス,南６２：南大沢駅～水甫団地入口,南大沢駅～水甫団地入口,水甫団地入口方面,南大沢駅方面,水甫団地入口,https://mb.jorudan.co.jp//os/bus/1305/stop/297680.html,
error,None,None,None,None,231,京王バス,国０１,国立駅～府中営業所,府中営業所方面,国立駅方面,府中営業所,https://mb.jorudan.co.jp//os/bus/1305/stop/297917.html,
error,None,None,None,None,232,京王バス,多１３,中央大学～多摩センター駅,多摩センター駅方面,中央大学方面,多摩センター駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297379.html,
error,None,None,None,None,233,京王バス,宿４１,富士高校～新宿駅西口,中野車庫方面,新宿駅西口方面,中央通り,https://mb.jorudan.co.jp//os/bus/1305/stop/44900.html,
error,None,None,None,None,234,京王バス,寺０１,寺田東～医療センター,医療センター方面,寺田東方面,医療センター,https://mb.jorudan.co.jp//os/bus/1305/stop/297682.html,
error,None,None,None,None,235,京王バス,山０２,高尾山口駅～高尾駅北口,高尾駅北口方面,高尾山口駅方面,高尾駅北口,https://mb.jorudan.co.jp//os/bus/1305/stop/297352.html,
error,None,None,None,None,236,京王バス,山０３,小仏～高尾山口駅,高尾山口駅方面,小仏方面,高尾山口駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297244.html,
error,None,None,None,None,237,京王バス,平０４,由木折返場～平山城址公園駅,平山城址公園駅方面,由木折返場方面,平山城址公園駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297430.html,
error,None,None,None,None,238,京王バス,府４２,府中駅～ハローワーク府中,府中駅方面,府中駅方面,府中駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297422.html,
error,None,None,None,None,239,京王バス,府４２,府中駅～ハローワーク府中,府中駅方面,横街道方面,横街道,https://mb.jorudan.co.jp//os/bus/1305/stop/297422.html,
error,None,None,None,None,240,京王バス,桜０８,都営泉二丁目～聖蹟桜ヶ丘駅,聖蹟桜ヶ丘駅方面,都営泉二丁目方面,聖蹟桜ヶ丘駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297228.html,
error,None,None,None,None,241,京王バス,武９３,武蔵小金井駅南口～調布駅北口,調布駅北口方面,武蔵小金井駅南口方面,調布駅北口,https://mb.jorudan.co.jp//os/bus/1305/stop/44557.html,
error,None,None,None,None,242,京王バス,永１２,永山駅～諏訪三丁目,永山駅方面,永山駅方面,永山駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297369.html,
error,None,None,None,None,243,京王バス,渋６８,渋谷駅～大原一丁目,大原一丁目方面,渋谷駅方面,大原一丁目,https://mb.jorudan.co.jp//os/bus/1305/stop/44870.html,
error,None,None,None,None,244,京王バス,稲１３：長峰循環夕廻り,稲城駅～長峰小学校南,稲城駅方面,稲城駅方面,稲城駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297233.html,
error,None,None,None,None,245,京王バス,西国４４,府中駅～西国分寺駅,西国分寺駅方面,府中駅方面,西国分寺駅,https://mb.jorudan.co.jp//os/bus/1305/stop/297522.html,
error,None,None,None,None,246,京王バス,調４５,調布駅南口～京王多摩川駅入口,調布駅南口方面,調布駅南口方面,調布駅南口,https://mb.jorudan.co.jp//os/bus/1305/stop/44584.html,
error,None,None,None,None,247,京王バス,飛０１,飛田給駅北口～味の素スタジアム南,飛田給駅北口方面,飛田給駅北口方面,飛田給駅北口,https://mb.jorudan.co.jp//os/bus/1305/stop/44717.html,
error,None,None,None,None,248,京王バス,高幡２５,高幡不動駅～三沢台下,三沢台下方面,高幡不動駅方面,三沢台下,https://mb.jorudan.co.jp//os/bus/1305/stop/297534.html,
error,None,None,None,None,249,京王バス,ＷＥバス：新宿御苑ルート,新宿南口交通ターミナル～新宿駅西口［京王百貨店］,新宿南口交通ターミナル方面,新宿南口交通ターミナル方面,新宿南口交通ターミナル,https://mb.jorudan.co.jp//os/bus/1305/stop/178507.html,
error,None,None,None,None,250,京王バス,ＷＥバス：新宿御苑ルート,新宿南口交通ターミナル～新宿駅西口［京王百貨店］,新宿南口交通ターミナル方面,新宿南口交通ターミナル方面,新宿駅西口［京王百貨店］,https://mb.jorudan.co.jp//os/bus/1305/stop/178507.html,
error,None,None,None,None,251,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿,https://mb.jorudan.co.jp//os/bus/1305/stop/173824.html,
error,None,None,None,None,252,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,新宿駅西口［小田急百貨店］,https://mb.jorudan.co.jp//os/bus/1305/stop/173823.html,
error,None,None,None,None,253,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,新宿ワシントンホテル前,https://mb.jorudan.co.jp//os/bus/1305/stop/44807.html,
error,None,None,None,None,254,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,パークハイアット東京前,https://mb.jorudan.co.jp//os/bus/1305/stop/44863.html,
error,None,None,None,None,255,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,西参道,https://mb.jorudan.co.jp//os/bus/1305/stop/44668.html,
error,None,None,None,None,256,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,プレッソイン新宿前,https://mb.jorudan.co.jp//os/bus/1305/stop/44971.html,
error,None,None,None,None,257,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,新宿ワシントンホテル新館,https://mb.jorudan.co.jp//os/bus/1305/stop/44923.html,
error,None,None,None,None,258,京王バス,ＷＥバス：歌舞伎町ルート,ホテルグレイスリー新宿～歌舞伎町,ホテルグレイスリー新宿方面,ホテルグレイスリー新宿方面,歌舞伎町,https://mb.jorudan.co.jp//os/bus/1305/stop/173826.html,
error,None,None,None,None,259,京王バス,ＷＥバス：西ルート入庫,新宿駅西口［小田急百貨店］～ハイアットリージェンシー東京前,ハイアットリージェンシー東京前方面,新宿駅西口［小田急百貨店］方面,ハイアットリージェンシー東京前,https://mb.jorudan.co.jp//os/bus/1305/stop/44784.html,
error,None,None,None,None,260,京王電鉄バス,八５７,八王子駅北口～日野台,日野台方面,八王子駅北口方面,日野台,https://mb.jorudan.co.jp//os/bus/1317/stop/52791.html,
error,None,None,None,None,261,京王電鉄バス,分５３,日野駅～分倍河原駅［府中市片町］,分倍河原駅［府中市片町］方面,日野駅方面,分倍河原駅［府中市片町］,https://mb.jorudan.co.jp//os/bus/1317/stop/228432.html,
error,None,None,None,None,262,京王電鉄バス,日野駅～日野自動車前,日野駅～日野自動車前,日野自動車前方面,日野駅方面,日野自動車前,https://mb.jorudan.co.jp//os/bus/1317/stop/52709.html,
error,None,None,None,None,263,京王電鉄バス,東０１,東小金井駅～梶野町三丁目,東小金井駅方面,東小金井駅方面,東小金井駅,https://mb.jorudan.co.jp//os/bus/1317/stop/318220.html,
error,None,None,None,None,264,京王電鉄バス,豊５５,大和田坂下～豊田駅北口,豊田駅北口方面,大和田坂下方面,豊田駅北口,https://mb.jorudan.co.jp//os/bus/1317/stop/52758.html,
error,None,None,None,None,265,京急バス,三１４,長井～三戸海岸,三戸海岸方面,長井方面,三戸海岸,https://mb.jorudan.co.jp//os/bus/1310/stop/50023.html,
error,None,None,None,None,266,京急バス,三１５,引橋～宮田,宮田方面,引橋方面,宮田,https://mb.jorudan.co.jp//os/bus/1310/stop/50191.html,
error,None,None,None,None,267,京急バス,三５５,三崎東岡～ソレイユの丘,ソレイユの丘方面,三崎東岡方面,ソレイユの丘,https://mb.jorudan.co.jp//os/bus/1310/stop/49942.html,
error,None,None,None,None,268,京急バス,三６２,浜諸磯～三崎口駅,三崎口駅方面,浜諸磯方面,三崎口駅,https://mb.jorudan.co.jp//os/bus/1310/stop/49987.html,
error,None,None,None,None,269,京急バス,上５,上大岡駅～杉田［４・１１０系統］,杉田［４・１１０系統］方面,上大岡駅方面,杉田［４・１１０系統］,https://mb.jorudan.co.jp//os/bus/1310/stop/226696.html,
