ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
18217,京成バス（株）,1117,3,浅草病院前,ぐるーりめぐりん[京成バス],35.723314,139.807497,台東区
18218,京成バス（株）,1117,4,桜橋中学校前,ぐるーりめぐりん[京成バス],35.720085,139.806096,台東区
18219,京成バス（株）,1117,5,リバーサイドスポーツセンター前,ぐるーりめぐりん[京成バス],35.71819,139.804466,台東区
18220,京成バス（株）,1117,6,花川戸,ぐるーりめぐりん[京成バス],35.713199,139.800162,台東区
18221,京成バス（株）,1117,7,浅草駅,ぐるーりめぐりん[京成バス],35.711496,139.798479,台東区
18222,京成バス（株）,1117,8,浅草雷門,ぐるーりめぐりん[京成バス],35.710765,139.796784,台東区
18223,京成バス（株）,1117,9,雷門通り,ぐるーりめぐりん[京成バス],35.711026,139.794318,台東区
18224,京成バス（株）,1117,10,田原町駅(東京都),ぐるーりめぐりん[京成バス],35.710605,139.791906,台東区
18225,京成バス（株）,1117,11,寿三丁目〔めぐりん〕,ぐるーりめぐりん[京成バス],35.706987,139.791079,台東区
18226,京成バス（株）,1117,12,大江戸線蔵前駅,ぐるーりめぐりん[京成バス],35.70611,139.789932,台東区
18227,京成バス（株）,1117,13,三筋児童遊園,ぐるーりめぐりん[京成バス],35.704537,139.788126,台東区
18228,京成バス（株）,1117,14,環境ふれあい館ひまわり入口,ぐるーりめぐりん[京成バス],35.702494,139.788107,台東区
18229,京成バス（株）,1117,15,鳥越神社前,ぐるーりめぐりん[京成バス],35.701689,139.784976,台東区
18230,京成バス（株）,1117,16,浅草橋地区センター,ぐるーりめぐりん[京成バス],35.699443,139.783247,台東区
18231,京成バス（株）,1117,17,三井記念病院前,ぐるーりめぐりん[京成バス],35.700284,139.778477,千代田区
18232,京成バス（株）,1117,18,東京法務局台東出張所前,ぐるーりめぐりん[京成バス],35.701738,139.777016,台東区
18233,京成バス（株）,1117,19,台東二丁目,ぐるーりめぐりん[京成バス],35.702856,139.780972,台東区
18234,京成バス（株）,1117,20,新御徒町駅前,ぐるーりめぐりん[京成バス],35.707306,139.781867,台東区
18235,京成バス（株）,1117,21,永寿総合病院東,ぐるーりめぐりん[京成バス],35.709699,139.780256,台東区
18236,京成バス（株）,1117,22,台東区役所,ぐるーりめぐりん[京成バス],35.712587,139.78073,台東区
18237,京成バス（株）,1117,23,上野駅〔入谷口〕,ぐるーりめぐりん[京成バス],35.714504,139.778434,台東区
18238,京成バス（株）,1117,24,上野郵便局,ぐるーりめぐりん[京成バス],35.718981,139.780424,台東区
18239,京成バス（株）,1117,25,根岸三丁目,ぐるーりめぐりん[京成バス],35.721339,139.781834,台東区
18240,京成バス（株）,1117,26,下谷三丁目,ぐるーりめぐりん[京成バス],35.724579,139.785323,台東区
18241,京成バス（株）,1117,27,一葉記念館,ぐるーりめぐりん[京成バス],35.726278,139.790724,台東区
18242,京成バス（株）,1117,28,三ノ輪駅,ぐるーりめぐりん[京成バス],35.729668,139.792606,台東区
18243,京成バス（株）,1117,29,三ノ輪二丁目,ぐるーりめぐりん[京成バス],35.728059,139.794445,台東区
18244,京成バス（株）,1117,30,吉原大門,ぐるーりめぐりん[京成バス],35.725124,139.796977,台東区
18245,京成バス（株）,1117,31,清川一丁目(東京都),ぐるーりめぐりん[京成バス],35.726304,139.802288,台東区
18246,京成バス（株）,1117,32,清川清掃車庫,ぐるーりめぐりん[京成バス],35.727697,139.805064,台東区
18247,京成バス（株）,1117,33,橋場二丁目,ぐるーりめぐりん[京成バス],35.728549,139.806199,台東区
18248,京成バス（株）,1117,34,橋場二丁目アパート前,ぐるーりめぐりん[京成バス],35.727223,139.808519,台東区
18248,京成バス（株）,1117,34,橋場二丁目アパート前,ぐるーりめぐりん[京成バス],35.727223,139.808519,台東区
18249,京成バス（株）,1118,1,押上駅前,墨田区内循環バス[北東部ルート(八広駅方面)][京成バス],35.710581,139.813146,墨田区
18250,京成バス（株）,1118,2,飛木稲荷神社入口,墨田区内循環バス[北東部ルート(八広駅方面)][京成バス],35.712247,139.816236,墨田区
18251,京成バス（株）,1118,3,とらばし児童遊園,墨田区内循環バス[北東部ルート(八広駅方面)][京成バス],35.715085,139.819766,墨田区
18252,京成バス（株）,1119,1,新小岩駅東北広場,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.718884,139.859317,葛飾区
18253,京成バス（株）,1119,2,東新小岩二丁目,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.726515,139.867203,葛飾区
18254,京成バス（株）,1119,3,上一色中学校前,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.723329,139.873797,江戸川区
18255,京成バス（株）,1119,4,大杉第二小学校〔京成バス〕,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.70599,139.880784,江戸川区
18256,京成バス（株）,1119,5,一之江駅前,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.685528,139.881958,江戸川区
18257,京成バス（株）,1119,6,葛西駅前,新小岩駅東北広場-東京ディズニーリゾート[京成バス],35.663204,139.87375,江戸川区
18260,京成バス（株）,1120,1,虎ノ門ヒルズ〔東京BRT〕,東京BRT[京成バス],35.667926,139.749751,港区
18261,京成バス（株）,1120,2,新橋〔BRT〕,東京BRT[京成バス],35.664771,139.760722,中央区
18262,京成バス（株）,1120,3,勝どきBRT,東京BRT[京成バス],35.657192,139.773202,中央区
18263,京成バス（株）,1120,4,晴海BRTターミナル,東京BRT[京成バス],35.656952,139.785814,中央区
18264,京成バス（株）,1121,1,虎ノ門ヒルズ〔東京BRT〕,虎ノ門ヒルズ→羽田空港[京成バス],35.667804,139.749681,港区
18265,京成バス（株）,1121,2,アンダーズ東京,虎ノ門ヒルズ→羽田空港[京成バス],35.667044,139.749431,港区
18266,京成バス（株）,1121,3,羽田空港第2ターミナル(空港連絡バス),虎ノ門ヒルズ→羽田空港[京成バス],35.550939,139.787981,大田区
18267,京成バス（株）,1121,4,羽田空港第1ターミナル(空港連絡バス),虎ノ門ヒルズ→羽田空港[京成バス],35.548517,139.785004,大田区
18268,京成バス（株）,1121,5,羽田空港第3ターミナル,虎ノ門ヒルズ→羽田空港[京成バス],35.544017,139.768047,大田区
18269,京成バス（株）,1122,1,羽田空港第3ターミナル,羽田空港→虎ノ門ヒルズ[京成バス],35.544017,139.768047,大田区
18270,京成バス（株）,1122,2,羽田空港第2ターミナル(空港連絡バス),羽田空港→虎ノ門ヒルズ[京成バス],35.550939,139.787981,大田区
18271,京成バス（株）,1122,3,羽田空港第1ターミナル(空港連絡バス),羽田空港→虎ノ門ヒルズ[京成バス],35.548523,139.784999,大田区
18272,京成バス（株）,1122,4,アンダーズ東京,羽田空港→虎ノ門ヒルズ[京成バス],35.667044,139.749431,港区
18273,京成バス（株）,1122,5,虎ノ門ヒルズ〔東京BRT〕,羽田空港→虎ノ門ヒルズ[京成バス],35.667804,139.749681,港区
18274,江戸川区,1123,1,小岩駅前,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.732762,139.881908,江戸川区
18275,江戸川区,1123,2,小岩駅北口,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.734974,139.880841,江戸川区
18276,江戸川区,1123,3,西小岩一丁目,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.731005,139.876732,江戸川区
18277,江戸川区,1123,4,興宮町北,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.724264,139.876191,江戸川区
18278,江戸川区,1123,5,興宮町南,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.722355,139.877361,江戸川区
18279,江戸川区,1123,6,上一色二丁目西,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.725294,139.873241,江戸川区
18280,江戸川区,1123,7,上一色二丁目東,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.726265,139.873631,江戸川区
18281,江戸川区,1123,8,上一色三丁目,江戸川区コミュニティバス[コミュニティ交通(江戸川区)],35.729185,139.872831,江戸川区
18282,高速バス,1124,1,池袋駅〔西口〕,成田シャトル池袋線[高速バス],35.730549,139.70832,豊島区
18288,京成バス（株）,1125,1,タウンバス車庫,新小59[京成バス/京成タウンバス],35.736013,139.855621,葛飾区
18289,京成バス（株）,1125,2,奥戸二丁目,新小59[京成バス/京成タウンバス],35.73532,139.860433,葛飾区
18290,京成バス（株）,1125,3,奥戸三丁目,新小59[京成バス/京成タウンバス],35.734754,139.863847,葛飾区
18291,京成バス（株）,1125,4,奥戸六丁目,新小59[京成バス/京成タウンバス],35.731214,139.86848,葛飾区
18292,京成バス（株）,1125,5,東新小岩二丁目,新小59[京成バス/京成タウンバス],35.726424,139.867369,葛飾区
18293,京成バス（株）,1125,6,新小岩駅東北広場,新小59[京成バス/京成タウンバス],35.718706,139.859578,葛飾区
18294,京成バス（株）,1125,7,新小岩公園,新小59[京成バス/京成タウンバス],35.716734,139.853644,葛飾区
18295,京成バス（株）,1125,8,平井駅入口,新小59[京成バス/京成タウンバス],35.707401,139.840976,江戸川区
18296,京成バス（株）,1125,9,亀戸香取神社,新小59[京成バス/京成タウンバス],35.704132,139.82561,江東区
18297,京成バス（株）,1125,10,東京スカイツリータウン前,新小59[京成バス/京成タウンバス],35.708748,139.81045,墨田区
18298,京成バス（株）,1125,11,本所吾妻橋,新小59[京成バス/京成タウンバス],35.708536,139.805113,墨田区
18299,京成バス（株）,1125,12,リバーピア吾妻橋前,新小59[京成バス/京成タウンバス],35.708823,139.801459,墨田区
18300,京成バス（株）,1125,13,浅草雷門,新小59[京成バス/京成タウンバス],35.710718,139.796755,台東区
18301,京成バス（株）,1125,14,浅草寿町,新小59[京成バス/京成タウンバス],35.709294,139.792507,台東区
18333,小田急バス（株）,1126,32,笹塚二丁目,宿44(武蔵境駅-新宿駅)[小田急バス],35.673726,139.66421,渋谷区
18334,小田急バス（株）,1126,33,笹塚駅,宿44(武蔵境駅-新宿駅)[小田急バス],35.674567,139.667165,渋谷区
18335,小田急バス（株）,1126,34,幡ヶ谷原町,宿44(武蔵境駅-新宿駅)[小田急バス],35.675848,139.671496,渋谷区
18336,小田急バス（株）,1126,35,幡ヶ谷駅,宿44(武蔵境駅-新宿駅)[小田急バス],35.677644,139.677577,渋谷区
18337,小田急バス（株）,1126,36,幡代,宿44(武蔵境駅-新宿駅)[小田急バス],35.679218,139.681975,渋谷区
18338,小田急バス（株）,1126,37,新国立劇場初台駅入口,宿44(武蔵境駅-新宿駅)[小田急バス],35.681114,139.685826,渋谷区
18339,小田急バス（株）,1126,38,東京オペラシティ南,宿44(武蔵境駅-新宿駅)[小田急バス],35.682932,139.688621,新宿区
18340,小田急バス（株）,1126,39,西参道(東京都),宿44(武蔵境駅-新宿駅)[小田急バス],35.68473,139.691333,新宿区
18341,小田急バス（株）,1126,40,プレッソイン新宿前,宿44(武蔵境駅-新宿駅)[小田急バス],35.685693,139.692719,新宿区
18342,小田急バス（株）,1126,41,角筈二丁目,宿44(武蔵境駅-新宿駅)[小田急バス],35.688215,139.697419,新宿区
18343,小田急バス（株）,1126,42,新宿駅西口,宿44(武蔵境駅-新宿駅)[小田急バス],35.692285,139.698853,新宿区
18540,小田急バス（株）,1139,1,千歳烏山駅北口,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.669637,139.599897,世田谷区
18541,小田急バス（株）,1139,2,烏山総合支所前,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.670048,139.598203,世田谷区
18542,小田急バス（株）,1139,3,北烏山九丁目屋敷林,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.671488,139.596481,世田谷区
18543,小田急バス（株）,1139,4,昭和大学附属烏山病院,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.672801,139.594547,世田谷区
18544,小田急バス（株）,1139,5,ときわ橋,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.675265,139.592539,世田谷区
18545,小田急バス（株）,1139,6,日本女子体育大学前,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.678118,139.590709,世田谷区
18546,小田急バス（株）,1139,7,北野水無,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.680496,139.588188,世田谷区
18547,小田急バス（株）,1139,8,牟礼前,吉02(千歳烏山駅-吉祥寺駅)[小田急バス],35.68241,139.587358,世田谷区
18602,小田急バス（株）,1143,1,駒沢陸橋,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.628874,139.673769,世田谷区
18603,小田急バス（株）,1143,2,野沢交番前,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.629486,139.672543,世田谷区
18604,小田急バス（株）,1143,3,野沢龍雲寺,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.630975,139.670625,世田谷区
18605,小田急バス（株）,1143,4,野沢銀座,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.632626,139.668211,世田谷区
18606,小田急バス（株）,1143,5,上馬,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.636706,139.665651,世田谷区
18607,小田急バス（株）,1143,6,中里(世田谷区),下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.638591,139.667019,世田谷区
18608,小田急バス（株）,1143,7,三軒茶屋(東京都),下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.644786,139.670547,世田谷区
18609,小田急バス（株）,1143,8,三軒茶屋銀座,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.646086,139.669911,世田谷区
18610,小田急バス（株）,1143,9,太子堂(東京都),下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.647672,139.668907,世田谷区
18611,小田急バス（株）,1143,10,代沢十字路,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.650564,139.667334,世田谷区
18612,小田急バス（株）,1143,11,代沢小学校,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.653292,139.667126,世田谷区
18613,小田急バス（株）,1143,12,代沢五丁目,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.657971,139.667916,世田谷区
18614,小田急バス（株）,1143,13,下北沢駅前,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.660369,139.668891,世田谷区
18615,小田急バス（株）,1143,14,北沢タウンホール,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.66205,139.6699,世田谷区
18616,小田急バス（株）,1144,1,代沢十字路,下61(歩行者天国実施時)[小田急バス],35.651399,139.667226,世田谷区
18617,小田急バス（株）,1144,2,代沢小学校,下61(歩行者天国実施時)[小田急バス],35.653292,139.667126,世田谷区
18618,小田急バス（株）,1144,3,代沢五丁目,下61(歩行者天国実施時)[小田急バス],35.657971,139.667916,世田谷区
18619,小田急バス（株）,1144,4,下北沢駅前,下61(歩行者天国実施時)[小田急バス],35.660369,139.668891,世田谷区
18620,小田急バス（株）,1144,5,北沢タウンホール,下61(歩行者天国実施時)[小田急バス],35.66205,139.6699,世田谷区
18621,小田急バス（株）,1145,1,経堂駅,渋54(経堂駅-渋谷駅)[小田急バス],35.651693,139.636396,世田谷区
18622,小田急バス（株）,1145,2,経堂駅入口,渋54(経堂駅-渋谷駅)[小田急バス],35.652272,139.638348,世田谷区
18623,小田急バス（株）,1145,3,ユリの木公園,渋54(経堂駅-渋谷駅)[小田急バス],35.653679,139.642423,世田谷区
18624,小田急バス（株）,1145,4,赤堤,渋54(経堂駅-渋谷駅)[小田急バス],35.65649,139.642651,世田谷区
18625,小田急バス（株）,1145,5,六所神社前(東京都),渋54(経堂駅-渋谷駅)[小田急バス],35.657044,139.644728,世田谷区
18626,小田急バス（株）,1145,6,松原(世田谷区),渋54(経堂駅-渋谷駅)[小田急バス],35.656991,139.649778,世田谷区
18627,小田急バス（株）,1145,7,光明学校前,渋54(経堂駅-渋谷駅)[小田急バス],35.656796,139.652018,世田谷区
18628,小田急バス（株）,1145,8,梅ヶ丘駅北口,渋54(経堂駅-渋谷駅)[小田急バス],35.656127,139.652962,世田谷区
18629,小田急バス（株）,1145,9,代田三丁目,渋54(経堂駅-渋谷駅)[小田急バス],35.655655,139.657109,世田谷区
18630,小田急バス（株）,1145,10,宮前橋(東京都),渋54(経堂駅-渋谷駅)[小田急バス],35.654991,139.659398,世田谷区
18631,小田急バス（株）,1145,11,代田一丁目,渋54(経堂駅-渋谷駅)[小田急バス],35.654038,139.663247,世田谷区
18632,小田急バス（株）,1145,12,代沢小学校,渋54(経堂駅-渋谷駅)[小田急バス],35.653838,139.666806,世田谷区
18633,小田急バス（株）,1145,13,代沢四丁目,渋54(経堂駅-渋谷駅)[小田急バス],35.653747,139.669981,世田谷区
18634,小田急バス（株）,1145,14,淡島(東京都),渋54(経堂駅-渋谷駅)[小田急バス],35.654444,139.673089,世田谷区
18635,小田急バス（株）,1145,15,代沢一丁目,渋54(経堂駅-渋谷駅)[小田急バス],35.655525,139.677055,世田谷区
18636,小田急バス（株）,1145,16,池尻住宅前,渋54(経堂駅-渋谷駅)[小田急バス],35.655723,139.679692,世田谷区
18637,小田急バス（株）,1145,17,駒場(東京都),渋54(経堂駅-渋谷駅)[小田急バス],35.65569,139.682301,目黒区
18638,小田急バス（株）,1145,18,松見坂上,渋54(経堂駅-渋谷駅)[小田急バス],35.655464,139.686346,目黒区
18639,小田急バス（株）,1145,19,松見坂下,渋54(経堂駅-渋谷駅)[小田急バス],35.655529,139.689403,目黒区
18640,小田急バス（株）,1145,20,青葉台四丁目,渋54(経堂駅-渋谷駅)[小田急バス],35.654958,139.692037,目黒区
18641,小田急バス（株）,1145,21,道玄坂上,渋54(経堂駅-渋谷駅)[小田急バス],35.656109,139.69611,渋谷区
18642,小田急バス（株）,1145,22,渋谷駅,渋54(経堂駅-渋谷駅)[小田急バス],35.658167,139.700256,渋谷区
18643,小田急バス（株）,1146,1,経堂駅,梅02[小田急バス],35.651693,139.636396,世田谷区
18644,小田急バス（株）,1146,2,経堂駅入口,梅02[小田急バス],35.652272,139.638348,世田谷区
18645,小田急バス（株）,1146,3,ユリの木公園,梅02[小田急バス],35.653679,139.642423,世田谷区
18646,小田急バス（株）,1146,4,赤堤,梅02[小田急バス],35.65649,139.642651,世田谷区
18647,小田急バス（株）,1146,5,六所神社前(東京都),梅02[小田急バス],35.657044,139.644728,世田谷区
18648,小田急バス（株）,1146,6,松原(世田谷区),梅02[小田急バス],35.656991,139.649778,世田谷区
18649,小田急バス（株）,1146,7,光明学校前,梅02[小田急バス],35.656796,139.652018,世田谷区
18650,小田急バス（株）,1146,8,梅ヶ丘駅北口,梅02[小田急バス],35.656235,139.65323,世田谷区
18651,小田急バス（株）,1147,1,千歳船橋駅,経01他[小田急バス],35.64724,139.621861,世田谷区
18652,小田急バス（株）,1147,2,水道局前(東京都),経01他[小田急バス],35.648282,139.618385,世田谷区
18653,小田急バス（株）,1147,3,成城警察署前,経01他[小田急バス],35.652318,139.616118,世田谷区
18654,小田急バス（株）,1147,4,千歳台三丁目,経01他[小田急バス],35.653013,139.614819,世田谷区
18655,小田急バス（株）,1147,5,廻沢,経01他[小田急バス],35.652782,139.613597,世田谷区
18656,小田急バス（株）,1147,6,希望ヶ丘記念公園,経01他[小田急バス],35.653767,139.612869,世田谷区
18657,小田急バス（株）,1147,7,千歳台四丁目,経01他[小田急バス],35.655259,139.613841,世田谷区
18658,小田急バス（株）,1147,8,船橋小学校前,経01他[小田急バス],35.653757,139.616092,世田谷区
18659,小田急バス（株）,1147,9,宝性寺,経01他[小田急バス],35.655802,139.616871,世田谷区
18660,小田急バス（株）,1147,10,船橋希望中学校前,経01他[小田急バス],35.65642,139.619161,世田谷区
18661,小田急バス（株）,1147,11,希望ヶ丘団地(東京都),経01他[小田急バス],35.657731,139.620365,世田谷区
18662,小田急バス（株）,1147,12,朝日新聞社前(世田谷区),経01他[小田急バス],35.659589,139.621022,世田谷区
18663,小田急バス（株）,1147,13,希望ヶ丘東公園,経01他[小田急バス],35.659663,139.623831,世田谷区
18664,小田急バス（株）,1147,14,水道辻,経01他[小田急バス],35.657164,139.62734,世田谷区
18665,小田急バス（株）,1147,15,桜上水二丁目,経01他[小田急バス],35.656887,139.628285,世田谷区
18666,小田急バス（株）,1147,16,経堂小学校前,経01他[小田急バス],35.656858,139.631576,世田谷区
18667,小田急バス（株）,1147,17,経堂赤堤通り団地,経01他[小田急バス],35.65682,139.635016,世田谷区
18668,小田急バス（株）,1147,18,赤堤小学校前,経01他[小田急バス],35.656326,139.637961,世田谷区
18669,小田急バス（株）,1147,19,大和橋(東京都),経01他[小田急バス],35.655163,139.637948,世田谷区
18670,小田急バス（株）,1147,20,経堂駅,経01他[小田急バス],35.651693,139.636396,世田谷区
18671,小田急バス（株）,1148,1,千歳船橋駅,歳22[小田急バス],35.64724,139.621861,世田谷区
18671,小田急バス（株）,1148,1,千歳船橋駅,歳22[小田急バス],35.64724,139.621861,世田谷区
18672,小田急バス（株）,1148,2,成城警察署前,歳22[小田急バス],35.652318,139.616118,世田谷区
18673,小田急バス（株）,1148,3,千歳台三丁目,歳22[小田急バス],35.653143,139.614946,世田谷区
18673,小田急バス（株）,1148,3,千歳台三丁目,歳22[小田急バス],35.653143,139.614946,世田谷区
18674,小田急バス（株）,1148,4,廻沢,歳22[小田急バス],35.652782,139.613597,世田谷区
18675,小田急バス（株）,1148,5,希望ヶ丘記念公園,歳22[小田急バス],35.653767,139.612869,世田谷区
18676,小田急バス（株）,1148,6,千歳台四丁目,歳22[小田急バス],35.655259,139.613841,世田谷区
18677,小田急バス（株）,1148,7,宝性寺,歳22[小田急バス],35.655802,139.616871,世田谷区
18678,小田急バス（株）,1148,8,船橋希望中学校前,歳22[小田急バス],35.65642,139.619161,世田谷区
18679,小田急バス（株）,1148,9,希望ヶ丘団地(東京都),歳22[小田急バス],35.657731,139.620365,世田谷区
18680,小田急バス（株）,1148,10,朝日新聞社前(世田谷区),歳22[小田急バス],35.659377,139.619618,世田谷区
18681,小田急バス（株）,1148,11,区立温水プール前,歳22[小田急バス],35.659317,139.617019,世田谷区
18682,小田急バス（株）,1148,12,粕谷一丁目,歳22[小田急バス],35.658123,139.611997,世田谷区
18683,小田急バス（株）,1148,13,千歳台五丁目,歳22[小田急バス],35.655424,139.612636,世田谷区
18684,小田急バス（株）,1148,14,千歳台三丁目,歳22[小田急バス],35.653143,139.614946,世田谷区
18684,小田急バス（株）,1148,14,千歳台三丁目,歳22[小田急バス],35.653143,139.614946,世田谷区
18685,小田急バス（株）,1148,15,千歳船橋駅,歳22[小田急バス],35.64724,139.621861,世田谷区
18685,小田急バス（株）,1148,15,千歳船橋駅,歳22[小田急バス],35.64724,139.621861,世田谷区
18686,小田急バス（株）,1149,1,千歳船橋駅,梅01[小田急バス],35.64724,139.621861,世田谷区
18687,小田急バス（株）,1149,2,水道局前(東京都),梅01[小田急バス],35.648282,139.618385,世田谷区
18688,小田急バス（株）,1149,3,成城警察署前,梅01[小田急バス],35.652318,139.616118,世田谷区
18689,小田急バス（株）,1149,4,千歳台三丁目,梅01[小田急バス],35.653013,139.614819,世田谷区
18690,小田急バス（株）,1149,5,廻沢,梅01[小田急バス],35.652782,139.613597,世田谷区
18691,小田急バス（株）,1149,6,希望ヶ丘記念公園,梅01[小田急バス],35.653767,139.612869,世田谷区
18692,小田急バス（株）,1149,7,千歳台四丁目,梅01[小田急バス],35.655259,139.613841,世田谷区
18693,小田急バス（株）,1149,8,船橋小学校前,梅01[小田急バス],35.653757,139.616092,世田谷区
18694,小田急バス（株）,1149,9,宝性寺,梅01[小田急バス],35.655802,139.616871,世田谷区
18695,小田急バス（株）,1149,10,船橋希望中学校前,梅01[小田急バス],35.65642,139.619161,世田谷区
18696,小田急バス（株）,1149,11,希望ヶ丘団地(東京都),梅01[小田急バス],35.657731,139.620365,世田谷区
18697,小田急バス（株）,1149,12,朝日新聞社前(世田谷区),梅01[小田急バス],35.659589,139.621022,世田谷区
18698,小田急バス（株）,1149,13,希望ヶ丘東公園,梅01[小田急バス],35.659663,139.623831,世田谷区
18699,小田急バス（株）,1149,14,水道辻,梅01[小田急バス],35.657164,139.62734,世田谷区
18700,小田急バス（株）,1149,15,桜上水二丁目,梅01[小田急バス],35.656887,139.628285,世田谷区
18701,小田急バス（株）,1149,16,経堂小学校前,梅01[小田急バス],35.656858,139.631576,世田谷区
18702,小田急バス（株）,1149,17,経堂赤堤通り団地,梅01[小田急バス],35.65682,139.635016,世田谷区
18703,小田急バス（株）,1149,18,赤堤小学校前,梅01[小田急バス],35.656326,139.637961,世田谷区
18704,小田急バス（株）,1149,19,大和橋(東京都),梅01[小田急バス],35.655163,139.637948,世田谷区
18705,小田急バス（株）,1149,20,経堂駅,梅01[小田急バス],35.651693,139.636396,世田谷区
18706,小田急バス（株）,1149,21,経堂駅入口,梅01[小田急バス],35.652272,139.638348,世田谷区
18707,小田急バス（株）,1149,22,ユリの木公園,梅01[小田急バス],35.653679,139.642423,世田谷区
18708,小田急バス（株）,1149,23,赤堤,梅01[小田急バス],35.65649,139.642651,世田谷区
18709,小田急バス（株）,1149,24,六所神社前(東京都),梅01[小田急バス],35.657044,139.644728,世田谷区
18710,小田急バス（株）,1149,25,松原(世田谷区),梅01[小田急バス],35.656991,139.649778,世田谷区
18711,小田急バス（株）,1149,26,光明学校前,梅01[小田急バス],35.656796,139.652018,世田谷区
18712,小田急バス（株）,1150,1,希望ヶ丘団地(東京都),歳25[小田急バス],35.657424,139.62062,世田谷区
18713,小田急バス（株）,1150,2,朝日新聞社前(世田谷区),歳25[小田急バス],35.658967,139.620481,世田谷区
18714,小田急バス（株）,1150,3,大東学園,歳25[小田急バス],35.658574,139.618422,世田谷区
18715,小田急バス（株）,1150,4,船橋希望中学校北,歳25[小田急バス],35.6566,139.618722,世田谷区
18716,小田急バス（株）,1150,5,希望ヶ丘小学校,歳25[小田急バス],35.656798,139.622088,世田谷区
18717,小田急バス（株）,1150,6,船橋交番,歳25[小田急バス],35.656465,139.623161,世田谷区
18718,小田急バス（株）,1150,7,船橋まちづくりセンター,歳25[小田急バス],35.653662,139.621893,世田谷区
18719,小田急バス（株）,1150,8,船橋地区会館,歳25[小田急バス],35.651906,139.620484,世田谷区
18720,小田急バス（株）,1150,9,有隣病院前,歳25[小田急バス],35.650532,139.619366,世田谷区
18721,小田急バス（株）,1150,10,水道局前(東京都),歳25[小田急バス],35.648282,139.618385,世田谷区
18722,小田急バス（株）,1150,11,千歳船橋駅,歳25[小田急バス],35.647404,139.621328,世田谷区
18723,小田急バス（株）,1151,1,祖師ヶ谷大蔵駅,祖師谷・成城地域循環[小田急バス],35.643267,139.609171,世田谷区
18723,小田急バス（株）,1151,1,祖師ヶ谷大蔵駅,祖師谷・成城地域循環[小田急バス],35.643267,139.609171,世田谷区
18724,小田急バス（株）,1151,2,祖師谷商店街,祖師谷・成城地域循環[小田急バス],35.645399,139.608608,世田谷区
18725,小田急バス（株）,1151,3,祖師谷まちづくりセンター,祖師谷・成城地域循環[小田急バス],35.646976,139.608447,世田谷区
18726,小田急バス（株）,1151,4,ふれあい遊歩道,祖師谷・成城地域循環[小田急バス],35.648514,139.608287,世田谷区
18727,小田急バス（株）,1151,5,祖師谷五丁目南,祖師谷・成城地域循環[小田急バス],35.651065,139.608397,世田谷区
18728,小田急バス（株）,1151,6,塚戸南,祖師谷・成城地域循環[小田急バス],35.6536,139.608688,世田谷区
18729,小田急バス（株）,1151,7,祖師谷五丁目北,祖師谷・成城地域循環[小田急バス],35.653485,139.606369,世田谷区
18730,小田急バス（株）,1151,8,つりがね池公園,祖師谷・成城地域循環[小田急バス],35.652885,139.604845,世田谷区
18731,小田急バス（株）,1151,9,祖師谷六丁目三叉路,祖師谷・成城地域循環[小田急バス],35.652327,139.603641,世田谷区
18732,小田急バス（株）,1151,10,上祖パンダ公園南,祖師谷・成城地域循環[小田急バス],35.652399,139.602033,世田谷区
18733,小田急バス（株）,1151,11,鞍橋,祖師谷・成城地域循環[小田急バス],35.652759,139.600336,世田谷区
