,ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
8980,24454.0,東武バス,1542.0,13.0,足立清掃工場〔東武バス〕,谷01・竹14:桑袋-谷塚・西新井(桑袋-谷塚)[東武バス],35.803705,139.797632,足立区
423,423.0,都営バス,20.0,1.0,足立清掃工場前〔都営バス〕,北47(足立清掃工場前-竹の塚駅前)[都営バス],35.804033,139.797014,足立区
1518,1946.0,都営バス,95.0,28.0,足立第五中学校前,王40(池袋駅東口-西新井駅前)[都営バス],35.777295,139.777067,足立区
13703,1946.0,都営バス,95.0,28.0,足立第五中学校前,王40(池袋駅東口-西新井駅前)[都営バス],35.777295,139.777067,足立区
8946,24420.0,東武バス,1540.0,7.0,足立総合スポーツセンター,竹17:竹の塚-六町[東武バス],35.792721,139.81326,足立区
8958,24432.0,東武バス,1541.0,7.0,足立総合スポーツセンター,竹17-2:竹の塚-六町-花畑車庫[東武バス],35.792721,139.81326,足立区
9314,24800.0,東武バス,1564.0,10.0,足立車検場,綾20・22・24:竹の塚-綾瀬[東武バス],35.796714,139.817451,足立区
13704,24800.0,東武バス,1564.0,10.0,足立車検場,綾20・22・24:竹の塚-綾瀬[東武バス],35.796714,139.817451,足立区
9462,24980.0,東武バス,1574.0,6.0,足立郷土博物館,有65:亀有-足立郷土博物館-六ツ木-八潮[東武バス],35.783976,139.842254,足立区
9452,24966.0,東武バス,1573.0,6.0,足立郷土博物館,有64:亀有-足立郷土博物館-八潮[東武バス],35.783976,139.842254,足立区
11928,31243.0,文京区,2023.0,15.0,跡見女子大西門前,目白台・小日向ルート〔シビックセンター方面〕[Bーぐる(文京区)],35.717036,139.734117,文京区
4445,4890.0,東急バス（株）,270.0,11.0,身延山別院,玉12[東急バス],35.616643,139.628109,世田谷区
3778,4201.0,東急バス（株）,230.0,5.0,身延山別院,玉07〔出入庫〕[東急バス],35.617084,139.628228,世田谷区
4333,4775.0,東急バス（株）,264.0,22.0,身延山別院,渋12[東急バス],35.616643,139.628109,世田谷区
2670,3100.0,都営バス,156.0,6.0,辰巳一丁目,錦13乙[都営バス],35.65104,139.811645,江東区
2879,3305.0,都営バス,164.0,13.0,辰巳一丁目,門19[都営バス],35.650362,139.810342,江東区
1026,1039.0,都営バス,60.0,11.0,辰巳一丁目,東15[都営バス],35.650362,139.810342,江東区
13705,1039.0,都営バス,60.0,11.0,辰巳一丁目,東15[都営バス],35.650362,139.810342,江東区
12620,32976.0,江東区,2128.0,5.0,辰巳一丁目北,辰巳ルート〔潮見方面〕[しおかぜ],35.652052,139.80911,江東区
1023,1036.0,都営バス,60.0,8.0,辰巳三丁目,東15[都営バス],35.64219,139.812071,江東区
2667,3097.0,都営バス,156.0,3.0,辰巳三丁目,錦13乙[都営バス],35.64219,139.812071,江東区
2876,3302.0,都営バス,164.0,10.0,辰巳三丁目,門19[都営バス],35.64219,139.812071,江東区
12619,32975.0,江東区,2128.0,4.0,辰巳中央,辰巳ルート〔潮見方面〕[しおかぜ],35.651054,139.808638,江東区
2669,3099.0,都営バス,156.0,5.0,辰巳団地,錦13乙[都営バス],35.648989,139.811937,江東区
2878,3304.0,都営バス,164.0,12.0,辰巳団地,門19[都営バス],35.648989,139.811937,江東区
12617,32973.0,江東区,2128.0,2.0,辰巳団地,辰巳ルート〔潮見方面〕[しおかぜ],35.64914,139.811656,江東区
1025,1038.0,都営バス,60.0,10.0,辰巳団地,東15[都営バス],35.648989,139.811937,江東区
1027,1040.0,都営バス,60.0,12.0,辰巳橋,東15[都営バス],35.650095,139.807394,江東区
2880,3306.0,都営バス,164.0,14.0,辰巳橋,門19[都営バス],35.650095,139.807394,江東区
2668,3098.0,都営バス,156.0,4.0,辰巳駅前,錦13乙[都営バス],35.646777,139.812265,江東区
12616,32972.0,江東区,2128.0,1.0,辰巳駅前,辰巳ルート〔潮見方面〕[しおかぜ],35.64691,139.812021,江東区
12615,32971.0,江東区,2127.0,6.0,辰巳駅前,辰巳ルート〔辰巳方面〕[しおかぜ],35.64691,139.812021,江東区
1024,1037.0,都営バス,60.0,9.0,辰巳駅前,東15[都営バス],35.646777,139.812265,江東区
2877,3303.0,都営バス,164.0,11.0,辰巳駅前,門19[都営バス],35.646777,139.812265,江東区
12514,32408.0,朝日バス,2085.0,17.0,辰沼一丁目,はるかぜ2号[朝日バス],35.786425,139.835927,足立区
12515,32409.0,朝日バス,2085.0,18.0,辰沼二丁目,はるかぜ2号[朝日バス],35.787091,139.834897,足立区
12517,32411.0,朝日バス,2085.0,20.0,辰沼二丁目公園前,はるかぜ2号[朝日バス],35.79043,139.833202,足立区
13706,32407.0,朝日バス,2085.0,16.0,辰沼団地,はるかぜ2号[朝日バス],35.785134,139.836351,足立区
12513,32407.0,朝日バス,2085.0,16.0,辰沼団地,はるかぜ2号[朝日バス],35.785134,139.836351,足立区
9429,24927.0,東武バス,1571.0,13.0,辰沼団地入口,有29・有38:六ツ木都住・佐野六ツ木循環[東武バス],35.786888,139.838414,足立区
9411,24909.0,東武バス,1570.0,9.0,辰沼団地入口,有28:亀有-東和三-六ツ木[東武バス],35.786888,139.838414,足立区
9284,24766.0,東武バス,1562.0,12.0,辰沼団地入口,綾21:綾瀬-綾瀬署-六ツ木-綾瀬駅北口[東武バス],35.786888,139.838414,足立区
9252,24734.0,東武バス,1560.0,12.0,辰沼団地入口,六21:綾瀬-東和三-六ツ木[東武バス],35.786888,139.838414,足立区
12512,32406.0,朝日バス,2085.0,15.0,辰沼小学校入口,はるかぜ2号[朝日バス],35.783605,139.836657,足立区
10794,26836.0,国際興業（株）,1700.0,12.0,農協前,練95:練馬北町車庫-練馬駅[国際興業バス],35.748878,139.641989,練馬区
10776,26818.0,国際興業（株）,1699.0,24.0,農協前,赤01/85/練95:赤羽駅-平和台駅-練馬駅[国際興業バス],35.748878,139.641989,練馬区
6261,11823.0,西武バス（株）,720.0,9.0,農協前,練47[西武バス],35.748536,139.642992,練馬区
4487,4935.0,東急バス（株）,272.0,20.0,農大一高前,渋22[東急バス],35.639902,139.636585,世田谷区
4374,4819.0,東急バス（株）,267.0,20.0,農大一高前,渋23[東急バス],35.639902,139.636585,世田谷区
4404,4849.0,東急バス（株）,268.0,20.0,農大一高前,渋24他[東急バス/小田急バス],35.639902,139.636585,世田谷区
7626,19457.0,小田急バス（株）,1192.0,35.0,農大一高前,渋26[小田急バス],35.640103,139.63712,世田谷区
4375,4820.0,東急バス（株）,267.0,21.0,農大前,渋23[東急バス],35.63976,139.6336,世田谷区
4753,5204.0,東急バス（株）,292.0,10.0,農大前,用01[東急バス],35.639083,139.633902,世田谷区
4488,4936.0,東急バス（株）,272.0,21.0,農大前,渋22[東急バス],35.63976,139.6336,世田谷区
4405,4850.0,東急バス（株）,268.0,21.0,農大前,渋24他[東急バス/小田急バス],35.63976,139.6336,世田谷区
7625,19456.0,小田急バス（株）,1192.0,34.0,農大前,渋26[小田急バス],35.639937,139.632575,世田谷区
4376,4821.0,東急バス（株）,267.0,22.0,農大成人学校前,渋23[東急バス],35.641733,139.630058,世田谷区
4752,5203.0,東急バス（株）,292.0,9.0,農大成人学校前,用01[東急バス],35.641769,139.630236,世田谷区
6973,17790.0,京成バス（株）,1088.0,12.0,農業試験場,新小71:新小岩駅-瑞江駅[京成バス],35.711905,139.885697,江戸川区
3538,3956.0,都営バス,209.0,2.0,通り三丁目,深夜14[都営バス],35.679209,139.772413,中央区
1050,1063.0,都営バス,60.0,35.0,通り三丁目,東15[都営バス],35.679407,139.770866,中央区
1053,1066.0,都営バス,61.0,2.0,通り三丁目,東16(東京駅八重洲口-東京ビッグサイト)[都営バス],35.679209,139.772413,中央区
4920,5369.0,東急バス（株）,302.0,19.0,道々橋,森05[東急バス],35.587435,139.695742,大田区
13707,5369.0,東急バス（株）,302.0,19.0,道々橋,森05[東急バス],35.587435,139.695742,大田区
4889,5338.0,東急バス（株）,301.0,14.0,道々橋八幡前,蒲12[東急バス],35.585366,139.693833,大田区
13708,5338.0,東急バス（株）,301.0,14.0,道々橋八幡前,蒲12[東急バス],35.585366,139.693833,大田区
13709,4229.0,東急バス（株）,233.0,7.0,道塚小学校,蒲01[東急バス],35.558155,139.706747,大田区
3806,4229.0,東急バス（株）,233.0,7.0,道塚小学校,蒲01[東急バス],35.558155,139.706747,大田区
117,117.0,都営バス,5.0,17.0,道灌山下,上58[都営バス],35.730318,139.761952,文京区
2084,2515.0,都営バス,121.0,24.0,道灌山下,草63[都営バス],35.730411,139.762978,文京区
13710,117.0,都営バス,5.0,17.0,道灌山下,上58[都営バス],35.730318,139.761952,文京区
4470,4918.0,東急バス（株）,272.0,3.0,道玄坂上,渋22[東急バス],35.654675,139.694333,渋谷区
4357,4802.0,東急バス（株）,267.0,3.0,道玄坂上,渋23[東急バス],35.654675,139.694333,渋谷区
4423,4868.0,東急バス（株）,269.0,3.0,道玄坂上,渋31[東急バス],35.654675,139.694333,渋谷区
4267,4709.0,東急バス（株）,261.0,3.0,道玄坂上,渋05[東急バス],35.654675,139.694333,渋谷区
4449,4897.0,東急バス（株）,271.0,2.0,道玄坂上,渋32[東急バス],35.654675,139.694333,渋谷区
4626,5074.0,東急バス（株）,282.0,2.0,道玄坂上,渋82[東急バス],35.654675,139.694333,渋谷区
4340,4785.0,東急バス（株）,266.0,3.0,道玄坂上,渋21[東急バス],35.654675,139.694333,渋谷区
4551,4999.0,東急バス（株）,277.0,3.0,道玄坂上,渋52[東急バス],35.655071,139.694637,渋谷区
7643,19474.0,小田急バス（株）,1192.0,52.0,道玄坂上,渋26[小田急バス],35.65602,139.696396,渋谷区
4570,5018.0,東急バス（株）,278.0,3.0,道玄坂上,渋55[東急バス],35.655071,139.694637,渋谷区
4501,4949.0,東急バス（株）,274.0,2.0,道玄坂上,渋41・42・43[東急バス],35.654675,139.694333,渋谷区
4387,4832.0,東急バス（株）,268.0,3.0,道玄坂上,渋24他[東急バス/小田急バス],35.654674,139.694331,渋谷区
4313,4755.0,東急バス（株）,264.0,2.0,道玄坂上,渋12[東急バス],35.654675,139.694333,渋谷区
7494,18641.0,小田急バス（株）,1145.0,21.0,道玄坂上,渋54(経堂駅-渋谷駅)[小田急バス],35.656109,139.69611,渋谷区
4536,4984.0,東急バス（株）,276.0,2.0,道玄坂上,渋51[東急バス],35.655071,139.694637,渋谷区
4286,4728.0,東急バス（株）,262.0,2.0,道玄坂上,渋11[東急バス],35.654675,139.694333,渋谷区
7644,19475.0,小田急バス（株）,1192.0,53.0,道玄坂上[交番前],渋26[小田急バス],35.656981,139.695932,渋谷区
4569,5017.0,東急バス（株）,278.0,2.0,道玄坂上[交番前],渋55[東急バス],35.656998,139.695938,渋谷区
4422,4867.0,東急バス（株）,269.0,2.0,道玄坂上[交番前],渋31[東急バス],35.656998,139.695938,渋谷区
4386,4831.0,東急バス（株）,268.0,2.0,道玄坂上[交番前],渋24他[東急バス/小田急バス],35.656998,139.695938,渋谷区
4266,4708.0,東急バス（株）,261.0,2.0,道玄坂上[交番前],渋05[東急バス],35.656998,139.695938,渋谷区
4356,4801.0,東急バス（株）,267.0,2.0,道玄坂上[交番前],渋23[東急バス],35.656998,139.695938,渋谷区
4339,4784.0,東急バス（株）,266.0,2.0,道玄坂上[交番前],渋21[東急バス],35.656998,139.695938,渋谷区
4469,4917.0,東急バス（株）,272.0,2.0,道玄坂上[交番前],渋22[東急バス],35.656998,139.695938,渋谷区
11841,31159.0,日の丸自動車興業,2018.0,9.0,郵船ビル,丸の内シャトル[日の丸自動車],35.681662,139.762291,千代田区
3740,4163.0,渋谷区,228.0,12.0,郷土博物館・文学館,夕やけこやけルート(区役所-恵比寿)[ハチ公バス],35.656331,139.712153,渋谷区
10152,25916.0,京成バス（株）,1642.0,15.0,都南小学校,空51他:川崎-六郷橋-羽田空港[京急バス],35.546786,139.735568,大田区
10124,25885.0,京成バス（株）,1640.0,20.0,都南小学校,蒲73他:蒲田-六郷橋-羽田車庫[京急バス],35.546786,139.735568,大田区
224,224.0,都営バス,9.0,5.0,都営両国駅前,両28〔日曹橋経由〕[都営バス],35.697364,139.797268,墨田区
7326,18183.0,京成バス（株）,1115.0,5.0,都営両国駅前,墨田区内循環バス[南部ルート][京成バス],35.698284,139.797187,墨田区
2821,3251.0,都営バス,161.0,34.0,都営両国駅前,錦27[都営バス],35.697364,139.797268,墨田区
2943,3369.0,都営バス,166.0,21.0,都営両国駅前,門33[都営バス],35.697364,139.797268,墨田区
183,183.0,都営バス,8.0,5.0,都営両国駅前,両28[都営バス],35.697364,139.797268,墨田区
9514,25037.0,東武バス,1576.0,17.0,都営住宅,[西21/西22]はるかぜ7号:西新井-八潮[東武バス],35.783126,139.816255,足立区
9322,24808.0,東武バス,1564.0,18.0,都営住宅,綾20・22・24:竹の塚-綾瀬[東武バス],35.783126,139.816255,足立区
7127,17969.0,京成バス（株）,1098.0,12.0,都営住宅,金62[京成バス],35.785724,139.853854,葛飾区
9167,24649.0,東武バス,1555.0,8.0,都営住宅入口,北11:北千住-花畑[東武バス],35.774203,139.814393,足立区
9182,24664.0,東武バス,1556.0,5.0,都営住宅入口,五28:五反野-花畑[東武バス],35.774203,139.814393,足立区
9385,24884.0,東武バス,1569.0,4.0,都営住宅前,有26・有27:西水元循環(西水元三-亀有)[東武バス],35.785714,139.855451,葛飾区
9623,25343.0,東武バス,1593.0,13.0,都営住宅前,深夜39:綾瀬-西水元六丁目-葛飾車庫[東武バス],35.785714,139.855451,葛飾区
9444,24942.0,東武バス,1572.0,8.0,都営住宅前,有51:亀有-三郷中央[東武バス],35.785714,139.855451,葛飾区
9368,24869.0,東武バス,1568.0,9.0,都営住宅前,有26・有27:西水元循環(亀有-西水元三)[東武バス],35.785714,139.855451,葛飾区
13711,25039.0,東武バス,1576.0,19.0,都営住宅南,[西21/西22]はるかぜ7号:西新井-八潮[東武バス],35.782609,139.812076,足立区
9516,25039.0,東武バス,1576.0,19.0,都営住宅南,[西21/西22]はるかぜ7号:西新井-八潮[東武バス],35.782609,139.812076,足立区
12251,31561.0,千代田区,2042.0,7.0,都営四番町アパート,富士見・神保町ルート[風ぐるま(千代田区)],35.689862,139.736823,千代田区
12181,31496.0,千代田区,2039.0,18.0,都営四番町アパート,麹町ルート[風ぐるま(千代田区)],35.689862,139.736823,千代田区
11927,31242.0,文京区,2023.0,14.0,都営小日向二丁目アパート,目白台・小日向ルート〔シビックセンター方面〕[Bーぐる(文京区)],35.714157,139.733157,文京区
680,678.0,都営バス,38.0,7.0,都営戸山ハイツ前,宿74[都営バス],35.700936,139.709861,新宿区
2962,3388.0,都営バス,167.0,7.0,都営戸山ハイツ前,飯62[都営バス],35.700936,139.709861,新宿区
1279,1689.0,都営バス,85.0,7.0,都営戸山ハイツ前,橋63[都営バス],35.700936,139.709861,新宿区
7142,17984.0,京成バス（株）,1099.0,8.0,都営新宿団地,金01出入・02出入[京成バス],35.764663,139.863132,葛飾区
13712,17984.0,京成バス（株）,1099.0,8.0,都営新宿団地,金01出入・02出入[京成バス],35.764663,139.863132,葛飾区
12423,31724.0,台東区,2050.0,24.0,都営浅草駅〔めぐりん〕,東西めぐりん〔千駄木駅-浅草駅〕[めぐりん(台東区)],35.708878,139.794799,台東区
6501,12966.0,高速バス,792.0,4.0,都営浅草駅〔降車専用〕,東京-茨城/みと号[高速バス],35.711539,139.798141,台東区
8556,23382.0,高速バス,1443.0,5.0,都営浅草駅〔降車専用〕,東京-常陸太田・常陸大宮・常陸大子[高速バス],35.710037,139.797398,台東区
6494,12913.0,高速バス,788.0,4.0,都営浅草駅〔降車専用〕,東京-茨城/つくば号[高速バス],35.711539,139.798141,台東区
8488,23056.0,高速バス,1420.0,4.0,都営浅草駅〔降車専用〕,東京-ひたちなか・東海[高速バス],35.710037,139.797398,台東区
2973,3399.0,都営バス,167.0,18.0,都営飯田橋駅前,飯62[都営バス],35.703945,139.746801,文京区
5242,5746.0,東急バス（株）,328.0,7.0,都市大等々力キャンパス前,等21[東急バス],35.614108,139.651175,世田谷区
4989,5438.0,東急バス（株）,306.0,18.0,都市大等々力キャンパス前,黒02[東急バス],35.614086,139.651195,世田谷区
4011,4457.0,東急バス（株）,246.0,5.0,都市大等々力キャンパス前,中町五丁目-田園調布駅[東急バス],35.614171,139.651768,世田谷区
5109,5558.0,東急バス（株）,310.0,40.0,都市大等々力キャンパス東,東98[東急バス],35.612563,139.655242,世田谷区
5240,5744.0,東急バス（株）,328.0,5.0,都市大等々力キャンパス東,等21[東急バス],35.612758,139.655257,世田谷区
4662,5113.0,東急バス（株）,285.0,7.0,都市大総合グラウンド前,玉06[東急バス],35.617442,139.613448,世田谷区
5787,9731.0,京王バス,609.0,5.0,都庁本庁舎,出入庫系統[新宿WEバス],35.688706,139.692394,新宿区
3063,3486.0,都営バス,174.0,2.0,都庁第一本庁舎,CH01[都営バス/京王バス],35.690214,139.691504,新宿区
3064,3487.0,都営バス,174.0,3.0,都庁第二本庁舎,CH01[都営バス/京王バス],35.688879,139.692056,新宿区
1077,1090.0,都営バス,61.0,26.0,都橋住宅前,東16(東京駅八重洲口-東京ビッグサイト)[都営バス],35.643649,139.797771,江東区
1436,1848.0,都営バス,92.0,15.0,都橋住宅前,海01[都営バス],35.643649,139.797771,江東区
6102,11004.0,西武バス（株）,683.0,19.0,都民農園,泉33/泉34/泉35/泉37[西武バス],35.773528,139.586888,練馬区
6327,12133.0,練馬区,735.0,15.0,都民農園,保谷ルート[みどりバス],35.773562,139.587127,練馬区
6310,12100.0,西武バス（株）,733.0,8.0,都民農園,泉32他[西武バス],35.773815,139.586112,練馬区
6312,12112.0,西武バス（株）,734.0,1.0,都民農園,荻15/泉35-7[西武バス],35.773815,139.586112,練馬区
5889,10161.0,西武バス（株）,641.0,40.0,都民農園,荻15他[西武バス],35.773528,139.586888,練馬区
5955,10281.0,西武バス（株）,647.0,29.0,都民農園,吉61他/吉62他[西武バス],35.773815,139.586112,練馬区
3764,4187.0,渋谷区,229.0,10.0,都立一商,夕やけこやけルート(恵比寿-区役所)[ハチ公バス],35.650872,139.699197,渋谷区
1425,1837.0,都営バス,92.0,4.0,都立三商前,海01[都営バス],35.665141,139.796243,江東区
2891,3317.0,都営バス,164.0,25.0,都立三商前,門19[都営バス],35.66434,139.796755,江東区
377,377.0,都営バス,16.0,4.0,都立八潮高校前,井92(大井町駅東口-八潮パークタウン)[都営バス],35.6107,139.747574,品川区
386,386.0,都営バス,17.0,4.0,都立八潮高校前,井96(大井町駅東口-天王洲アイル)[都営バス],35.611424,139.74681,品川区
404,404.0,都営バス,19.0,4.0,都立八潮高校前,井98[都営バス],35.611424,139.74681,品川区
502,502.0,都営バス,25.0,7.0,都立八潮高校前,品93[都営バス],35.610559,139.747286,品川区
3611,4029.0,都営バス,215.0,10.0,都立八潮高校前,深夜07〔品川駅方面〕[都営バス],35.610559,139.747286,品川区
537,537.0,都営バス,27.0,10.0,都立八潮高校前,品91〔品川駅方面〕[都営バス],35.610559,139.747286,品川区
3595,4013.0,都営バス,214.0,8.0,都立八潮高校前,深夜07〔八潮方面〕[都営バス],35.6107,139.747574,品川区
489,489.0,都営バス,24.0,8.0,都立八潮高校前,品91〔八潮方面〕[都営バス],35.6107,139.747574,品川区
13713,5484.0,東急バス（株）,308.0,16.0,都立大学理学部前,黒07[東急バス],35.619628,139.664324,世田谷区
5035,5484.0,東急バス（株）,308.0,16.0,都立大学理学部前,黒07[東急バス],35.619628,139.664324,世田谷区
5033,5482.0,東急バス（株）,308.0,14.0,都立大学附属高校前,黒07[東急バス],35.62162,139.670667,目黒区
4927,5376.0,東急バス（株）,303.0,1.0,都立大学附属高校前,都立01[東急バス],35.621368,139.669571,目黒区
4022,4468.0,東急バス（株）,247.0,3.0,都立大学附属高校前,多摩01[東急バス],35.621368,139.669571,目黒区
13714,4471.0,東急バス（株）,247.0,6.0,都立大学駅前,多摩01[東急バス],35.617702,139.676119,目黒区
4025,4471.0,東急バス（株）,247.0,6.0,都立大学駅前,多摩01[東急バス],35.617702,139.676119,目黒区
5104,5553.0,東急バス（株）,310.0,35.0,都立大学駅北口,東98[東急バス],35.618639,139.676739,目黒区
4061,4507.0,東急バス（株）,248.0,19.0,都立大学駅北口,都立34/都立35[東急バス],35.617883,139.674887,目黒区
5031,5480.0,東急バス（株）,308.0,12.0,都立大学駅北口,黒07[東急バス],35.618639,139.676739,目黒区
4024,4470.0,東急バス（株）,247.0,5.0,都立大学駅北口,多摩01[東急バス],35.61861,139.675193,目黒区
4983,5432.0,東急バス（株）,306.0,12.0,都立大学駅北口,黒02[東急バス],35.618639,139.676739,目黒区
4311,4753.0,東急バス（株）,263.0,3.0,都立大学駅北口,渋11〔都立大〕[東急バス],35.618676,139.676207,目黒区
4929,5378.0,東急バス（株）,303.0,3.0,都立大学駅北口,都立01[東急バス],35.617994,139.675115,目黒区
13715,4472.0,東急バス（株）,247.0,7.0,都立大学駅南口,多摩01[東急バス],35.616271,139.676854,目黒区
4026,4472.0,東急バス（株）,247.0,7.0,都立大学駅南口,多摩01[東急バス],35.616271,139.676854,目黒区
1852,2283.0,都営バス,111.0,11.0,都立大荒川キャンパス前,端44[都営バス],35.749446,139.772868,荒川区
13716,2283.0,都営バス,111.0,11.0,都立大荒川キャンパス前,端44[都営バス],35.749446,139.772868,荒川区
7917,20911.0,関東バス（株）,1283.0,15.0,都立家政入口,K01:中野駅-八成小学校[関東バス],35.725366,139.642828,中野区
13717,20911.0,関東バス（株）,1283.0,15.0,都立家政入口,K01:中野駅-八成小学校[関東バス],35.725366,139.642828,中野区
13718,2222.0,都営バス,109.0,31.0,都立新宿山吹高校前,白61[都営バス],35.707232,139.728247,新宿区
1791,2222.0,都営バス,109.0,31.0,都立新宿山吹高校前,白61[都営バス],35.707232,139.728247,新宿区
5749,9342.0,京王バス,579.0,2.0,都立新宿高校前,新宿御苑ルート[新宿WEバス],35.690006,139.704752,新宿区
535,535.0,都営バス,27.0,8.0,都立産業技術高専品川キャンパス前,品91〔品川駅方面〕[都営バス],35.607401,139.74697,品川区
3597,4015.0,都営バス,214.0,10.0,都立産業技術高専品川キャンパス前,深夜07〔八潮方面〕[都営バス],35.607485,139.747256,品川区
501,501.0,都営バス,25.0,6.0,都立産業技術高専品川キャンパス前,品93[都営バス],35.607401,139.74697,品川区
3342,3762.0,都営バス,192.0,8.0,都立産業技術高専品川キャンパス前,井92(八潮パークタウン-大井町駅東口)[都営バス],35.607043,139.747892,品川区
491,491.0,都営バス,24.0,10.0,都立産業技術高専品川キャンパス前,品91〔八潮方面〕[都営バス],35.607485,139.747256,品川区
378,378.0,都営バス,16.0,5.0,都立産業技術高専品川キャンパス前,井92(大井町駅東口-八潮パークタウン)[都営バス],35.607485,139.747256,品川区
3609,4027.0,都営バス,215.0,8.0,都立産業技術高専品川キャンパス前,深夜07〔品川駅方面〕[都営バス],35.607401,139.74697,品川区
82,82.0,都営バス,4.0,9.0,都立産業技術高専荒川キャンパス前,上46[都営バス],35.734524,139.80804,荒川区
3892,4311.0,東急バス・東急トランセ,239.0,4.0,都立第一商業高校,代官山循環(青葉台2-渋谷)[東急トランセ],35.65027,139.697548,渋谷区
7742,19805.0,小田急バス（株）,1211.0,5.0,都立総合工科高校前,成城学園前駅-仙川-狛江駅[小田急バス],35.650177,139.596594,世田谷区
7733,19796.0,小田急バス（株）,1210.0,9.0,都立総合工科高校前,成06[小田急バス],35.649951,139.596699,世田谷区
7687,19680.0,小田急バス（株）,1204.0,5.0,都立総合工科高校前,歳20[小田急バス],35.650177,139.596594,世田谷区
7672,19665.0,小田急バス（株）,1203.0,5.0,都立総合工科高校前,歳21[小田急バス],35.650177,139.596594,世田谷区
7784,20206.0,小田急バス（株）,1237.0,5.0,都立総合工科高校前,成城学園前駅-仙川-狛江営業所[小田急バス],35.650177,139.596594,世田谷区
7760,19881.0,小田急バス（株）,1214.0,15.0,都立総合工科高校前,成02[小田急バス],35.649951,139.596699,世田谷区
13719,24799.0,東武バス,1564.0,9.0,都立花畑学園,綾20・22・24:竹の塚-綾瀬[東武バス],35.798368,139.815902,足立区
9313,24799.0,東武バス,1564.0,9.0,都立花畑学園,綾20・22・24:竹の塚-綾瀬[東武バス],35.798368,139.815902,足立区
1628,2052.0,都営バス,102.0,4.0,都立足立高校前,王49(足立区役所-千住車庫前)[都営バス],35.770022,139.80364,足立区
443,443.0,都営バス,21.0,13.0,都立足立高校前,北47(竹の塚駅前-北千住駅前)[都営バス],35.770022,139.80364,足立区
11960,31275.0,日立自動車交通,2025.0,6.0,都立足立高校前,[綾瀬11/綾瀬11-2/綾瀬12/綾瀬13]はるかぜ9・12号[日立自動車交通],35.769941,139.803628,足立区
2042,2473.0,都営バス,120.0,4.0,都立足立高校前,草43[都営バス],35.770022,139.80364,足立区
3065,3488.0,都営バス,174.0,4.0,都議会議事堂,CH01[都営バス/京王バス],35.689802,139.693513,新宿区
12061,31376.0,中央区,2032.0,6.0,采女橋,南循環〔中央区役所→勝どき駅〕[江戸バス(中央区)],35.667884,139.767142,中央区
12310,31616.0,葛飾区,2045.0,11.0,野崎医院,綾瀬駅→小菅駅→綾瀬駅[さくら(葛飾区)],35.756423,139.823467,足立区
7871,20853.0,関東バス（株）,1280.0,5.0,野方一丁目,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.711844,139.660249,中野区
7868,20850.0,関東バス（株）,1280.0,2.0,野方三丁目,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.718378,139.657457,中野区
1686,2117.0,都営バス,105.0,18.0,野方二丁目,王78[都営バス],35.712562,139.653732,中野区
8154,21805.0,関東バス（株）,1338.0,6.0,野方二丁目,高60:高円寺駅北口-豊玉中-練馬駅[関東バス],35.712637,139.653724,中野区
8031,21031.0,関東バス（株）,1290.0,5.0,野方二丁目,高70:高円寺駅北口-丸山営業所[関東バス],35.712637,139.653724,中野区
7910,20904.0,関東バス（株）,1283.0,8.0,野方二丁目,K01:中野駅-八成小学校[関東バス],35.712637,139.653724,中野区
8336,22250.0,関東バス（株）,1367.0,29.0,野方二丁目,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],35.712393,139.654026,中野区
8199,21975.0,関東バス（株）,1352.0,5.0,野方二丁目,高10/63:高円寺駅北口-豊玉南住宅-練馬駅[関東バス],35.712637,139.653724,中野区
8256,22162.0,関東バス（株）,1363.0,7.0,野方二丁目,中03:中野駅-野方駅-練馬駅[関東バス],35.712637,139.653724,中野区
7874,20856.0,関東バス（株）,1280.0,8.0,野方二丁目,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.712393,139.654026,中野区
8158,21809.0,関東バス（株）,1338.0,10.0,野方消防署,高60:高円寺駅北口-豊玉中-練馬駅[関東バス],35.723657,139.65363,中野区
8035,21035.0,関東バス（株）,1290.0,9.0,野方消防署,高70:高円寺駅北口-丸山営業所[関東バス],35.722913,139.654939,中野区
13720,20908.0,関東バス（株）,1283.0,12.0,野方消防署,K01:中野駅-八成小学校[関東バス],35.72325,139.651581,中野区
7914,20908.0,関東バス（株）,1283.0,12.0,野方消防署,K01:中野駅-八成小学校[関東バス],35.72325,139.651581,中野区
8260,22166.0,関東バス（株）,1363.0,11.0,野方消防署,中03:中野駅-野方駅-練馬駅[関東バス],35.723657,139.65363,中野区
8203,21979.0,関東バス（株）,1352.0,9.0,野方消防署,高10/63:高円寺駅北口-豊玉南住宅-練馬駅[関東バス],35.723657,139.65363,中野区
7867,20849.0,関東バス（株）,1280.0,1.0,野方駅,宿03/04/05/中01:野方駅-中野駅-新宿駅西口[関東バス],35.718636,139.65313,中野区
7900,20886.0,関東バス（株）,1281.0,10.0,野方駅,阿佐谷営業所-野方駅[関東バス],35.718636,139.65313,中野区
