市区町村名,緯度,緯度,経度,経度,区内バス停ID,会社名称,路線名称,どこからどこまで,行き方面,帰り方面,バス停名称,url,同じバス停
豊島区,35.74181389,35.74181389,139.7261194,139.7261194,2304,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,西巣鴨,https://mb.jorudan.co.jp//os/bus/1301/stop/40484.html,
豊島区,35.74461778,35.74461778,139.7285608,139.7285608,2305,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,滝野川三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41438.html,
北区,35.74611694,35.74611694,139.7308344,139.7308344,2306,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,滝野川二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41193.html,
北区,35.7477,35.7477,139.7330928,139.7330928,2307,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,飛鳥山,https://mb.jorudan.co.jp//os/bus/1301/stop/41647.html,
北区,35.74998111,35.74998111,139.7363275,139.7363275,2308,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,王子駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/40923.html,
北区,35.75370694,35.75370694,139.7385933,139.7385933,2309,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,王子三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40930.html,
北区,35.7555925,35.7555925,139.7370753,139.7370753,2310,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,王子四丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41610.html,
北区,35.75961722,35.75961722,139.7373653,139.7373653,2311,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,王子五丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40681.html,
北区,35.76187167,35.76187167,139.7371058,139.7371058,2312,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,北区神谷町,https://mb.jorudan.co.jp//os/bus/1301/stop/40728.html,
北区,35.76512167,35.76512167,139.735885,139.735885,2313,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,神谷陸橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40981.html,
北区,35.76805139,35.76805139,139.7346797,139.7346797,2314,都バス２３区,王４０出入,池袋駅東口～王子駅前,池袋駅東口方面,北車庫前方面,北車庫前,https://mb.jorudan.co.jp//os/bus/1301/stop/41904.html,
北区,35.76512167,35.76512167,139.735885,139.735885,2315,都バス２３区,王４０出入,池袋駅東口～王子駅前,北車庫前方面,西新井駅前方面,西新井駅入口,https://mb.jorudan.co.jp//os/bus/1301/stop/40981.html,
豊島区,35.7307475,35.7307475,139.7131189,139.7131189,2316,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,池袋駅東口,https://mb.jorudan.co.jp//os/bus/1301/stop/41317.html,
足立区,35.77480722,35.77480722,139.7731469,139.7731469,2317,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,阿弥陀橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40475.html,
足立区,35.77640167,35.77640167,139.7757258,139.7757258,2318,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,足立第五中学校前,https://mb.jorudan.co.jp//os/bus/1301/stop/41825.html,
足立区,35.77792778,35.77792778,139.7805781,139.7805781,2319,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,西新井大師前,https://mb.jorudan.co.jp//os/bus/1301/stop/40564.html,
足立区,35.77792778,35.77792778,139.7838586,139.7838586,2320,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,栗原町,https://mb.jorudan.co.jp//os/bus/1301/stop/41566.html,
足立区,35.77698167,35.77698167,139.7898706,139.7898706,2321,都バス２３区,王４０甲,池袋駅東口～西新井駅前,西新井駅前方面,池袋駅東口方面,西新井駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/41752.html,
北区,35.75370694,35.75370694,139.7385933,139.7385933,2322,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,豊島二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40930.html,
北区,35.75729389,35.75729389,139.7430719,139.7430719,2323,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,豊島三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41664.html,
北区,35.759415,35.759415,139.7449183,139.7449183,2324,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,豊島四丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40802.html,
北区,35.76161972,35.76161972,139.7470697,139.7470697,2325,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,豊島六丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41100.html,
北区,35.76347,35.76347,139.7489772,139.7489772,2326,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,豊島五丁目団地,https://mb.jorudan.co.jp//os/bus/1301/stop/41195.html,
北区,35.76396972,35.76396972,139.7518306,139.7518306,2327,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,宮城二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41033.html,
足立区,35.76211583,35.76211583,139.756225,139.756225,2328,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,荒川土手,https://mb.jorudan.co.jp//os/bus/1301/stop/41717.html,
足立区,35.76780722,35.76780722,139.7623286,139.7623286,2329,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,荒川土手操車所前,https://mb.jorudan.co.jp//os/bus/1301/stop/41371.html,
足立区,35.76894028,35.76894028,139.7633203,139.7633203,2330,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,江北一丁目［足立医療Ｃ南］,https://mb.jorudan.co.jp//os/bus/1301/stop/41121.html,
足立区,35.77077139,35.77077139,139.7663569,139.7663569,2331,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,江北四丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/314281.html,
足立区,35.77235056,35.77235056,139.7689967,139.7689967,2332,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,阿弥陀橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40473.html,
足立区,35.77480722,35.77480722,139.7731469,139.7731469,2333,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,足立第五中学校前,https://mb.jorudan.co.jp//os/bus/1301/stop/40475.html,
足立区,35.77640167,35.77640167,139.7757258,139.7757258,2334,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,西新井大師前,https://mb.jorudan.co.jp//os/bus/1301/stop/41825.html,
足立区,35.77792778,35.77792778,139.7805781,139.7805781,2335,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,栗原町,https://mb.jorudan.co.jp//os/bus/1301/stop/40564.html,
足立区,35.77792778,35.77792778,139.7838586,139.7838586,2336,都バス２３区,王４０甲,池袋駅東口～西新井駅前,池袋駅東口方面,西新井駅前方面,西新井駅入口,https://mb.jorudan.co.jp//os/bus/1301/stop/41566.html,
北区,35.75382639,35.75382639,139.7371972,139.7371972,2337,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,王子駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/40930.html,
北区,35.76596722,35.76596722,139.7394661,139.7394661,2338,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,豊島八丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41677.html,
北区,35.76471361,35.76471361,139.7424464,139.7424464,2339,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,豊島七丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41455.html,
北区,35.76600278,35.76600278,139.741775,139.741775,2340,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,新田橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41239.html,
足立区,35.77022583,35.77022583,139.7436214,139.7436214,2341,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,新田三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40991.html,
足立区,35.77254889,35.77254889,139.7423242,139.7423242,2342,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,新田二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41271.html,
足立区,35.77404417,35.77404417,139.7403253,139.7403253,2343,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,環七新田,https://mb.jorudan.co.jp//os/bus/1301/stop/40960.html,
足立区,35.77536417,35.77536417,139.7383875,139.7383875,2344,都バス２３区,王４１,王子駅前～新田一丁目,新田一丁目方面,王子駅前方面,新田一丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41535.html,
北区,35.763695,35.763695,139.7371972,139.7371972,2345,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,王子五丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41886.html,
北区,35.76471361,35.76471361,139.7424464,139.7424464,2346,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,新田橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41455.html,
北区,35.76600278,35.76600278,139.741775,139.741775,2347,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,新田三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41239.html,
足立区,35.77022583,35.77022583,139.7436214,139.7436214,2348,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,新田二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40991.html,
足立区,35.77254889,35.77254889,139.7423242,139.7423242,2349,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,環七新田,https://mb.jorudan.co.jp//os/bus/1301/stop/41271.html,
足立区,35.77404417,35.77404417,139.7403253,139.7403253,2350,都バス２３区,王４１,王子駅前～新田一丁目,王子駅前方面,新田一丁目方面,新田一丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40960.html,
足立区,35.77049667,35.77049667,139.7457575,139.7457575,2351,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,新田東,https://mb.jorudan.co.jp//os/bus/1301/stop/41873.html,
足立区,35.76908528,35.76908528,139.7475886,139.7475886,2352,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,ハートアイランド西,https://mb.jorudan.co.jp//os/bus/1301/stop/41127.html,
足立区,35.76859694,35.76859694,139.7496028,139.7496028,2353,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,ハートアイランド南,https://mb.jorudan.co.jp//os/bus/1301/stop/40640.html,
足立区,35.769215,35.769215,139.7531733,139.7531733,2354,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,新田土手通り,https://mb.jorudan.co.jp//os/bus/1301/stop/41716.html,
足立区,35.76382472,35.76382472,139.7577053,139.7577053,2355,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,豊島橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40582.html,
足立区,35.76236,35.76236,139.758285,139.758285,2356,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,宮城土手上,https://mb.jorudan.co.jp//os/bus/1301/stop/41061.html,
足立区,35.75869389,35.75869389,139.7621608,139.7621608,2357,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,小台町,https://mb.jorudan.co.jp//os/bus/1301/stop/40622.html,
足立区,35.75593972,35.75593972,139.7684319,139.7684319,2358,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,小台土手上,https://mb.jorudan.co.jp//os/bus/1301/stop/41136.html,
足立区,35.75486778,35.75486778,139.7748408,139.7748408,2359,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,小台東,https://mb.jorudan.co.jp//os/bus/1301/stop/41212.html,
足立区,35.75490972,35.75490972,139.7789453,139.7789453,2360,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,桜木土手上,https://mb.jorudan.co.jp//os/bus/1301/stop/41036.html,
足立区,35.75537889,35.75537889,139.7837367,139.7837367,2361,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,新渡し,https://mb.jorudan.co.jp//os/bus/1301/stop/41078.html,
足立区,35.75517667,35.75517667,139.7905725,139.7905725,2362,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,千住桜木,https://mb.jorudan.co.jp//os/bus/1301/stop/41740.html,
足立区,35.75105306,35.75105306,139.7941583,139.7941583,2363,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,千住竜田町,https://mb.jorudan.co.jp//os/bus/1301/stop/40463.html,
足立区,35.75078222,35.75078222,139.7971033,139.7971033,2364,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,千住中居町,https://mb.jorudan.co.jp//os/bus/1301/stop/40600.html,
足立区,35.75062583,35.75062583,139.8014978,139.8014978,2365,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,千住二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40833.html,
足立区,35.75031306,35.75031306,139.8044428,139.8044428,2366,都バス２３区,王４５,王子駅前～北千住駅前,北千住駅前方面,王子駅前方面,北千住駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/41168.html,
足立区,35.77022583,35.77022583,139.7436214,139.7436214,2367,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,新田東,https://mb.jorudan.co.jp//os/bus/1301/stop/40991.html,
足立区,35.77049667,35.77049667,139.7457575,139.7457575,2368,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,ハートアイランド西,https://mb.jorudan.co.jp//os/bus/1301/stop/41873.html,
足立区,35.76908528,35.76908528,139.7475886,139.7475886,2369,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,ハートアイランド南,https://mb.jorudan.co.jp//os/bus/1301/stop/41127.html,
足立区,35.76859694,35.76859694,139.7496028,139.7496028,2370,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,新田土手通り,https://mb.jorudan.co.jp//os/bus/1301/stop/40640.html,
足立区,35.769215,35.769215,139.7531733,139.7531733,2371,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,豊島橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41716.html,
足立区,35.76382472,35.76382472,139.7577053,139.7577053,2372,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,宮城土手上,https://mb.jorudan.co.jp//os/bus/1301/stop/40582.html,
足立区,35.76236,35.76236,139.758285,139.758285,2373,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,小台町,https://mb.jorudan.co.jp//os/bus/1301/stop/41061.html,
足立区,35.75869389,35.75869389,139.7621608,139.7621608,2374,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,小台土手上,https://mb.jorudan.co.jp//os/bus/1301/stop/40622.html,
足立区,35.75593972,35.75593972,139.7684319,139.7684319,2375,都バス２３区,王４５,王子駅前～北千住駅前,王子駅前方面,北千住駅前方面,足立小台駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/41136.html,
足立区,35.76519417,35.76519417,139.8023675,139.8023675,2376,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,千住車庫前,https://mb.jorudan.co.jp//os/bus/1301/stop/41434.html,
足立区,35.76652556,35.76652556,139.8008111,139.8008111,2377,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,梅田七丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40925.html,
足立区,35.77093528,35.77093528,139.7975611,139.7975611,2378,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,エル・ソフィア前,https://mb.jorudan.co.jp//os/bus/1301/stop/41015.html,
足立区,35.77414722,35.77414722,139.7975153,139.7975153,2379,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,梅島駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/40561.html,
足立区,35.77608889,35.77608889,139.7976983,139.7976983,2380,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,梅島二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40560.html,
足立区,35.77840056,35.77840056,139.7963556,139.7963556,2381,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,島根三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41294.html,
足立区,35.77830528,35.77830528,139.7929072,139.7929072,2382,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,梅島三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40613.html,
足立区,35.77808778,35.77808778,139.7868494,139.7868494,2383,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,西新井陸橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40602.html,
足立区,35.77805361,35.77805361,139.77539,139.77539,2384,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,第五中学校裏,https://mb.jorudan.co.jp//os/bus/1301/stop/40575.html,
足立区,35.77808417,35.77808417,139.7692256,139.7692256,2385,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,江北陸橋下,https://mb.jorudan.co.jp//os/bus/1301/stop/41233.html,
足立区,35.77816417,35.77816417,139.7636256,139.7636256,2386,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,上沼田団地,https://mb.jorudan.co.jp//os/bus/1301/stop/41805.html,
足立区,35.77835111,35.77835111,139.7608942,139.7608942,2387,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,椿二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41708.html,
足立区,35.77848083,35.77848083,139.7567439,139.7567439,2388,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,鹿浜三丁目交差点,https://mb.jorudan.co.jp//os/bus/1301/stop/41285.html,
足立区,35.77842361,35.77842361,139.7535547,139.7535547,2389,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,鹿浜三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41472.html,
足立区,35.7785875,35.7785875,139.7493892,139.7493892,2390,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,鹿浜橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41303.html,
足立区,35.77288472,35.77288472,139.7391353,139.7391353,2391,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,千住車庫前方面,環七新田,https://mb.jorudan.co.jp//os/bus/1301/stop/40960.html,
足立区,35.76519417,35.76519417,139.8023675,139.8023675,2392,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,足立区役所,https://mb.jorudan.co.jp//os/bus/1301/stop/41434.html,
足立区,35.76652556,35.76652556,139.8008111,139.8008111,2393,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,足立区役所前,https://mb.jorudan.co.jp//os/bus/1301/stop/40925.html,
足立区,35.77093528,35.77093528,139.7975611,139.7975611,2394,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,小右衛門町,https://mb.jorudan.co.jp//os/bus/1301/stop/41015.html,
足立区,35.77414722,35.77414722,139.7975153,139.7975153,2395,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,東部病院前,https://mb.jorudan.co.jp//os/bus/1301/stop/40561.html,
足立区,35.77608889,35.77608889,139.7976983,139.7976983,2396,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,島根三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40560.html,
足立区,35.77840056,35.77840056,139.7963556,139.7963556,2397,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,梅島三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41294.html,
足立区,35.77830528,35.77830528,139.7929072,139.7929072,2398,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,西新井陸橋,https://mb.jorudan.co.jp//os/bus/1301/stop/40613.html,
足立区,35.77808778,35.77808778,139.7868494,139.7868494,2399,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,栗原町,https://mb.jorudan.co.jp//os/bus/1301/stop/40602.html,
足立区,35.77792778,35.77792778,139.7838586,139.7838586,2400,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,西新井大師前,https://mb.jorudan.co.jp//os/bus/1301/stop/41566.html,
足立区,35.77792778,35.77792778,139.7805781,139.7805781,2401,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,第五中学校裏,https://mb.jorudan.co.jp//os/bus/1301/stop/40564.html,
足立区,35.77805361,35.77805361,139.77539,139.77539,2402,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,江北陸橋下,https://mb.jorudan.co.jp//os/bus/1301/stop/40575.html,
足立区,35.77808417,35.77808417,139.7692256,139.7692256,2403,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,上沼田団地,https://mb.jorudan.co.jp//os/bus/1301/stop/41233.html,
足立区,35.77816417,35.77816417,139.7636256,139.7636256,2404,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,椿二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41805.html,
足立区,35.77835111,35.77835111,139.7608942,139.7608942,2405,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,鹿浜三丁目交差点,https://mb.jorudan.co.jp//os/bus/1301/stop/41708.html,
足立区,35.77848083,35.77848083,139.7567439,139.7567439,2406,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,鹿浜三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41285.html,
足立区,35.77842361,35.77842361,139.7535547,139.7535547,2407,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,鹿浜橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41472.html,
足立区,35.7785875,35.7785875,139.7493892,139.7493892,2408,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,環七新田,https://mb.jorudan.co.jp//os/bus/1301/stop/41303.html,
足立区,35.77288472,35.77288472,139.7391353,139.7391353,2409,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,北区神谷町,https://mb.jorudan.co.jp//os/bus/1301/stop/40960.html,
北区,35.76805139,35.76805139,139.7346797,139.7346797,2410,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,王子五丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41904.html,
北区,35.76512167,35.76512167,139.735885,139.735885,2411,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,王子四丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40981.html,
北区,35.76187167,35.76187167,139.7371058,139.7371058,2412,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,王子三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40728.html,
北区,35.75961722,35.75961722,139.7373653,139.7373653,2413,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,王子二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40681.html,
北区,35.7555925,35.7555925,139.7370753,139.7370753,2414,都バス２３区,王４９,千住車庫前～王子駅前,王子駅前方面,足立区役所方面,王子駅前,https://mb.jorudan.co.jp//os/bus/1301/stop/41610.html,
足立区,35.76652556,35.76652556,139.8008111,139.8008111,2415,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,小右衛門町,https://mb.jorudan.co.jp//os/bus/1301/stop/40925.html,
足立区,35.77093528,35.77093528,139.7975611,139.7975611,2416,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,東部病院前,https://mb.jorudan.co.jp//os/bus/1301/stop/41015.html,
足立区,35.77414722,35.77414722,139.7975153,139.7975153,2417,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,島根三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40561.html,
足立区,35.77608889,35.77608889,139.7976983,139.7976983,2418,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,梅島三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/40560.html,
足立区,35.77840056,35.77840056,139.7963556,139.7963556,2419,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,西新井陸橋,https://mb.jorudan.co.jp//os/bus/1301/stop/41294.html,
足立区,35.77830528,35.77830528,139.7929072,139.7929072,2420,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,栗原町,https://mb.jorudan.co.jp//os/bus/1301/stop/40613.html,
足立区,35.77808778,35.77808778,139.7868494,139.7868494,2421,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,西新井大師前,https://mb.jorudan.co.jp//os/bus/1301/stop/40602.html,
足立区,35.77792778,35.77792778,139.7838586,139.7838586,2422,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,第五中学校裏,https://mb.jorudan.co.jp//os/bus/1301/stop/41566.html,
足立区,35.77792778,35.77792778,139.7805781,139.7805781,2423,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,江北陸橋下,https://mb.jorudan.co.jp//os/bus/1301/stop/40564.html,
足立区,35.77805361,35.77805361,139.77539,139.77539,2424,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,上沼田団地,https://mb.jorudan.co.jp//os/bus/1301/stop/40575.html,
足立区,35.77808417,35.77808417,139.7692256,139.7692256,2425,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,椿二丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41233.html,
足立区,35.77816417,35.77816417,139.7636256,139.7636256,2426,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,鹿浜三丁目交差点,https://mb.jorudan.co.jp//os/bus/1301/stop/41805.html,
足立区,35.77835111,35.77835111,139.7608942,139.7608942,2427,都バス２３区,王４９,千住車庫前～王子駅前,足立区役所方面,王子駅前方面,鹿浜三丁目,https://mb.jorudan.co.jp//os/bus/1301/stop/41708.html,
