バス停ID,バス会社名称,バス停名称,緯度,経度
1363,都営バス,中央防波堤,35.600884,139.797301
1364,都営バス,品川車庫前,35.622621,139.740753
1365,都営バス,品川駅港南口,35.628279,139.741149
1366,都営バス,港南一丁目,35.631962,139.744666
1367,都営バス,芝浦水再生センター前,35.635823,139.746084
1368,都営バス,高浜橋,35.637788,139.746692
1369,都営バス,芝浦四丁目,35.639643,139.747264
1370,都営バス,八千代橋(東京都),35.640954,139.747649
1371,都営バス,藻塩橋,35.643321,139.746614
1372,都営バス,田町駅東口前,35.643916,139.748003
1373,都営バス,田町駅東口,35.64479,139.748014
1374,都営バス,芝浦一丁目,35.646069,139.753349
1375,都営バス,芝浦二丁目,35.64302,139.752874
1376,都営バス,潮路橋,35.643488,139.755271
1377,都営バス,海岸三丁目,35.645661,139.75636
1378,都営バス,海岸二丁目(東京都),35.647965,139.757517
1379,都営バス,日の出桟橋入口,35.650552,139.758868
1380,都営バス,竹芝桟橋入口,35.65475,139.761803
1381,都営バス,海岸一丁目,35.655997,139.75951
1382,都営バス,浜松町駅前,35.656492,139.756596
1383,都営バス,大門駅前,35.65753,139.754602
1384,都営バス,新橋六丁目,35.660305,139.753883
1385,都営バス,御成門,35.661153,139.750614
1386,都営バス,神谷町駅前,35.662482,139.744802
1387,都営バス,御成門小学校前,35.660509,139.749178
1388,都営バス,虎ノ門五丁目,35.661168,139.743734
1389,都営バス,門前仲町,35.67314,139.793591
1390,都営バス,越中島,35.668764,139.791862
1391,都営バス,東京海洋大学越中島校舎前,35.667274,139.793651
1392,都営バス,都立三商前,35.665141,139.796243
1393,都営バス,浜園橋,35.661982,139.799586
1394,都営バス,塩浜一丁目,35.660277,139.800762
1395,都営バス,枝川(東京都),35.657926,139.801868
1396,都営バス,有明テニスの森,35.636746,139.788109
1397,都営バス,お台場海浜公園駅前,35.629529,139.778455
1398,都営バス,台場二丁目,35.628371,139.776303
1399,都営バス,フジテレビ前,35.62758,139.774911
1400,都営バス,台場駅前,35.625831,139.771658
1401,都営バス,潮風公園入口,35.62444,139.770557
1402,都営バス,東京国際クルーズターミナル駅前,35.621732,139.773039
1403,都営バス,東京テレポート駅前,35.626958,139.779495
1404,都営バス,阿佐ヶ谷駅前,35.704429,139.636451
1405,都営バス,阿佐ヶ谷南一丁目,35.701416,139.636106
1406,都営バス,杉並区役所前,35.699189,139.636512
1407,都営バス,梅里中央公園入口,35.698054,139.640082
1408,都営バス,西馬橋,35.697845,139.643397
1409,都営バス,新高円寺,35.697929,139.648375
1410,都営バス,代田橋(杉並区),35.672897,139.661211
1411,都営バス,笹塚二丁目,35.673762,139.664354
1412,都営バス,笹塚駅,35.674575,139.667209
1413,都営バス,幡ヶ谷原町,35.675851,139.671543
1414,都営バス,幡ヶ谷駅,35.677652,139.677617
1415,都営バス,幡代,35.679218,139.681975
1416,都営バス,新国立劇場前,35.681083,139.685776
1417,都営バス,東京オペラシティ南,35.681819,139.688849
1418,都営バス,初台坂上,35.679098,139.688734
1419,都営バス,南初台,35.676152,139.687959
1420,都営バス,初台坂下,35.674241,139.687961
1421,都営バス,八幡下(東京都),35.672193,139.687838
1422,都営バス,代々木八幡駅入口,35.66948,139.68801
1423,都営バス,富ヶ谷,35.667811,139.689647
1424,都営バス,神山(東京都),35.664834,139.693046
1425,都営バス,東急百貨店本店前,35.660783,139.696803
1426,都営バス,放送センター西口,35.665023,139.694353
1427,都営バス,宇田川町,35.662531,139.696638
1428,都営バス,西武百貨店前,35.660613,139.699155
1429,都営バス,渋谷駅,35.658621,139.70027
1430,都営バス,渋谷駅前,35.658768,139.702186
1431,都営バス,渋谷二丁目,35.660684,139.706483
1432,都営バス,青山学院前,35.662143,139.708762
1433,都営バス,南青山五丁目,35.662729,139.711596
1434,都営バス,南青山六丁目,35.661249,139.714469
1435,都営バス,南青山七丁目,35.65983,139.718116
1436,都営バス,西麻布,35.659739,139.722271
1437,都営バス,EXシアター六本木前,35.661256,139.727607
1438,都営バス,六本木駅前,35.662948,139.733154
1439,都営バス,六本木五丁目,35.661982,139.735555
1440,都営バス,麻布台,35.660343,139.740286
1441,都営バス,神谷町駅前,35.663673,139.745551
1442,都営バス,虎ノ門三丁目,35.66526,139.746676
1443,都営バス,虎ノ門二丁目,35.667508,139.747664
1444,都営バス,虎ノ門,35.670253,139.750321
1445,都営バス,西新橋一丁目,35.668948,139.754235
1446,都営バス,新橋駅北口,35.668087,139.756924
1447,都営バス,新橋駅前,35.666082,139.759344
1448,都営バス,池袋駅東口,35.7296,139.713421
1449,都営バス,池袋駅東口〔10番乗り場〕,35.7315,139.714076
1450,都営バス,上池袋一丁目,35.735804,139.719148
1451,都営バス,上池袋三丁目,35.737511,139.721008
1452,都営バス,上池袋四丁目,35.739192,139.722855
1453,都営バス,堀割(東京都),35.74197,139.725967
1454,都営バス,西巣鴨,35.744818,139.72858
1455,都営バス,滝野川三丁目,35.746378,139.730794
1456,都営バス,滝野川二丁目,35.747862,139.732704
1457,都営バス,飛鳥山,35.750363,139.736331
1458,都営バス,王子駅前,35.754336,139.738768
1459,都営バス,豊島二丁目(東京都),35.757151,139.742585
1460,都営バス,豊島三丁目,35.759511,139.744972
1461,都営バス,豊島四丁目,35.761673,139.747074
1462,都営バス,豊島六丁目,35.763769,139.749119
1463,都営バス,豊島五丁目団地,35.763963,139.751846
1464,都営バス,宮城二丁目,35.762187,139.7562
1465,都営バス,宮城小学校前(東京都),35.760322,139.756998
1466,都営バス,宮城都営住宅前,35.75803,139.757282
1467,都営バス,江南中学校前,35.757528,139.754158
1468,都営バス,みやぎ水再生センター前,35.759876,139.753023
1469,都営バス,荒川土手,35.767871,139.761995
1470,都営バス,荒川土手操車所前,35.769,139.763451
1471,都営バス,江北一丁目〔東京女子医大足立医療センター南〕,35.770831,139.766413
1472,都営バス,江北四丁目,35.772404,139.768991
1473,都営バス,阿弥陀橋,35.774682,139.772744
1474,都営バス,足立第五中学校前,35.777295,139.777067
1475,都営バス,西新井大師前〔環七〕,35.77816,139.780514
1476,都営バス,栗原町,35.778201,139.78332
1477,都営バス,西新井陸橋,35.778421,139.788439
1478,都営バス,西新井駅入口,35.776334,139.784618
1479,都営バス,西新井駅前,35.776203,139.790094
1480,都営バス,王子駅前,35.753874,139.738677
1481,都営バス,王子二丁目,35.755625,139.73708
1482,都営バス,王子三丁目,35.759664,139.737406
1483,都営バス,王子四丁目,35.761973,139.737047
1484,都営バス,王子五丁目,35.765066,139.735646
1485,都営バス,北区神谷町,35.768085,139.734638
1486,都営バス,神谷陸橋,35.771386,139.733476
1487,都営バス,北車庫前,35.773834,139.733014
1488,都営バス,豊島二丁目(東京都),35.757393,139.743173
1489,都営バス,王子駅前,35.754227,139.738656
1490,都営バス,王子駅前,35.753857,139.737194
1491,都営バス,王子消防署前,35.763663,139.737086
1492,都営バス,王子五丁目,35.765172,139.735903
1493,都営バス,豊島八丁目,35.764054,139.740222
1494,都営バス,豊島七丁目,35.764783,139.742439
1495,都営バス,新田橋(東京都),35.766793,139.742146
1496,都営バス,新田三丁目,35.770431,139.743578
1497,都営バス,新田二丁目(東京都),35.772661,139.742033
1498,都営バス,環七新田,35.774267,139.739842
1499,都営バス,新田一丁目(東京都),35.775362,139.738267
1500,都営バス,北千住駅前,35.750239,139.804641
1501,都営バス,千住二丁目,35.750653,139.801478
1502,都営バス,千住中居町,35.750792,139.797094
1503,都営バス,千住竜田町,35.751292,139.793815
1504,都営バス,千住桜木,35.7552,139.790567
1505,都営バス,新渡し,35.755384,139.783643
1506,都営バス,桜木土手上,35.754923,139.778915
1507,都営バス,小台東,35.754893,139.775109
1508,都営バス,足立小台駅前,35.755447,139.770923
1509,都営バス,小台土手上,35.756015,139.768238
1510,都営バス,小台町,35.758721,139.762111
1511,都営バス,宮城土手上,35.762405,139.758299
1512,都営バス,豊島橋,35.764164,139.757472
1513,都営バス,新田土手通り,35.769184,139.752519
1514,都営バス,ハートアイランド南,35.768678,139.749456
1515,都営バス,ハートアイランド西,35.769395,139.747468
1516,都営バス,新田東,35.770511,139.745759
1517,都営バス,新田三丁目,35.77021,139.74366
1518,都営バス,新田橋(東京都),35.766009,139.741667
1519,都営バス,豊島八丁目,35.765951,139.739484
1520,都営バス,王子四丁目,35.762753,139.736926
1521,都営バス,王子三丁目,35.758413,139.737628
1522,都営バス,王子二丁目,35.755733,139.737431
1523,都営バス,王子駅前,35.75379,139.7374
1524,都営バス,環七新田,35.772951,139.739155
1525,都営バス,鹿浜橋,35.778807,139.749383
1526,都営バス,鹿浜三丁目,35.778652,139.753196
1527,都営バス,鹿浜三丁目交差点,35.778526,139.756757
1528,都営バス,椿二丁目,35.778384,139.760926
1529,都営バス,上沼田団地,35.778406,139.7628
1530,都営バス,江北小学校前(東京都),35.775891,139.765376
1531,都営バス,東京女子医大足立医療センター,35.773245,139.765558
1532,都営バス,江北陸橋下,35.778401,139.768991
1533,都営バス,第五中学校裏,35.77828,139.775388
1534,都営バス,西新井陸橋,35.778344,139.78655
1535,都営バス,梅島三丁目,35.778531,139.792848
1536,都営バス,島根三丁目〔環七〕,35.778615,139.795932
1537,都営バス,東部病院前(東京都),35.778692,139.79815
1538,都営バス,足立区役所前,35.775878,139.803086
1539,都営バス,足立区役所,35.775352,139.803736
1540,都営バス,王子駅前,35.75375,139.737274
1541,都営バス,豊島七丁目南,35.764246,139.744674
1542,都営バス,トンボ鉛筆前,35.764865,139.747443
1543,都営バス,新豊橋,35.765822,139.747788
1544,都営バス,ハートアイランド南,35.768767,139.749311
1545,都営バス,ハートアイランド東,35.77005,139.748687
1546,都営バス,ハートアイランド北,35.770969,139.746629
1547,都営バス,ハートアイランド入口,35.771218,139.74436
1548,都営バス,赤羽駅東口,35.779059,139.721536
1549,都営バス,赤羽二丁目,35.782128,139.722329
1550,都営バス,岩淵町,35.782886,139.725313
1551,都営バス,志茂二丁目,35.781361,139.729399
1552,都営バス,志茂一丁目〔志茂駅前〕,35.778032,139.73265
1553,都営バス,北車庫入口,35.775109,139.733364
1554,都営バス,北車庫前,35.773547,139.733276
1555,都営バス,神谷陸橋,35.770792,139.733986
1556,都営バス,北区神谷町,35.768563,139.734767
1557,都営バス,王子駅前,35.754101,139.738559
1558,都営バス,豊島五丁目団地,35.764244,139.751521
1559,都営バス,新宿駅西口,35.691771,139.698597
1560,都営バス,高円寺陸橋,35.698595,139.654477
1561,都営バス,高円寺体育館前,35.700492,139.654515
1562,都営バス,高円寺南四丁目〔都営バス〕,35.70196,139.654568
1563,都営バス,高円寺駅入口,35.706741,139.65435
1564,都営バス,野方二丁目,35.712562,139.653732
1565,都営バス,野方駅南口,35.716145,139.653629
1566,都営バス,野方駅北口,35.721438,139.653604
1567,都営バス,中野北郵便局前,35.725828,139.653744
1568,都営バス,豊玉中,35.729746,139.656598
1569,都営バス,豊玉中二丁目〔都営バス〕,35.731357,139.658429
1570,都営バス,豊玉北,35.736523,139.664218
1571,都営バス,羽沢(東京都),35.741656,139.669233
1572,都営バス,小竹町二丁目,35.744234,139.67279
1573,都営バス,武蔵野病院前,35.746249,139.675578
1574,都営バス,小茂根,35.748281,139.67839
1575,都営バス,上の根橋,35.750858,139.681957
1576,都営バス,東山町(東京都),35.753648,139.685784
1577,都営バス,南常盤台,35.756547,139.689976
1578,都営バス,中板橋駅入口,35.758896,139.695546
1579,都営バス,富士見町都営住宅前,35.760173,139.700576
1580,都営バス,大和町(東京都),35.762138,139.708446
1581,都営バス,稲荷台(東京都),35.762636,139.710048
1582,都営バス,姥ヶ橋,35.763436,139.712556
1583,都営バス,上十条五丁目,35.764217,139.715367
1584,都営バス,王子第三小学校前,35.765158,139.718725
1585,都営バス,十条仲原二丁目,35.765907,139.72028
1586,都営バス,中十条四丁目,35.766628,139.722809
1587,都営バス,東十条四丁目,35.767861,139.727919
1588,都営バス,神谷一丁目,35.768729,139.731002
1589,都営バス,王子駅前,35.753883,139.737317
1590,都営バス,渋谷駅前,35.65919,139.702212
1591,都営バス,並木橋(渋谷区),35.655723,139.706271
1592,都営バス,渋谷車庫前,35.653941,139.708217
1593,都営バス,東二丁目(東京都),35.65237,139.709083
1594,都営バス,東三丁目(東京都),35.650126,139.71008
1595,都営バス,恵比寿駅前,35.648303,139.710436
1596,都営バス,恵比寿一丁目〔都営バス〕,35.646158,139.71309
1597,都営バス,恵比寿四丁目,35.645706,139.716138
1598,都営バス,恵比寿二丁目,35.645288,139.718939
1599,都営バス,恵比寿三丁目,35.644969,139.721203
1600,都営バス,北里研究所前,35.644474,139.725846
1601,都営バス,三光坂下,35.643822,139.730702
1602,都営バス,白金高輪駅前,35.643135,139.733666
1603,都営バス,魚籃坂下,35.644467,139.737029
1604,都営バス,三田五丁目,35.646416,139.739771
1605,都営バス,慶応義塾大前,35.648063,139.742664
1606,都営バス,田町駅前,35.646731,139.746533
1607,都営バス,品川駅港南口,35.628221,139.741501
1608,都営バス,浜路橋,35.63377,139.748072
1609,都営バス,港南三丁目,35.634499,139.750715
1610,都営バス,五色橋,35.636748,139.75186
1611,都営バス,海岸通り裏,35.638636,139.754436
1612,都営バス,海岸通り(東京都),35.639969,139.753983
1613,都営バス,芝浦埠頭,35.639855,139.756802
1614,都営バス,埠頭公園入口,35.642429,139.756031
1615,都営バス,芝浦二丁目,35.643147,139.752306
1616,都営バス,芝浦一丁目,35.645896,139.753527
1617,都営バス,田町駅東口前,35.644414,139.749571
1618,都営バス,田町駅東口,35.644637,139.748279
1619,都営バス,練馬駅前,35.738607,139.654124
1620,都営バス,桜台駅前,35.738197,139.660818
1621,都営バス,練馬車庫前,35.738548,139.664965
1622,都営バス,武蔵大学前,35.737554,139.668901
1623,都営バス,江古田二又,35.735963,139.673297
1624,都営バス,練馬総合病院入口,35.733149,139.676392
1625,都営バス,南長崎六丁目,35.731291,139.678227
1626,都営バス,東長崎駅通り,35.728127,139.681939
1627,都営バス,南長崎三丁目,35.724916,139.686225
1628,都営バス,新江古田駅前,35.733616,139.671167
1629,都営バス,江原町一丁目,35.731025,139.674162
1630,都営バス,江原町中野通り,35.729154,139.678026
1631,都営バス,南長崎五丁目,35.726524,139.681719
1632,都営バス,落合南長崎駅前,35.723018,139.683601
1633,都営バス,目白駅前,35.721927,139.706367
1634,都営バス,目白駅前〔川村学園〕,35.72089,139.708346
1635,都営バス,鬼子母神前(東京都),35.718026,139.715743
1636,都営バス,高田一丁目,35.717395,139.71708
1637,都営バス,日本女子大前,35.716127,139.720325
1638,都営バス,目白台三丁目,35.715262,139.724484
1639,都営バス,ホテル椿山荘東京前,35.71399,139.72597
1640,都営バス,ホテル椿山荘東京前〔ホテル前〕,35.713225,139.726191
1641,都営バス,江戸川橋,35.711466,139.731429
1642,都営バス,山吹町,35.708734,139.731566
1643,都営バス,都立新宿山吹高校前,35.707232,139.728247
1644,都営バス,榎町特別出張所前,35.70579,139.727248
1645,都営バス,牛込保健センター,35.703823,139.726789
1646,都営バス,牛込弁天町,35.702314,139.726753
1647,都営バス,牛込柳町駅前,35.699798,139.726358
1648,都営バス,薬王寺町,35.696136,139.72523
1649,都営バス,曙橋(東京都),35.692057,139.720894
1650,都営バス,市ヶ谷富久町,35.691171,139.717218
1651,都営バス,花園町(東京都),35.691142,139.712867
1652,都営バス,新宿一丁目北,35.691378,139.710646
1653,都営バス,新宿五丁目,35.692689,139.704196
1654,都営バス,歌舞伎町,35.693307,139.701777
1655,都営バス,葛西駅前,35.663108,139.872731
1656,都営バス,長島町交差点,35.667909,139.871126
1657,都営バス,江戸川車庫前,35.668443,139.86759
1658,都営バス,稲荷神社前(江戸川区),35.668969,139.864144
1659,都営バス,旧葛西橋,35.675485,139.839164
1660,都営バス,南砂一丁目,35.678819,139.824056
1661,都営バス,北砂一丁目,35.680712,139.822451
1662,都営バス,扇橋三丁目,35.682476,139.819749
1663,都営バス,扇橋二丁目,35.682874,139.815105
1664,都営バス,扇橋一丁目,35.682681,139.811601
1665,都営バス,白河(東京都),35.682431,139.807018
1666,都営バス,白河二丁目,35.682199,139.802901
1667,都営バス,清澄白河駅前,35.681975,139.799129
1668,都営バス,清澄一丁目,35.681742,139.795102
1669,都営バス,清洲橋,35.684099,139.789403
1670,都営バス,浜町中の橋,35.685133,139.787489
1671,都営バス,水天宮前(中央区),35.684402,139.783838
1672,都営バス,人形町三丁目,35.686777,139.781743
1673,都営バス,堀留町,35.687551,139.781082
1674,都営バス,小伝馬町,35.690072,139.778913
1675,都営バス,岩本町一丁目,35.692273,139.777219
1676,都営バス,久松町,35.688272,139.786361
1677,都営バス,東日本橋駅前,35.6912,139.783942
1678,都営バス,東神田(東京都),35.694846,139.780098
1679,都営バス,岩本町駅前,35.695701,139.776423
1680,都営バス,神田富山町,35.693734,139.773023
1681,都営バス,神田駅前,35.691801,139.771532
1682,都営バス,須田町,35.695105,139.770186
1683,都営バス,秋葉原駅前,35.698951,139.773624
1684,都営バス,千住桜木,35.755278,139.789513
1685,都営バス,尾竹橋,35.752349,139.787356
1686,都営バス,町屋三丁目,35.75003,139.785517
1687,都営バス,原中学校入口,35.749572,139.780088
1688,都営バス,大門小学校前(東京都),35.749546,139.777472
1689,都営バス,東尾久六丁目〔都営〕,35.749499,139.774753
1690,都営バス,都立大荒川キャンパス前,35.749446,139.772868
1691,都営バス,熊野前(東京都),35.748619,139.769874
1692,都営バス,東尾久五丁目,35.746538,139.769719
1693,都営バス,尾久本町通り,35.745413,139.769496
1694,都営バス,赤土小学校前,35.742877,139.769176
1695,都営バス,田端新町一丁目,35.739073,139.767866
1696,都営バス,田端新町,35.738875,139.765691
1697,都営バス,東田端一丁目,35.738079,139.763842
1698,都営バス,臨海車庫前,35.64738,139.858981
1699,都営バス,臨海町三丁目,35.649217,139.861441
1700,都営バス,中央卸売市場葛西市場前,35.650549,139.86293
1701,都営バス,中左近橋,35.65217,139.863234
1702,都営バス,新田住宅,35.657231,139.861117
1703,都営バス,第七葛西小学校前,35.658951,139.858886
1704,都営バス,区立自然動物園前,35.672765,139.857804
1705,都営バス,宇喜田公園前,35.676095,139.859508
1706,都営バス,葛西第二中学校前,35.678969,139.861003
1707,都営バス,一之江駅前,35.685891,139.88258
1708,都営バス,葛西工業高校前,35.682153,139.881242
1709,都営バス,西瑞江五丁目,35.67836,139.8795
1710,都営バス,古川親水公園〔都営バス〕,35.675842,139.878287
1711,都営バス,桑川町,35.671353,139.875748
1712,都営バス,長島町交差点,35.666737,139.873539
1713,都営バス,葛西駅前,35.663063,139.873267
1714,都営バス,仲町西組,35.658681,139.873016
1715,都営バス,仲町会館入口,35.657542,139.872489
1716,都営バス,葛西南高校入口,35.653906,139.872672
1717,都営バス,総合レクリエーション公園前,35.650698,139.872456
1718,都営バス,堀江団地,35.647831,139.871958
1719,都営バス,江戸川臨海郵便局前,35.645723,139.870203
1720,都営バス,臨海町五丁目,35.644793,139.869189
1721,都営バス,葛西臨海公園駅前,35.643664,139.8619
1722,都営バス,臨海町四丁目,35.646811,139.866134
1723,都営バス,葛西トラックターミナル,35.647676,139.863783
1724,都営バス,江戸川臨海郵便局前,35.645787,139.868922
1725,都営バス,船堀駅前,35.683427,139.86425
1726,都営バス,船堀スポーツ公園前,35.682023,139.867142
1727,都営バス,松江六丁目,35.68621,139.870468
1728,都営バス,松江コミュニティ会館前,35.690862,139.87184
1729,都営バス,銀杏並木通り,35.692958,139.872324
1730,都営バス,西一之江四丁目,35.694114,139.873793
1731,都営バス,松江四中通り,35.695184,139.875049
1732,都営バス,松江第四中学校前,35.697151,139.876605
1733,都営バス,大杉東小学校前,35.699868,139.878146
1734,都営バス,西一之江二丁目,35.702809,139.879207
1735,都営バス,新堀一丁目(江戸川区),35.702277,139.887619
1736,都営バス,春江団地前,35.701942,139.893393
1737,都営バス,西瑞江一丁目,35.701806,139.895646
1738,都営バス,篠崎町七丁目,35.70305,139.901875
1739,都営バス,篠崎駅前,35.705942,139.903935
1740,都営バス,駒込駅南口,35.73618,139.747217
1741,都営バス,上富士前,35.732975,139.748972
1742,都営バス,駒込富士前,35.729327,139.751815
1743,都営バス,吉祥寺前,35.727035,139.753087
1744,都営バス,御茶ノ水駅前,35.700584,139.764252
1745,都営バス,外神田二丁目,35.699244,139.767741
1746,都営バス,万世橋(東京都),35.698348,139.76991
1747,都営バス,東大島駅前〔大島口〕,35.690116,139.846072
1748,都営バス,東大島駅入口,35.689874,139.844873
1749,都営バス,横川橋,35.704008,139.809601
1750,都営バス,本所四丁目,35.703831,139.805178
1751,都営バス,本所二丁目,35.703642,139.800648
1752,都営バス,本所一丁目(東京都),35.704139,139.796964
1753,都営バス,東駒形一丁目,35.706862,139.798092
1754,都営バス,リバーピア吾妻橋前,35.709354,139.799444
1755,都営バス,浅草雷門,35.710209,139.796363
1756,都営バス,駒形橋(東京都),35.708821,139.795001
1757,都営バス,浅草寿町,35.709141,139.793101
1758,都営バス,金町駅前,35.769272,139.871261
1759,都営バス,金町二丁目〔都営バス〕,35.766447,139.870545
1760,都営バス,新宿郵便局前(葛飾区),35.763569,139.865444
1761,都営バス,亀有警察署前,35.76216,139.862991
1762,都営バス,新宿一丁目(葛飾区),35.759821,139.858884
1763,都営バス,中川大橋,35.756534,139.853953
1764,都営バス,亀有新道入口,35.752366,139.85024
1765,都営バス,白鳥四丁目,35.748936,139.847579
1766,都営バス,白鳥一丁目(東京都),35.746601,139.845835
1767,都営バス,東向島六丁目,35.727444,139.823896
1768,都営バス,東向島五丁目,35.725211,139.821481
1769,都営バス,向島消防署前,35.723297,139.81942
1770,都営バス,東向島広小路,35.72183,139.817811
1771,都営バス,東向島一丁目,35.720042,139.815811
1772,都営バス,向島五丁目,35.717218,139.812383
1773,都営バス,向島二丁目,35.715523,139.809865
1774,都営バス,本所吾妻橋,35.70842,139.803483
1775,都営バス,リバーピア吾妻橋前,35.708818,139.801351
1776,都営バス,浅草雷門,35.710873,139.795544
1777,都営バス,浅草一丁目,35.711169,139.793253
1778,都営バス,足立梅田町,35.769368,139.795664
1779,都営バス,梅田町神明通り,35.76719,139.79458
1780,都営バス,梅島第二小学校通り,35.765036,139.793213
1781,都営バス,赤不動,35.763869,139.792689
1782,都営バス,放水路土手下,35.761863,139.79164
1783,都営バス,千住桜木,35.755211,139.78944
1784,都営バス,一本松(荒川区),35.747346,139.783686
1785,都営バス,町屋一丁目,35.744995,139.782116
1786,都営バス,町屋駅前,35.742396,139.780382
1787,都営バス,荒川五丁目,35.739359,139.778356
1788,都営バス,荒川四丁目,35.736171,139.777026
1789,都営バス,三河島駅前,35.733309,139.778768
1790,都営バス,大下(荒川区),35.730387,139.778868
1791,都営バス,東日暮里三丁目,35.729186,139.778906
1792,都営バス,東日暮里四丁目,35.726065,139.779004
1793,都営バス,上根岸,35.724469,139.778918
1794,都営バス,鶯谷駅前,35.722836,139.779332
1795,都営バス,下谷二丁目,35.721079,139.781121
1796,都営バス,入谷鬼子母神,35.720273,139.783061
1797,都営バス,中入谷(台東区),35.719158,139.786533
1798,都営バス,入谷二丁目,35.718121,139.789779
1799,都営バス,西浅草三丁目〔都営バス〕,35.717592,139.791876
1800,都営バス,浅草一丁目,35.712684,139.792427
1801,都営バス,浅草寿町,35.710199,139.791791
1802,都営バス,足立区役所,35.775117,139.803622
1803,都営バス,千住二丁目,35.750429,139.799963
1804,都営バス,千住一丁目,35.747411,139.799027
1805,都営バス,京成中組,35.742902,139.797864
1806,都営バス,千住大橋,35.736196,139.796317
1807,都営バス,南千住六丁目,35.735174,139.795319
1808,都営バス,三ノ輪橋,35.732386,139.792858
1809,都営バス,三ノ輪駅前,35.729292,139.791341
1810,都営バス,竜泉(東京都),35.725164,139.791176
1811,都営バス,千束(東京都),35.720786,139.791667
1812,都営バス,西浅草三丁目〔都営バス〕,35.717709,139.792892
1813,都営バス,雷門一丁目,35.70937,139.793544
1814,都営バス,池袋駅東口,35.730948,139.712713
1815,都営バス,西巣鴨,35.743868,139.728693
1816,都営バス,新庚申塚,35.740985,139.731301
1817,都営バス,巣鴨四丁目,35.738716,139.733458
1818,都営バス,とげぬき地蔵前,35.735214,139.736841
1819,都営バス,巣鴨駅前,35.734082,139.738232
1820,都営バス,巣鴨駅南口,35.732498,139.740069
1821,都営バス,本駒込六丁目,35.730931,139.741806
1822,都営バス,千石一丁目(文京区),35.729276,139.743537
1823,都営バス,本駒込二丁目,35.726858,139.7468
1824,都営バス,白山五丁目〔都営バス〕,35.725915,139.748251
1825,都営バス,東洋大学前〔都営バス〕,35.724781,139.750262
1826,都営バス,白山上(東京都),35.722931,139.753426
1827,都営バス,駒込千駄木町,35.724596,139.757077
1828,都営バス,千駄木一丁目,35.724983,139.759597
1829,都営バス,団子坂下,35.725272,139.763083
1830,都営バス,千駄木三丁目,35.727639,139.763539
1831,都営バス,道灌山下,35.730411,139.762978
1832,都営バス,西日暮里駅前,35.732089,139.76601
1833,都営バス,西日暮里五丁目,35.73347,139.769094
1834,都営バス,西日暮里一丁目,35.735127,139.773085
1835,都営バス,荒川四丁目,35.736983,139.777633
1836,都営バス,荒川三丁目,35.735722,139.781654
1837,都営バス,荒川区役所前,35.735095,139.783765
1838,都営バス,荒川一丁目,35.733329,139.787274
1839,都営バス,大関横丁,35.731024,139.790431
1840,都営バス,浅草雷門,35.710909,139.795263
1841,都営バス,池袋駅東口,35.729422,139.713686
1842,都営バス,王子駅前,35.753904,139.738391
1843,都営バス,堀船,35.754447,139.743701
1844,都営バス,梶原(東京都),35.751539,139.747425
1845,都営バス,昭和町三丁目(東京都),35.74918,139.751126
1846,都営バス,尾久駅前,35.746848,139.755402
1847,都営バス,西尾久四丁目,35.745053,139.758724
1848,都営バス,田端新町三丁目,35.742584,139.763182
1849,都営バス,田端新町二丁目,35.740805,139.766219
1850,都営バス,田端新町一丁目,35.738866,139.769509
1851,都営バス,新三河島駅前,35.737702,139.773551
1852,都営バス,三ノ輪二丁目,35.728057,139.79443
1853,都営バス,日本堤,35.725911,139.796279
1854,都営バス,東浅草一丁目,35.721829,139.799555
1855,都営バス,浅草警察署前,35.719061,139.799669
1856,都営バス,浅草六丁目,35.716957,139.799067
1857,都営バス,二天門,35.714619,139.798443
1858,都営バス,東武浅草駅前,35.712352,139.797911
1859,都営バス,浅草雷門,35.710718,139.796755
1860,都営バス,浅草雷門南,35.709567,139.796284
1861,都営バス,とげぬき地蔵前,35.735077,139.736579
1862,都営バス,巣鴨四丁目,35.738022,139.733764
1863,都営バス,新庚申塚,35.740694,139.731236
1864,都営バス,葛西駅前,35.663209,139.873412
1865,都営バス,第二葛西小学校前,35.661528,139.878617
1866,都営バス,第二葛西小学校入口,35.659832,139.877329
1867,都営バス,東葛西六丁目,35.659447,139.879942
1868,都営バス,東葛西七丁目,35.657828,139.881362
1869,都営バス,東葛西八丁目,35.65592,139.88106
1870,都営バス,東葛西九丁目,35.65258,139.880466
1871,都営バス,南葛西第二小学校前,35.649886,139.880053
1872,都営バス,なぎさニュータウン,35.647415,139.879757
1873,都営バス,南葛西会館前,35.646418,139.875874
1874,都営バス,南葛西中学校前,35.645261,139.875748
1875,都営バス,コーシャハイム南葛西,35.643418,139.872257
1876,都営バス,コーシャハイム南葛西〔始発〕,35.643306,139.872626
1877,都営バス,南葛西第三小学校前,35.642455,139.871388
1878,都営バス,葛西駅前,35.663015,139.873739
1879,都営バス,仲町西組,35.659751,139.873089
1880,都営バス,小学校通り,35.657892,139.87623
1881,都営バス,仲町東組,35.656922,139.880017
1882,都営バス,雷,35.655896,139.88404
1883,都営バス,雷不動前,35.659685,139.884523
1884,都営バス,浦安橋,35.666496,139.884347
1885,都営バス,東葛西三丁目,35.668656,139.883584
1886,都営バス,新川口(江戸川区),35.671551,139.883374
1887,都営バス,瑞江中学校前,35.679582,139.885249
1888,都営バス,船堀駅前,35.684027,139.864124
