バス停ID,バス会社名称,バス停名称,緯度,経度
18201,平和交通,成田税務署前,35.779165,140.301423
18202,平和交通,JR成田駅〔東口〕,35.777583,140.313173
18203,平和交通,銀座駅〔数寄屋橋〕,35.6731,139.763875
18204,平和交通,本郷町(千葉県),35.707887,139.953923
18205,平和交通,西船橋駅,35.706199,139.957976
18206,平和交通,海神町南,35.703242,139.965014
18207,平和交通,西船二丁目,35.713563,139.969893
18208,平和交通,行田団地入口,35.71531,139.97129
18209,平和交通,新船橋駅入口,35.71019,139.980174
18210,平和交通,北本町2丁目(千葉県),35.713716,139.984301
18211,平和交通,塚田駅入口,35.717895,139.986538
18212,平和交通,夏見台団地,35.719637,139.990007
18213,平和交通,市立体育館・市民プール入口,35.725976,139.993383
18214,平和交通,馬込沢〔バス停〕,35.742242,139.995685
18215,平和交通,東道野辺七丁目,35.746966,139.997983
18216,平和交通,鎌ヶ谷高校入口,35.756766,139.998568
18217,平和交通,東武鎌ヶ谷駅,35.763746,139.997696
18218,平和交通,初富交差点,35.771096,139.999153
18219,平和交通,新鎌ケ谷駅,35.780732,140.000136
18220,平和交通,西白井駅,35.785275,140.03119
18221,平和交通,白井駅,35.783977,140.054286
18222,平和交通,小室駅,35.787744,140.076199
18223,平和交通,イオン映画館,35.802405,140.109215
18224,平和交通,木刈中学校,35.807265,140.111196
18225,平和交通,千葉ニュータウン中央駅北口,35.800941,140.115956
18226,平和交通,千葉ニュータウン中央駅南入口,35.797299,140.116387
18227,平和交通,原山中学校,35.798119,140.127491
18228,平和交通,高花小学校,35.798359,140.136364
18229,平和交通,西の原小学校,35.801067,140.152542
18230,平和交通,西の原公園前[ショッピングモール],35.801302,140.157741
18231,平和交通,印西牧の原駅南口,35.80249,140.166343
18232,平和交通,滝野小学校,35.808383,140.176283
18233,平和交通,日医大千葉北総病院,35.781541,140.198991
18234,平和交通,印旛日本医大駅,35.787444,140.203596
18235,平和交通,兜町,35.681079,139.777746
18236,平和交通,駿河台(千葉県),35.704627,140.010367
18237,平和交通,飯山満駅入口,35.718452,140.017725
18238,平和交通,高根木戸駅,35.727476,140.03418
18239,平和交通,北習志野駅,35.722666,140.042414
18240,平和交通,習志野台団地,35.720911,140.052105
18241,平和交通,船橋日大高校,35.721978,140.060755
18242,平和交通,船橋日大前駅,35.727371,140.059843
18243,平和交通,八千代緑が丘駅,35.729623,140.073952
18244,平和交通,高津団地入口,35.721869,140.076327
18245,平和交通,グリーンハイツ(八千代市),35.731328,140.090013
18246,平和交通,ゆりのき台第二,35.735473,140.104652
18247,平和交通,八千代中央駅,35.728104,140.104501
18248,平和交通,村上駅,35.723418,140.118738
18249,平和交通,村上団地入口,35.724286,140.126428
18250,平和交通,東葉勝田台駅,35.715528,140.125512
18251,平和交通,ユーカリが丘駅南入口,35.719584,140.156265
18252,平和交通,ユーカリが丘駅北入口,35.725476,140.154218
18253,平和交通,赤井寮,35.575859,140.169873
18254,平和交通,学園前駅入口,35.560659,140.161459
18255,平和交通,学園前駅(千葉県),35.560812,140.158895
18256,平和交通,扇田小学校,35.557571,140.162199
18257,平和交通,おゆみ野駅,35.550663,140.166069
18258,平和交通,しのぼり公園,35.550792,140.17221
18259,平和交通,ハイム・パークハウス,35.546707,140.179586
18260,平和交通,農業センター入口,35.543062,140.184511
18261,平和交通,ちはら台入口,35.540845,140.193174
18262,平和交通,御影台公園入口,35.540282,140.199081
18263,平和交通,霜月公園,35.536942,140.200689
18264,平和交通,パークシティちはら台,35.536586,140.192505
18265,平和交通,文月公園,35.533052,140.185639
18266,平和交通,ちはら台中央,35.527749,140.182569
18267,平和交通,大岬公園,35.527116,140.178691
18268,平和交通,ちはら台駅,35.533567,140.170887
18269,平和交通,辰巳中央公園入口,35.517252,140.154674
18270,平和交通,辰巳団地(千葉県),35.519615,140.148494
18271,平和交通,辰巳坂上,35.520365,140.145307
18272,平和交通,八幡宿駅東口,35.536069,140.120306
18273,平和交通,五井駅東口中央,35.510266,140.092624
18274,平和交通,五井駅東口,35.512776,140.089961
18275,平和交通,田尻(千葉県),35.707362,139.932699
18276,平和交通,下総中山駅入口,35.709719,139.937843
18277,平和交通,原木中山駅入口,35.707761,139.944564
18278,平和交通,北原木橋,35.706439,139.948805
18279,平和交通,谷津駅,35.685035,140.007776
18280,平和交通,津田沼駅,35.690333,140.018867
18281,平和交通,千葉駅,35.611977,140.116549
18282,平和交通,蘇我駅西口,35.581333,140.130441
18283,平和交通,コロンブスシティ,35.658931,140.035764
18284,平和交通,市町村アカデミー,35.659425,140.041517
18285,平和交通,放送大学(千葉県),35.653135,140.051329
18286,平和交通,セントラルタワー,35.644439,140.045143
18287,平和交通,マリンルート入口,35.642469,140.041839
18288,平和交通,海浜打瀬小学校,35.640105,140.04289
18289,平和交通,花見川通り,35.636257,140.045563
18290,平和交通,グランアクシブ,35.640755,140.051109
18291,平和交通,検見川浜駅,35.638528,140.060739
18292,平和交通,ザ・レジデンス検見川浜ガーデンズ,35.634297,140.063597
18293,平和交通,稲毛海岸駅,35.629467,140.07215
18294,平和交通,稲岸公園北,35.63536,140.079014
18295,平和交通,稲毛駅,35.637266,140.093493
18296,平和交通,小仲台6丁目,35.639964,140.092172
18297,平和交通,スイミングスクール(千葉県),35.642102,140.090624
18298,平和交通,稲毛第三ハイツ28号棟,35.644358,140.088991
18299,平和交通,創価学会前,35.646338,140.087483
18300,平和交通,稲毛スカイマンション,35.648899,140.086177
18301,平和交通,スカイタウン,35.650396,140.090852
18302,平和交通,あさま台入口,35.650151,140.097442
18303,平和交通,宮野木公園,35.650084,140.099124
18304,平和交通,園生町交差点,35.650036,140.100699
18305,平和交通,平和交通本社,35.655269,140.097733
18306,平和交通,畑町ホームランド,35.659656,140.087276
18307,平和交通,にれの木台東,35.656717,140.086301
18308,平和交通,にれの木台入口,35.655209,140.089224
18309,平和交通,西小中台団地,35.653163,140.086067
18310,三宅村,夕景浜,34.08273,139.482306
18311,三宅村,鉄砲場,34.078712,139.484058
18312,三宅村,岡庭,34.098506,139.492476
18313,三宅村,保健所前〔三宅島三宅村〕,34.118026,139.503571
18314,三宅村,三宅小中学校前,34.11975,139.50518
18315,三宅村,大久保浜,34.119584,139.510003
18316,三宅村,姉川神社前,34.118704,139.507473
18317,三宅村,三池〔三宅島三宅村〕,34.083746,139.560101
18318,三宅村,三池港〔フェリー発着時のみ〕,34.079922,139.563255
18319,三宅村,沖ヶ平,34.079796,139.559493
18320,三宅村,企業課前,34.076961,139.557601
18321,三宅村,空港前〔三宅島〕,34.072736,139.558249
18322,三宅村,釜方,34.066977,139.55642
18323,三宅村,御嶽神社前〔三宅島三宅村〕,34.063861,139.552464
18324,三宅村,大永井,34.06349,139.55008
18325,三宅村,旧坪田小学校前,34.061146,139.547352
18326,三宅村,坪田〔三宅島三宅村〕,34.060026,139.545096
18327,三宅村,郷野〔三宅島三宅村〕,34.058068,139.541787
18328,三宅村,高校前〔三宅島三宅村〕,34.057612,139.537999
18329,三宅村,農林合同庁舎前,34.056397,139.534668
18330,三宅村,大路池,34.051602,139.528542
18331,三宅村,東山〔三宅島三宅村〕,34.050117,139.523328
18332,三宅村,角屋敷,34.049512,139.510947
18333,三宅村,新澪池,34.048612,139.503104
18334,三宅村,粟辺,34.052286,139.496181
18335,三宅村,粟辺坂上,34.054139,139.49274
18336,三宅村,薄木〔三宅島三宅村〕,34.055626,139.489502
18337,三宅村,富賀神社前,34.059148,139.486552
18338,三宅村,釜根,34.063283,139.483929
18339,三宅村,阿古郵便局前,34.064543,139.483188
18340,三宅村,錆ヶ浜港入口,34.067737,139.48253
18341,三宅村,錆ヶ浜港〔フェリー発着時のみ〕,34.068294,139.481037
18342,三宅村,錆ヶ浜,34.071001,139.481082
18343,三宅村,二島,34.0731,139.479771
18344,三宅村,ふるさとの湯,34.073766,139.477408
18345,三宅村,阿古,34.075786,139.480879
18346,三宅村,鉄砲場,34.078701,139.484086
18347,三宅村,岡庭,34.098336,139.492529
18348,三宅村,伊ヶ谷,34.099934,139.492246
18349,三宅村,伊ヶ谷港,34.099747,139.488722
18350,三宅村,西原〔三宅島三宅村〕,34.107317,139.495512
18351,三宅村,伊豆岬入口,34.109395,139.495349
18352,三宅村,薬師前〔三宅島三宅村〕,34.112784,139.499091
18353,三宅村,伊豆〔三宅島三宅村〕,34.114958,139.500536
18354,三宅村,阿知原,34.116017,139.501589
18355,三宅村,三宅小中学校前,34.119739,139.505231
18356,三宅村,姉川神社前,34.118812,139.507309
18357,三宅村,みやけ保育園前,34.118116,139.508761
18358,三宅村,友地,34.117769,139.513506
18359,三宅村,支庁前〔三宅島三宅村〕,34.119035,139.516818
18360,三宅村,警察署前〔三宅島三宅村〕,34.11971,139.518135
18361,三宅村,門の原〔三宅島三宅村〕,34.11999,139.521434
18362,三宅村,神着,34.120332,139.522663
18363,三宅村,焼場,34.121309,139.526734
18364,三宅村,中央診療所〔三宅島三宅村〕,34.122095,139.531267
18365,三宅村,湯舟グラウンド前,34.121419,139.530199
18366,三宅村,土佐,34.120276,139.535094
18367,三宅村,ナダード,34.118267,139.541712
18368,三宅村,三ノ輪,34.116925,139.546443
18369,三宅村,美茂井,34.115336,139.550083
18370,三宅村,釜の尻,34.112233,139.55464
18371,三宅村,椎取神社前,34.108111,139.558224
18372,三宅村,赤場暁,34.101133,139.559623
18373,三宅村,三七山,34.097555,139.558676
18374,三宅村,御子敷,34.092344,139.560366
18375,三宅村,三池園地,34.086212,139.560822
18376,三宅村,伊ヶ谷港〔フェリー発着時のみ〕,34.099747,139.488722
18377,朝日バス,綾瀬駅,35.762036,139.823989
18378,朝日バス,綾瀬駅東口,35.762511,139.825521
18379,朝日バス,八か村落し親水緑道入口,35.764609,139.831101
18380,朝日バス,東綾瀬郵便局前,35.764518,139.834441
18381,朝日バス,東綾瀬一丁目,35.764962,139.835544
18382,朝日バス,東綾瀬小学校(足立区),35.767021,139.835611
18383,朝日バス,東和一丁目,35.768579,139.835672
18384,朝日バス,東綾瀬団地,35.770433,139.835648
18385,朝日バス,蒲原中学校入口,35.771954,139.835594
18386,朝日バス,谷中一丁目,35.774211,139.833781
18387,朝日バス,北綾瀬駅入口,35.776383,139.833757
18388,朝日バス,谷中中学校入口,35.779011,139.83385
18389,朝日バス,谷中三郵便局前,35.781433,139.83373
18390,朝日バス,谷中五丁目,35.781588,139.836603
18391,朝日バス,辰沼小学校入口,35.783605,139.836657
18392,朝日バス,辰沼団地,35.785134,139.836351
18393,朝日バス,辰沼一丁目,35.786425,139.835927
18394,朝日バス,辰沼二丁目,35.787091,139.834897
18395,朝日バス,神明障害福祉施設前,35.787865,139.833456
18396,朝日バス,辰沼二丁目公園前,35.79043,139.833202
18397,朝日バス,雪見橋南詰,35.791383,139.832961
18398,朝日バス,雪見橋(東京都),35.792806,139.832478
18399,朝日バス,神明二丁目(足立区),35.793872,139.834463
18400,朝日バス,六木四丁目,35.794832,139.83884
18401,朝日バス,桜木橋北詰,35.795523,139.839985
18402,朝日バス,六木小学校,35.797701,139.839575
18403,朝日バス,六ツ木都住,35.79937,139.839449
18404,朝日バス,垳公民館,35.80352,139.840382
18405,朝日バス,八潮駅南口,35.806961,139.84413
18406,大島旅客自動車（株）,三原山頂口,34.738324,139.380214
18407,大島旅客自動車（株）,新火口展望台,34.746292,139.391595
18408,大島旅客自動車（株）,三原山温泉,34.753688,139.401895
18409,大島旅客自動車（株）,湯場三叉路,34.757994,139.396401
18410,大島旅客自動車（株）,あじさいロード中央,34.760521,139.412539
18411,大島旅客自動車（株）,めがね橋(東京都),34.763476,139.423552
18412,大島旅客自動車（株）,桜株(大島町),34.763209,139.429188
18413,大島旅客自動車（株）,大島公園(東京都),34.761678,139.433668
18414,大島旅客自動車（株）,元町港,34.751744,139.352889
18415,大島旅客自動車（株）,岡田港,34.789494,139.391953
18416,大島旅客自動車（株）,椿・花ガーデン,34.770337,139.37446
18417,大島旅客自動車（株）,椿の森公園,34.762284,139.380493
18418,大島旅客自動車（株）,湯場三叉路,34.758044,139.396273
18419,大島旅客自動車（株）,三原山温泉,34.753672,139.40186
18420,大島旅客自動車（株）,新火口展望台,34.746272,139.391643
18421,大島旅客自動車（株）,元町港,34.751696,139.352948
18422,大島旅客自動車（株）,町役場前(大島町),34.75024,139.356001
18423,大島旅客自動車（株）,元町北口,34.752182,139.356119
18424,大島旅客自動車（株）,支庁前(東京都),34.757299,139.358047
18425,大島旅客自動車（株）,高校前(東京都),34.764156,139.360332
18426,大島旅客自動車（株）,郷土資料館入口,34.771145,139.361993
18427,大島旅客自動車（株）,地の岡,34.775576,139.363541
18428,大島旅客自動車（株）,大島空港入口,34.778471,139.364898
18429,大島旅客自動車（株）,大島空港ターミナル,34.782604,139.363822
18430,大島旅客自動車（株）,ふるさと体験館入口,34.779851,139.369074
18431,大島旅客自動車（株）,北の山(東京都),34.780353,139.371493
18432,大島旅客自動車（株）,桜通り(大島町),34.782413,139.382474
18433,大島旅客自動車（株）,さくら小学校入口,34.782864,139.385223
18434,大島旅客自動車（株）,岡田郵便局前(東京都),34.782804,139.387747
18435,大島旅客自動車（株）,岡田出張所前(東京都),34.785104,139.391352
18436,大島旅客自動車（株）,岡田港,34.789649,139.392167
18437,大島旅客自動車（株）,塚の本(東京都),34.787759,139.393144
18438,大島旅客自動車（株）,秋の浜入口,34.784399,139.410927
18439,大島旅客自動車（株）,泉津,34.782469,139.414435
18440,大島旅客自動車（株）,椿トンネル,34.778187,139.423405
18441,大島旅客自動車（株）,秋の浜入口,34.784315,139.411008
18442,大島旅客自動車（株）,元町北口,34.751963,139.356132
18443,大島旅客自動車（株）,農協前(大島町),34.749567,139.356071
18444,大島旅客自動車（株）,元町南口,34.747,139.35673
18445,大島旅客自動車（株）,火山博物館前,34.743905,139.358629
18446,大島旅客自動車（株）,大昇団地前,34.741197,139.358077
18447,大島旅客自動車（株）,大宮神社前(東京都),34.733793,139.356607
18448,大島旅客自動車（株）,野増,34.731254,139.354408
18449,大島旅客自動車（株）,清掃工場前,34.721408,139.354941
18450,大島旅客自動車（株）,千波,34.705944,139.36644
18451,大島旅客自動車（株）,地層切断面,34.703186,139.371815
18452,大島旅客自動車（株）,砂の浜入口,34.697448,139.384196
18453,大島旅客自動車（株）,間伏(東京都),34.694797,139.387771
18454,大島旅客自動車（株）,送信所前(東京都),34.687532,139.395486
18455,大島旅客自動車（株）,差木地保育園前,34.684299,139.407247
18456,大島旅客自動車（株）,差木地入口,34.68345,139.411721
18457,大島旅客自動車（株）,差木地中央,34.682291,139.416688
18458,大島旅客自動車（株）,差木地南口,34.68294,139.420838
18459,大島旅客自動車（株）,海洋国際高校前,34.682564,139.432492
18460,大島旅客自動車（株）,下地(東京都),34.68201,139.434584
18461,大島旅客自動車（株）,ぱれ・ら・めーる前,34.6815,139.437052
18462,大島旅客自動車（株）,波浮西岸,34.684811,139.437529
18463,大島旅客自動車（株）,波浮港,34.687755,139.439506
18464,大島旅客自動車（株）,三中前(東京都),34.686165,139.435008
18465,大島旅客自動車（株）,波浮見晴台,34.68695,139.435609
18466,大島旅客自動車（株）,波浮保育園前,34.689989,139.436883
18467,大島旅客自動車（株）,上の山(東京都),34.689656,139.439643
18468,大島旅客自動車（株）,大島町陸上競技場,34.693828,139.444449
18469,大島旅客自動車（株）,下地(東京都),34.682072,139.434482
18470,大島旅客自動車（株）,ぱれ・ら・めーる前,34.681489,139.437185
18471,大島旅客自動車（株）,大島大砂漠,34.729589,139.434348
18472,大島旅客自動車（株）,筆島,34.701784,139.443473
18473,大島旅客自動車（株）,岡田港,34.789376,139.391932
18474,大島旅客自動車（株）,大島空港北口,34.78347,139.363948
18475,大島旅客自動車（株）,ぶらっとハウス前,34.788706,139.365635
18476,大島旅客自動車（株）,野田浜海水浴場,34.795011,139.360501
18477,関東鉄道（株）,鹿島神宮駅,35.970401,140.626083
18478,関東鉄道（株）,鹿島神宮,35.965991,140.632261
18479,関東鉄道（株）,鹿嶋市役所,35.965321,140.64473
18480,関東鉄道（株）,鹿島宇宙センター,35.954439,140.662167
18481,関東鉄道（株）,鹿島製鉄所,35.938875,140.661036
18482,関東鉄道（株）,鹿島セントラルホテル,35.899207,140.638532
18483,関東鉄道（株）,水郷潮来,35.937991,140.585149
18484,関東鉄道（株）,つくばセンター,36.082073,140.112735
18485,関東鉄道（株）,竹園二丁目,36.079642,140.1219
18486,関東鉄道（株）,千現一丁目,36.075274,140.125047
18487,関東鉄道（株）,並木一丁目,36.069593,140.12991
18488,関東鉄道（株）,並木二丁目(茨城県),36.064339,140.136949
18489,関東鉄道（株）,並木大橋,36.061252,140.141396
18490,関東鉄道（株）,東京駅〔日本橋口〕,35.683365,139.769058
18491,関東鉄道（株）,茨城空港,36.177646,140.407212
18492,高速バス,土浦駅東口,36.0776,140.207135
18493,高速バス,田中町[高架道路],36.084643,140.189379
18494,高速バス,宍塚,36.084362,140.163437
18495,高速バス,花室,36.087374,140.129732
18496,高速バス,つくばセンター,36.082101,140.112722
18497,高速バス,竹園二丁目,36.079536,140.121522
18498,高速バス,千現一丁目,36.07519,140.124991
18499,高速バス,並木一丁目,36.069564,140.129893
18500,高速バス,並木二丁目(茨城県),36.064317,140.136958
18501,高速バス,並木大橋,36.061446,140.141059
18502,高速バス,下広岡,36.057912,140.152295
18503,高速バス,東京ディズニーシー,35.628997,139.887722
18504,高速バス,東京ディズニーランド,35.636446,139.880641
18505,高速バス,国際展示場駅前,35.633364,139.792031
18506,高速バス,東京テレポート駅,35.62666,139.779712
18507,高速バス,東京駅〔八重洲南口〕,35.679823,139.768072
18508,高速バス,中津川駅前,35.500447,137.503211
18509,高速バス,金岡町4丁目,35.345362,137.114348
18510,高速バス,多治見駅前〔南口〕,35.336179,137.121798
18511,高速バス,名鉄緑台中央,35.354142,137.110511
18512,高速バス,明和団地前(岐阜県),35.362018,137.104736
18513,高速バス,桜ヶ丘1丁目(岐阜県),35.371363,137.116062
18514,高速バス,皐ヶ丘6丁目,35.384196,137.104753
18515,高速バス,可児駅前,35.421976,137.05562
18516,高速バス,可児市役所前,35.425047,137.0611
18517,高速バス,可児車庫,35.425112,137.069021
18518,JRバス関東（株）,東京港フェリーターミナル,35.617147,139.795177
18519,JRバス関東（株）,東京駅丸の内南口,35.681107,139.765539
18520,JRバス関東（株）,ウォーターズ竹芝,35.655679,139.76272
18521,JRバス関東（株）,日の出ふ頭,35.65056,139.760134
18522,成田空港交通,新橋駅前,35.667145,139.758465
18523,成田空港交通,有楽町マリオン前,35.673283,139.762348
18524,成田空港交通,東京駅八重洲口前,35.68019,139.769912
18525,成田空港交通,京成上野駅,35.711368,139.774094
18526,成田空港交通,金町駅前,35.769208,139.871217
18527,成田空港交通,松戸本町,35.784571,139.897489
18528,成田空港交通,松戸駅,35.784367,139.899809
18529,成田空港交通,北松戸駅入口,35.804978,139.907934
18530,成田空港交通,市民センター(千葉県),35.813364,139.910906
18531,成田空港交通,ユーカリ前,35.820091,139.907647
18532,成田空港交通,支所前(千葉県),35.827307,139.91115
18533,成田空港交通,新松戸駅,35.825339,139.920196
18534,成田空港交通,八柱駅入口,35.793013,139.940337
18535,成田空港交通,公団入口(松戸市),35.794759,139.951345
18536,成田空港交通,管理事務所(松戸市),35.798012,139.952149
18537,成田空港交通,星形住宅,35.799938,139.951748
18538,成田空港交通,常盤平駅,35.803007,139.950339
18539,成田空港交通,牧の原(千葉県),35.793794,139.954692
18540,成田空港交通,金ヶ作,35.794565,139.961715
18541,成田空港交通,五香駅,35.795483,139.96408
18542,成田空港交通,六実駅,35.794961,139.999684
18543,成田空港交通,新鎌ヶ谷駅,35.78077,139.99996
18544,成田空港交通,西白井駅,35.785351,140.031218
18545,成田空港交通,白井駅,35.78416,140.054838
18546,成田空港交通,千葉ニュータウン中央駅〔成田空港交通/ちばレインボーバス〕,35.801063,140.116419
18547,成田空港交通,京成成田駅,35.77675,140.316991
18548,成田空港交通,成田空港第3ターミナル,35.777598,140.383021
18549,成田空港交通,成田空港第2ターミナル,35.772932,140.387285
18550,成田空港交通,東京駅八重洲口前,35.679911,139.768201
18551,成田空港交通,西船橋駅,35.70826,139.959065
18552,成田空港交通,行田団地,35.719092,139.970936
18553,成田空港交通,税務大学校入口,35.722555,139.971588
18554,成田空港交通,藤原町(千葉県),35.730672,139.970051
18555,成田空港交通,上山町二丁目,35.734324,139.975043
18556,成田空港交通,中沢道,35.735743,139.979071
18557,成田空港交通,法典3丁目,35.739349,139.98421
18558,成田空港交通,馬込沢駅(船橋市馬込西),35.740836,139.992785
18559,成田空港交通,二和道,35.746711,140.003584
18560,成田空港交通,鎌ヶ谷新田,35.753398,140.009707
18561,成田空港交通,鎌ヶ谷大仏駅,35.758838,140.013277
18562,成田空港交通,西白井駅,35.785361,140.03121
18563,成田空港交通,千葉ニュータウン中央駅〔成田空港交通/ちばレインボーバス〕,35.801061,140.116419
18564,成田空港交通,原山中学校,35.798137,140.127462
18565,成田空港交通,公園前〔印西市高花〕,35.798411,140.136522
18566,成田空港交通,三丁目南(印西市),35.800917,140.15493
18567,成田空港交通,原(千葉県),35.801436,140.161466
18568,成田空港交通,印西牧の原駅,35.802671,140.166375
18569,成田空港交通,印旛日本医大駅,35.787513,140.203771
18570,成田空港交通,ボンベルタ,35.778773,140.291739
18571,成田空港交通,成田ニュータウン中央,35.778958,140.296832
18572,成田空港交通,成田税務署前,35.779187,140.301488
18573,成田空港交通,JR成田駅〔西口〕,35.777051,140.312934
18574,成田空港交通,京成成田駅,35.776728,140.316964
18575,成田空港交通,成田空港第3ターミナル,35.777066,140.383186
18576,成田空港交通,仙台駅東口,38.259729,140.883626
18577,成田空港交通,東京駅〔八重洲南口〕,35.67976,139.768098
18578,成田空港交通,東京駅〔日本橋口〕,35.683449,139.768817
18579,成田空港交通,東京ディズニーランド,35.63589,139.881231
18580,成田空港交通,東京ディズニーランド・バスターミナル・ウエスト,35.632757,139.876505
18581,成田空港交通,成田空港第1ターミナル,35.764196,140.385071
18582,成田空港交通,成田空港第2ターミナル,35.772951,140.387592
18583,成田空港交通,成田空港第3ターミナル,35.777961,140.382914
18584,豊島区,池袋駅東口〔IKEBUS〕,35.730307,139.712459
18585,豊島区,サンシャインシティ西,35.729561,139.717235
18586,豊島区,サンシャインシティプリンスホテル〔IKEBUS〕,35.730101,139.719703
18587,豊島区,IKE・SUNPARK,35.727493,139.722052
18588,豊島区,東池袋駅,35.725981,139.718501
18589,豊島区,豊島区役所,35.726135,139.716214
18590,豊島区,南池袋公園,35.72794,139.715626
18591,豊島区,池袋駅西口(中央),35.731081,139.709511
18592,豊島区,東京芸術劇場,35.729921,139.707687
18593,豊島区,ホテルメトロポリタン〔IKEBUS〕,35.728004,139.707754
18594,豊島区,東通り〔IKEBUS〕,35.724631,139.715323
18595,豊島区,東池袋駅,35.726252,139.718828
18596,豊島区,サンシャインシティプリンスホテル〔IKEBUS〕,35.729816,139.71953
18597,豊島区,サンシャインシティ西,35.730112,139.718056
18598,豊島区,Hareza池袋〔IKEBUS〕,35.732272,139.715749
18599,豊島区,池袋駅西口(北),35.732266,139.711705
18600,高速バス,川崎駅東口〔ラ・チッタデッラ前〕,35.528618,139.697191
18601,高速バス,東京ディズニーシー・バスターミナル・サウス,35.625842,139.890359
18602,高速バス,バスタ新宿〔新宿駅新南口〕,35.688688,139.700627
18603,高速バス,矢幅駅前,39.61324,141.147762
18604,高速バス,盛岡駅西口,39.701829,141.13471
18605,高速バス,グランドサンピア八戸,40.488576,141.468736
18606,高速バス,八戸中心街ターミナル〔三日町〕,40.509914,141.490974
18607,高速バス,本八戸駅,40.516593,141.489179
18608,高速バス,八戸駅前,40.50839,141.431658
18609,高速バス,八食センター,40.526337,141.45378
18610,高速バス,八戸〔ラピアバスターミナル〕,40.521491,141.502835
18611,高速バス,三沢駅前,40.668904,141.35349
18612,高速バス,さいたま新都心バスターミナル,35.893103,139.637657
18613,高速バス,弘前駅城東口,40.5991,140.485873
18614,高速バス,青森駅前,40.828173,140.734964
18615,高速バス,青森港津軽海峡フェリーターミナル,40.846502,140.716266
18616,高速バス,さいたま新都心バスターミナル,35.892998,139.637445
18617,高速バス,盛岡南営業所,39.65743,141.145809
18618,高速バス,盛岡駅西口,39.701666,141.134891
18619,高速バス,宮古駅前,39.640678,141.947158
18620,高速バス,県北バス山田支所前,39.452861,141.950758
18621,高速バス,道の駅やまだ,39.437099,141.973483
18622,国立市,国立駅北口,35.699599,139.446547
18623,国立市,高架下駐輪場前,35.699168,139.441982
18624,国立市,北二丁目(東京都),35.700386,139.438508
18625,国立市,北福祉館,35.700314,139.436872
18626,国立市,4号棟東,35.700131,139.435016
18627,国立市,北市民プラザ,35.699826,139.432505
18628,国立市,北第一公園西,35.699556,139.430244
18629,国立市,西一丁目西,35.698144,139.429542
18630,国立市,都営西一丁目アパート,35.697247,139.430649
18631,国立市,国立駅北口西児童館,35.69709,139.432435
18632,国立市,国立西郵政宿舎,35.697166,139.435544
18633,国立市,ふれあい公園入口,35.697282,139.439251
18634,国立市,中一丁目(東京都),35.697354,139.441555
18635,国立市,児童遊園東,35.696284,139.430681
18636,国立市,西一丁目交差点,35.696378,139.43383
18637,国立市,音大付属小学校北,35.696459,139.436894
18638,国立市,音大付属小学校東,35.696521,139.438999
18639,国立市,国立公民館,35.697016,139.443451
18640,国立市,国立駅南口,35.698589,139.446646
18641,国立市,国立駅南口,35.698214,139.446327
18642,国立市,国立学園,35.69562,139.440576
18643,国立市,音高,35.693857,139.436917
18644,国立市,ぶどう園西,35.691592,139.436368
18645,国立市,学園通り(東京都),35.690494,139.436419
18646,国立市,都営西三丁目アパート,35.68842,139.436504
18647,国立市,富士見台防災センター前,35.68722,139.436826
18648,国立市,中防災センター入口,35.692818,139.438734
18649,国立市,ぶどう園東,35.691679,139.438795
18650,国立市,都立五商南,35.6881,139.438969
18651,国立市,さくら通り西,35.686962,139.439069
18652,国立市,国立郵便局,35.686531,139.442204
18653,国立市,くにたち福祉会館,35.687202,139.444323
18654,国立市,多摩障害者センター西,35.68647,139.445444
18655,国立市,くにたち中央図書館入口,35.685046,139.445166
18656,国立市,谷保駅西,35.682876,139.444425
18657,国立市,国立市役所,35.683468,139.441268
18658,小笠原村,村役場前(小笠原村),27.094644,142.192096
18659,小笠原村,西町(小笠原村),27.093344,142.191491
18660,小笠原村,三日月山入口,27.094566,142.189573
18661,小笠原村,小中学校裏,27.096867,142.191549
18662,小笠原村,宮之浜入口,27.09992,142.19413
18663,小笠原村,奥村(東京都),27.099584,142.203678
18664,小笠原村,奥村運動場,27.099496,142.201699
18665,小笠原村,福祉センター(小笠原村),27.099724,142.199741
18666,小笠原村,清瀬交差点,27.098842,142.19817
18667,小笠原村,診療所(東京都),27.099038,142.196326
18668,小笠原村,二見台新都住,27.098762,142.194088
18669,小笠原村,清瀬西,27.101007,142.195046
18670,小笠原村,清瀬(小笠原村),27.100581,142.198016
18671,小笠原村,村役場前(小笠原村),27.094716,142.191998
18672,小笠原村,西町(小笠原村),27.093359,142.191525
18673,小笠原村,福祉センター(小笠原村),27.099708,142.19968
18674,小笠原村,清瀬交差点,27.098831,142.198102
18675,小笠原村,青灯台入口,27.094909,142.194559
18676,小笠原村,船客待合所,27.095582,142.196522
18677,小笠原村,奥村(東京都),27.099564,142.203754
18678,小笠原村,境浦海岸,27.087168,142.207264
18679,小笠原村,扇浦海岸,27.072881,142.204051
18680,小笠原村,交流センター(東京都),27.071761,142.203629
18681,小笠原村,農業センター(東京都),27.067342,142.20485
18682,小笠原村,小港海岸,27.060162,142.196758
18683,日野市,市立病院(東京都),35.667216,139.378601
18684,日野市,日野市役所,35.670807,139.394812
18685,日野市,東豊田四丁目,35.663616,139.389888
18686,日野市,豊田一丁目(東京都),35.657085,139.386854
