バス会社名称,路線名称,バス停名称,緯度,経度,ID,路線ID,停車順番
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],小茂根,35.748088,139.67854,22240,1367,19
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],武蔵野病院前,35.746058,139.67573,22241,1367,20
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],小竹町二丁目,35.743355,139.671988,22242,1367,21
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],羽沢〔新桜台駅〕,35.741512,139.669444,22243,1367,22
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],豊玉北,35.736357,139.66447,22244,1367,23
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],豊玉中二丁目〔関東バス〕,35.731072,139.658476,22245,1367,24
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],豊玉中,35.729451,139.656617,22246,1367,25
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],中野北郵便局前,35.725767,139.65401,22247,1367,26
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],野方駅北口,35.721276,139.653965,22248,1367,27
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],野方駅入口,35.71698,139.653929,22249,1367,28
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],野方二丁目,35.712393,139.654026,22250,1367,29
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],高円寺中学,35.706761,139.654365,22251,1367,30
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],杉並芸術会館 座・高円寺前,35.7055,139.653663,22252,1367,31
関東バス（株）,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],高円寺駅北口,35.70604,139.650136,22253,1367,32
高速バス,東京-茨城/ひたち号[高速バス],東京駅〔八重洲南口〕,35.679858,139.768138,22254,1368,1
高速バス,東京-茨城/ひたち号[高速バス],東京駅〔日本橋口〕,35.683656,139.76886,22255,1368,2
高速バス,東京-茨城/ひたち号[高速バス],新田中内,36.507399,140.582499,22256,1368,3
高速バス,東京-茨城/ひたち号[高速バス],石名坂(茨城県),36.512728,140.607906,22257,1368,4
高速バス,東京-茨城/ひたち号[高速バス],金畑団地,36.529914,140.618023,22258,1368,5
高速バス,東京-茨城/ひたち号[高速バス],塙山,36.546112,140.623027,22259,1368,6
高速バス,東京-茨城/ひたち号[高速バス],常陸多賀駅,36.552492,140.632292,22260,1368,7
高速バス,東京-茨城/ひたち号[高速バス],諏訪表原,36.564661,140.636225,22261,1368,8
高速バス,東京-茨城/ひたち号[高速バス],成沢(茨城県),36.575884,140.635267,22262,1368,9
高速バス,東京-茨城/ひたち号[高速バス],城南町一丁目,36.584662,140.642898,22263,1368,10
高速バス,東京-茨城/ひたち号[高速バス],銀行前(日立市),36.596467,140.651985,22264,1368,11
高速バス,東京-茨城/ひたち号[高速バス],日立駅,36.592472,140.661303,22265,1368,12
高速バス,東京-茨城/ひたち号[高速バス],神峰営業所,36.612003,140.664766,22266,1368,13
高速バス,東京-茨城/ひたち号[高速バス],国民宿舎鵜の岬前,36.663348,140.714601,22267,1368,14
高速バス,東京-茨城/ひたち号[高速バス],高萩駅(茨城県),36.71379,140.716537,22268,1368,15
高速バス,ニューノクターン号:横浜・新宿-弘前・五所川原[高速バス],横浜駅東口,35.465472,139.625144,22269,1369,1
高速バス,ニューノクターン号:横浜・新宿-弘前・五所川原[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22270,1369,2
高速バス,ニューノクターン号:横浜・新宿-弘前・五所川原[高速バス],弘前バスターミナル,40.599261,140.480962,22271,1369,3
高速バス,ニューノクターン号:横浜・新宿-弘前・五所川原[高速バス],五所川原駅前,40.809526,140.447428,22272,1369,4
高速バス,東京-岩手/遠野・釜石号[高速バス],池袋駅〔西口〕,35.73073,139.708313,22273,1370,1
高速バス,東京-岩手/遠野・釜石号[高速バス],秋葉原駅前,35.699004,139.774043,22274,1370,2
高速バス,東京-岩手/遠野・釜石号[高速バス],上野駅前,35.711796,139.775981,22275,1370,3
高速バス,東京-岩手/遠野・釜石号[高速バス],浦和美園駅〔東口〕,35.89445,139.727949,22276,1370,4
高速バス,東京-岩手/遠野・釜石号[高速バス],花巻駅前,39.392823,141.111533,22277,1370,5
高速バス,東京-岩手/遠野・釜石号[高速バス],新花巻駅前,39.407296,141.173608,22278,1370,6
高速バス,東京-岩手/遠野・釜石号[高速バス],道の駅とうわ,39.382709,141.222507,22279,1370,7
高速バス,東京-岩手/遠野・釜石号[高速バス],道の駅遠野風の丘,39.331062,141.499333,22280,1370,8
高速バス,東京-岩手/遠野・釜石号[高速バス],遠野駅前,39.332514,141.530237,22281,1370,9
高速バス,東京-岩手/遠野・釜石号[高速バス],釜石営業所,39.256873,141.820531,22282,1370,10
高速バス,東京-岩手/遠野・釜石号[高速バス],釜石駅前,39.272501,141.872478,22283,1370,11
高速バス,東京-岩手/遠野・釜石号[高速バス],吉里吉里一丁目,39.367704,141.939038,22284,1370,12
高速バス,東京-岩手/遠野・釜石号[高速バス],道の駅やまだ,39.436989,141.973461,22285,1370,13
高速バス,東京-宮城/広瀬ライナー[高速バス],渋谷マークシティ,35.658414,139.699147,22286,1371,1
高速バス,東京-宮城/広瀬ライナー[高速バス],渋谷マークシティ,35.658414,139.699147,22286,1371,1
高速バス,東京-宮城/広瀬ライナー[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22287,1371,2
高速バス,東京-宮城/広瀬ライナー[高速バス],渋谷マークシティ,35.658414,139.699147,22288,1371,3
高速バス,東京-宮城/広瀬ライナー[高速バス],渋谷マークシティ,35.658414,139.699147,22288,1371,3
高速バス,東京-宮城/広瀬ライナー[高速バス],仙台駅前〔高速バス〕,38.260679,140.880389,22289,1371,4
高速バス,東京-宮城/広瀬ライナー[高速バス],幸町五丁目(宮城県),38.273079,140.902979,22290,1371,5
高速バス,東京-宮城/広瀬ライナー[高速バス],利府役場前,38.329407,140.974314,22291,1371,6
高速バス,東京-宮城/広瀬ライナー[高速バス],蛇田歩道橋,38.443005,141.276997,22292,1371,7
高速バス,東京-宮城/広瀬ライナー[高速バス],石巻駅前,38.434875,141.303841,22293,1371,8
高速バス,東京-秋田/フローラ号[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22294,1372,1
高速バス,東京-秋田/フローラ号[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22294,1372,1
高速バス,東京-秋田/フローラ号[高速バス],ハイアット リージェンシー 東京,35.6913,139.691366,22295,1372,2
高速バス,東京-秋田/フローラ号[高速バス],新宿駅西口,35.692204,139.698862,22296,1372,3
高速バス,東京-秋田/フローラ号[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22297,1372,4
高速バス,東京-秋田/フローラ号[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22297,1372,4
高速バス,東京-秋田/フローラ号[高速バス],大宮駅西口,35.905151,139.621843,22298,1372,5
高速バス,東京-秋田/フローラ号[高速バス],秋田駅東口,39.716944,140.131627,22299,1372,6
高速バス,東京-秋田/フローラ号[高速バス],秋田長崎屋バスターミナル,39.715157,140.109099,22300,1372,7
高速バス,東京-山形/レインボー[高速バス],東京駅八重洲通り,35.679758,139.771117,22301,1373,1
高速バス,東京-山形/レインボー[高速バス],上野駅〔松村ビル前〕,35.710375,139.776347,22302,1373,2
高速バス,東京-山形/レインボー[高速バス],浅草駅,35.712042,139.798651,22303,1373,3
高速バス,東京-山形/レインボー[高速バス],福島駅東口,37.754721,140.460958,22304,1373,4
高速バス,東京-山形/レインボー[高速バス],米沢駅東口,37.909987,140.129101,22305,1373,5
高速バス,東京-山形/レインボー[高速バス],道の駅米沢,37.922116,140.137687,22306,1373,6
高速バス,東京-山形/レインボー[高速バス],赤湯温泉口〔高速バス〕,38.04872,140.170729,22307,1373,7
高速バス,東京-山形/レインボー[高速バス],上山温泉,38.156627,140.277587,22308,1373,8
高速バス,東京-山形/レインボー[高速バス],山交ビルバスターミナル,38.246646,140.331772,22309,1373,9
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22310,1374,1
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],池袋駅東口,35.729326,139.713459,22311,1374,2
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],下落合駅〔高速バス〕,35.716558,139.696191,22312,1374,3
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],練馬駅〔練馬区役所前〕,35.736047,139.651693,22313,1374,4
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],川越的場,35.913541,139.430257,22314,1374,5
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],湯沢(新潟県),36.93203,138.825809,22315,1374,6
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],六日町(新潟県),37.080614,138.876007,22316,1374,7
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],小出,37.216595,138.972138,22317,1374,8
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],小千谷,37.30906,138.781152,22318,1374,9
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],越路(新潟県),37.393291,138.792112,22319,1374,10
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],長岡北(新潟県),37.473339,138.814033,22320,1374,11
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],長岡駅東口,37.446678,138.855004,22321,1374,12
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],五百刈,37.526188,138.876663,22322,1374,13
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],栄(新潟県),37.606818,138.909696,22323,1374,14
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],三条・燕,37.654155,138.9407,22324,1374,15
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],巻潟東,37.74452,138.938689,22325,1374,16
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],鳥原,37.850512,139.002639,22326,1374,17
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],新潟駅前,37.914168,139.060839,22327,1374,18
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],万代シテイバスセンター,37.916535,139.055261,22328,1374,19
高速バス,東京-新潟/新宿・池袋-新潟[高速バス],佐渡汽船ターミナル,37.92942,139.062422,22329,1374,20
高速バス,東京-新潟/池袋-直江津[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22330,1375,1
高速バス,東京-新潟/池袋-直江津[高速バス],池袋駅東口,35.729326,139.713459,22331,1375,2
高速バス,東京-新潟/池袋-直江津[高速バス],下落合駅〔高速バス〕,35.716558,139.696191,22332,1375,3
高速バス,東京-新潟/池袋-直江津[高速バス],練馬駅〔練馬区役所前〕,35.736047,139.651693,22333,1375,4
高速バス,東京-新潟/池袋-直江津[高速バス],川越的場,35.913541,139.430257,22334,1375,5
高速バス,東京-新潟/池袋-直江津[高速バス],大積(新潟県)〔高速バス〕,37.438527,138.73063,22335,1375,6
高速バス,東京-新潟/池袋-直江津[高速バス],西山(柏崎市),37.443964,138.655864,22336,1375,7
高速バス,東京-新潟/池袋-直江津[高速バス],曽地〔高速バス〕,37.404212,138.628962,22337,1375,8
高速バス,東京-新潟/池袋-直江津[高速バス],柏崎インター,37.362102,138.585268,22338,1375,9
高速バス,東京-新潟/池袋-直江津[高速バス],柏崎駅前,37.364391,138.556589,22339,1375,10
高速バス,東京-新潟/池袋-直江津[高速バス],柿崎(新潟県),37.271596,138.389768,22340,1375,11
高速バス,東京-新潟/池袋-直江津[高速バス],潟町,37.233106,138.345633,22341,1375,12
高速バス,東京-新潟/池袋-直江津[高速バス],頸城,37.181549,138.300425,22342,1375,13
高速バス,東京-新潟/池袋-直江津[高速バス],上越インター富岡,37.140887,138.264371,22343,1375,14
高速バス,東京-新潟/池袋-直江津[高速バス],高田駅前(新潟県),37.114926,138.24239,22344,1375,15
高速バス,東京-新潟/池袋-直江津[高速バス],上越市役所入口,37.149555,138.238999,22345,1375,16
高速バス,東京-新潟/池袋-直江津[高速バス],直江津ショッピングセンター前,37.171163,138.23678,22346,1375,17
高速バス,東京-新潟/池袋-直江津[高速バス],直江津駅前,37.171222,138.242943,22347,1375,18
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22348,1376,1
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],池袋駅東口,35.729326,139.713459,22349,1376,2
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],下落合駅〔高速バス〕,35.716558,139.696191,22350,1376,3
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],練馬駅〔練馬区役所前〕,35.736047,139.651693,22351,1376,4
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],川越的場,35.913541,139.430257,22352,1376,5
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],黒部(富山県),36.884557,137.485114,22353,1376,6
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],魚津,36.815118,137.422645,22354,1376,7
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],滑川(富山県),36.7439,137.377871,22355,1376,8
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],西上袋,36.661257,137.209612,22356,1376,9
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],富山市民病院前,36.673589,137.210496,22357,1376,10
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],総曲輪,36.690489,137.212224,22358,1376,11
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],富山市役所前,36.695694,137.212809,22359,1376,12
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],富山駅前,36.699827,137.212835,22360,1376,13
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],富山大学前,36.700796,137.189028,22361,1376,14
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],小杉駅(富山県),36.721554,137.092639,22362,1376,15
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],高岡高速バスターミナル,36.659779,137.003108,22363,1376,16
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],砺波駅前〔南口〕,36.636419,136.95387,22364,1376,17
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],砺波市役所前,36.647359,136.961007,22365,1376,18
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],戸出四丁目,36.678498,136.976133,22366,1376,19
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],イオンモール口,36.72477,137.014619,22367,1376,20
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],高岡駅前,36.742104,137.015553,22368,1376,21
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],加越能バス本社前,36.758837,137.027596,22369,1376,22
高速バス,東京-富山/新宿・池袋-富山・高岡・氷見[高速バス],氷見営業所,36.857589,136.975128,22370,1376,23
高速バス,東京-愛知/新宿-名古屋[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22371,1377,1
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道三鷹,35.672122,139.573209,22372,1377,2
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道深大寺,35.663479,139.553726,22373,1377,3
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道府中,35.659896,139.496056,22374,1377,4
高速バス,東京-愛知/新宿-名古屋[高速バス],府中駅(東京都),35.672261,139.479935,22375,1377,5
高速バス,東京-愛知/新宿-名古屋[高速バス],聖蹟桜ヶ丘駅,35.651516,139.446981,22376,1377,6
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道日野,35.674508,139.409186,22377,1377,7
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道八王子,35.665903,139.296712,22378,1377,8
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道馬籠,35.517756,137.569572,22379,1377,9
高速バス,東京-愛知/新宿-名古屋[高速バス],中津川インター,35.476351,137.483891,22380,1377,10
高速バス,東京-愛知/新宿-名古屋[高速バス],恵那,35.45387,137.396311,22381,1377,11
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道瑞浪天徳,35.373922,137.253758,22382,1377,12
高速バス,東京-愛知/新宿-名古屋[高速バス],多治見インター,35.347459,137.111779,22383,1377,13
高速バス,東京-愛知/新宿-名古屋[高速バス],中央道桃花台,35.297346,136.991782,22384,1377,14
高速バス,東京-愛知/新宿-名古屋[高速バス],勝川駅前,35.230438,136.956051,22385,1377,15
高速バス,東京-愛知/新宿-名古屋[高速バス],栄〔オアシス21〕,35.170503,136.910205,22386,1377,16
高速バス,東京-愛知/新宿-名古屋[高速バス],名鉄バスセンター,35.168385,136.884804,22387,1377,17
高速バス,東京-岐阜/パピヨン[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22388,1378,1
高速バス,東京-岐阜/パピヨン[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22388,1378,1
高速バス,東京-岐阜/パピヨン[高速バス],ハイアット リージェンシー 東京,35.6913,139.691366,22389,1378,2
高速バス,東京-岐阜/パピヨン[高速バス],新宿駅西口,35.692204,139.698862,22390,1378,3
高速バス,東京-岐阜/パピヨン[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22391,1378,4
高速バス,東京-岐阜/パピヨン[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22391,1378,4
高速バス,東京-岐阜/パピヨン[高速バス],美濃加茂ぎふ清流里山公園,35.47327,137.030627,22392,1378,5
高速バス,東京-岐阜/パピヨン[高速バス],美濃中濃庁舎,35.529657,136.899785,22393,1378,6
高速バス,東京-岐阜/パピヨン[高速バス],関市役所,35.495663,136.917361,22394,1378,7
高速バス,東京-岐阜/パピヨン[高速バス],関シティターミナル,35.491291,136.912157,22395,1378,8
高速バス,東京-岐阜/パピヨン[高速バス],名鉄岐阜バスターミナル,35.411051,136.759571,22396,1378,9
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],大宮営業所〔高速バス〕,35.908163,139.598871,22397,1379,1
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],大宮駅西口,35.905203,139.622084,22398,1379,2
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],池袋駅東口,35.729326,139.713459,22399,1379,3
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],横浜駅東口/YCAT,35.464836,139.624499,22400,1379,4
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],近鉄四日市,34.965887,136.618581,22401,1379,5
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],関バスセンター,34.840899,136.40218,22402,1379,6
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],御代インター森精機前,34.810232,136.202374,22403,1379,7
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],上野市駅,34.766997,136.13059,22404,1379,8
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],三交上野車庫,34.767682,136.119282,22405,1379,9
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],桔梗が丘〔北口〕,34.641884,136.112596,22406,1379,10
高速バス,埼玉・東京・神奈川-三重/大宮・池袋・横浜-伊賀・名張[高速バス],名張市役所,34.627003,136.107745,22407,1379,11
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],大宮営業所〔高速バス〕,35.908163,139.598871,22408,1380,1
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],大宮駅西口,35.905203,139.622084,22409,1380,2
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],さいたま新都心バスターミナル,35.893101,139.637657,22410,1380,3
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],池袋駅東口,35.729326,139.713459,22411,1380,4
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22412,1380,5
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],立川駅北口,35.698863,139.412842,22413,1380,6
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],横浜駅東口/YCAT,35.464836,139.624499,22414,1380,7
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],桑名駅前,35.066093,136.68424,22415,1380,8
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],近鉄四日市,34.965832,136.618564,22416,1380,9
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],三交鈴鹿,34.86662,136.586439,22417,1380,10
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],白子駅西口,34.834493,136.589371,22418,1380,11
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],津駅前,34.734315,136.511282,22419,1380,12
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],三重会館前,34.718695,136.510756,22420,1380,13
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],松阪駅前,34.576474,136.535732,22421,1380,14
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],伊勢市駅前,34.490323,136.708075,22422,1380,15
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],三交伊勢,34.491768,136.729959,22423,1380,16
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],二見浦表参道,34.506062,136.777263,22424,1380,17
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],鳥羽バスセンター,34.487555,136.843498,22425,1380,18
高速バス,埼玉・東京・神奈川-三重/大宮・池袋-津・鳥羽[高速バス],磯部バスセンター,34.371288,136.80246,22426,1380,19
高速バス,千葉-滋賀・京都/きょうと号[高速バス],鎌取駅〔北口〕,35.56306,140.178628,22427,1381,1
高速バス,千葉-滋賀・京都/きょうと号[高速バス],鎌取インター,35.570756,140.172374,22428,1381,2
高速バス,千葉-滋賀・京都/きょうと号[高速バス],千葉駅〔高速バス〕,35.611946,140.116395,22429,1381,3
高速バス,千葉-滋賀・京都/きょうと号[高速バス],海浜幕張駅,35.649028,140.042077,22430,1381,4
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京ディズニーシー・バスターミナル・サウス,35.625703,139.89012,22431,1381,5
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京ディズニーシー・バスターミナル・サウス,35.625703,139.89012,22431,1381,5
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22432,1381,6
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京ディズニーシー・バスターミナル・サウス,35.625703,139.89012,22433,1381,7
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京ディズニーシー・バスターミナル・サウス,35.625703,139.89012,22433,1381,7
高速バス,千葉-滋賀・京都/きょうと号[高速バス],西船橋駅〔高速バス〕,35.708232,139.95854,22434,1381,8
高速バス,千葉-滋賀・京都/きょうと号[高速バス],東京スカイツリータウン前,35.708748,139.81045,22435,1381,9
高速バス,千葉-滋賀・京都/きょうと号[高速バス],浅草雷門,35.711247,139.794319,22436,1381,10
高速バス,千葉-滋賀・京都/きょうと号[高速バス],京成上野駅,35.711347,139.774072,22437,1381,11
高速バス,千葉-滋賀・京都/きょうと号[高速バス],大津駅前〔高速バス〕,35.003748,135.863846,22438,1381,12
高速バス,千葉-滋賀・京都/きょうと号[高速バス],山科駅,34.991496,135.817021,22439,1381,13
高速バス,千葉-滋賀・京都/きょうと号[高速バス],三条京阪(京都府),35.008237,135.772747,22440,1381,14
高速バス,千葉-滋賀・京都/きょうと号[高速バス],四条烏丸[地下鉄四条駅],35.003561,135.758498,22441,1381,15
高速バス,千葉-滋賀・京都/きょうと号[高速バス],京都駅八条口,34.983856,135.760749,22442,1381,16
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],大手町フィナンシャルシティグランキューブ,35.688568,139.764442,22443,1382,1
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],三菱ビル,35.679849,139.763948,22444,1382,2
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,22445,1382,3
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],渋谷マークシティ,35.658414,139.699147,22446,1382,4
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],山科駅,34.991496,135.817021,22447,1382,5
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],三条京阪(京都府),35.008237,135.772747,22448,1382,6
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],京都駅八条口,34.983856,135.760749,22449,1382,7
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],樟葉駅,34.861415,135.675661,22450,1382,8
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],枚方市駅北口,34.81615,135.648237,22451,1382,9
高速バス,東京-京都/東京ミッドナイトエクスプレス京都号[高速バス],枚方車庫,34.821248,135.679234,22452,1382,10
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22453,1383,1
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22453,1383,1
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東北急行東京営業所〔東雲車庫〕,35.64187,139.800773,22454,1383,2
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22455,1383,3
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22455,1383,3
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],東京駅八重洲通り,35.679809,139.770974,22456,1383,4
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],横浜駅西口,35.466459,139.619614,22457,1383,5
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],京都駅八条口,34.984181,135.759491,22458,1383,6
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],大阪駅前〔東梅田駅〕,34.700219,135.500034,22459,1383,7
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],湊町バスターミナル〔OCAT〕,34.666386,135.495359,22460,1383,8
高速バス,東京・神奈川-京都・大阪/フライングライナー[高速バス],あべのハルカス/天王寺駅〔高速バス〕,34.645958,135.515268,22461,1383,9
高速バス,東京-大阪/フライングスニーカー大阪[高速バス],東北急行東京営業所〔東雲車庫〕,35.64187,139.800773,22462,1384,1
高速バス,東京-大阪/フライングスニーカー大阪[高速バス],東京ディズニーランド・バスターミナル・ウエスト,35.632775,139.876237,22463,1384,2
高速バス,東京-大阪/フライングスニーカー大阪[高速バス],浅草駅,35.712042,139.798651,22464,1384,3
