会社名,路線名,バス停名,緯度,経度
東京都交通局,上２３(上野松坂屋前-平井駅前)[都営バス],上野松坂屋前,35.70699,139.772551
東京都交通局,上２３(青戸車庫前-東墨田会館)[都営バス],青戸車庫前,35.743776,139.843356
東京都交通局,上２６[都営バス],亀戸駅前,35.698022,139.825505
東京都交通局,上４６[都営バス],南千住駅東口,35.733403,139.799884
東京都交通局,上５８[都営バス],早稲田(東京都),35.711071,139.722139
東京都交通局,上６０[都営バス],池袋駅東口,35.730811,139.71267
東京都交通局,上６９(小滝橋車庫前-上野公園)[都営バス],小滝橋車庫前,35.710359,139.693351
東京都交通局,両２８[都営バス],両国駅前,35.695244,139.792064
東京都交通局,両２８〔日曹橋経由〕[都営バス],両国駅前,35.695244,139.792064
東京都交通局,亀２１[都営バス],東陽町駅前,35.669742,139.81686
東京都交通局,亀２３(亀戸駅前-江東高齢者医療センター)[都営バス],亀戸駅前,35.697835,139.825749
東京都交通局,亀２３(江東高齢者医療センター-亀戸駅前)[都営バス],江東高齢者医療センター,35.665309,139.834315
東京都交通局,亀２４[都営バス],葛西橋,35.672698,139.842438
東京都交通局,亀２６[都営バス],今井〔都営バス〕,35.68341,139.887619
東京都交通局,亀２９[都営バス],なぎさニュータウン,35.646968,139.879705
東京都交通局,井９２(大井町駅東口-八潮パークタウン)[都営バス],大井町駅東口,35.60622,139.735483
東京都交通局,井９６(大井町駅東口-天王洲アイル)[都営バス],大井町駅東口,35.606552,139.735166
東京都交通局,井９６(天王洲アイル-大井町駅東口)[都営バス],天王洲アイル,35.621238,139.750773
東京都交通局,井９８[都営バス],大井町駅東口,35.606445,139.735147
東京都交通局,北４７(足立清掃工場前-竹の塚駅前)[都営バス],足立清掃工場前〔都営バス〕,35.804033,139.797014
東京都交通局,北４７(竹の塚駅前-北千住駅前)[都営バス],竹の塚駅前,35.793561,139.792453
東京都交通局,反９４[都営バス],五反田駅,35.626287,139.723936
東京都交通局,反９６[都営バス],五反田駅,35.626188,139.724021
東京都交通局,品９１〔八潮方面〕[都営バス],品川駅港南口,35.628757,139.741177
東京都交通局,品９３[都営バス],大井競馬場前,35.593265,139.741034
東京都交通局,品９６乙[都営バス],品川駅港南口,35.628956,139.74117
東京都交通局,品９１〔品川駅方面〕[都営バス],八潮パークタウン,35.599726,139.750774
東京都交通局,品９６甲[都営バス],品川駅港南口,35.628898,139.741132
東京都交通局,品９７[都営バス],品川車庫前,35.623294,139.741106
東京都交通局,品９８[都営バス],品川駅港南口,35.628535,139.741638
東京都交通局,品９９(品川駅港南口-品川埠頭)[都営バス],品川駅港南口,35.629672,139.741362
東京都交通局,品９９(品川埠頭-品川駅港南口)[都営バス],品川埠頭,35.631621,139.757634
東京都交通局,上０１[都営バス],東大構内,35.71324,139.764238
東京都交通局,学０２[都営バス],高田馬場駅前,35.713317,139.704487
東京都交通局,学０３[都営バス],日赤医療センター前(東京都),35.655149,139.717758
東京都交通局,学０５[都営バス],目白駅前〔川村学園〕,35.721131,139.707904
東京都交通局,学０６[都営バス],恵比寿駅前,35.64688,139.70947
東京都交通局,宿７４[都営バス],新宿駅西口,35.692228,139.698698
東京都交通局,宿７４出入[都営バス],新宿車庫前,35.683494,139.687356
東京都交通局,宿７５[都営バス],新宿駅西口,35.692228,139.698698
東京都交通局,宿７５出入[都営バス],新宿車庫前,35.683494,139.687356
東京都交通局,宿９１[都営バス],新宿駅西口,35.691775,139.698733
東京都交通局,宿９１(杉並車庫行き)[都営バス],セシオン杉並前,35.695999,139.654224
東京都交通局,市０１[都営バス],新橋駅前,35.666884,139.758559
東京都交通局,平２３[都営バス],葛西駅前,35.663265,139.87275
東京都交通局,平２８〔平井方面〕[都営バス],東大島駅前〔小松川口〕,35.689489,139.84891
東京都交通局,平２８〔東大島方面〕[都営バス],平井駅前,35.70675,139.8423
東京都交通局,急行０５[都営バス],錦糸町駅前,35.695914,139.814465
東京都交通局,急行０６[都営バス],森下駅前(東京都),35.687561,139.798411
東京都交通局,新小２０[都営バス/京成タウンバス],タウンバス車庫,35.736013,139.855621
東京都交通局,新小２１(西葛西駅前-新小岩駅前)[都営バス],西葛西駅前,35.664157,139.85907
東京都交通局,新小２１(東小松川車庫前-船堀駅前)[都営バス],東小松川車庫前,35.688143,139.864772
東京都交通局,新小２２[都営バス],葛西駅前,35.66325,139.872913
東京都交通局,新小２２(松江-船堀駅前)[都営バス],松江(東京都),35.695615,139.871591
東京都交通局,新小２９[都営バス],東京臨海病院前,35.651744,139.855012
東京都交通局,早７７[都営バス],新宿駅西口,35.691849,139.698581
東京都交通局,早８１(早大正門-渋谷駅東口)[都営バス],早大正門,35.708545,139.721255
東京都交通局,木１１甲[都営バス],木場駅前,35.669508,139.806451
東京都交通局,木１１乙[都営バス],東陽町駅前,35.669743,139.816986
東京都交通局,東１５[都営バス],深川車庫前,35.643171,139.802615
東京都交通局,東１６(東京駅八重洲口-東京ビッグサイト)[都営バス],東京駅八重洲口,35.67978,139.768275
東京都交通局,東１６(東雲一丁目-深川車庫前)[都営バス],東雲一丁目,35.646914,139.801974
東京都交通局,東２２[都営バス],東京駅丸の内北口,35.68215,139.765094
東京都交通局,東４２-３[都営バス],南千住車庫前,35.731361,139.798429
東京都交通局,東４２-１[都営バス],南千住駅西口,35.732891,139.798557
東京都交通局,東４２-２[都営バス],南千住駅西口,35.732891,139.798557
東京都交通局,東４３[都営バス],江北駅前,35.774106,139.770973
東京都交通局,梅０１〔吉野・御嶽駅方面〕[都営バス],青梅駅前,35.790145,139.25793
東京都交通局,梅０１〔青梅方面〕[都営バス],軍畑駅入口,35.805416,139.206209
東京都交通局,梅７０[都営バス],青梅車庫,35.790252,139.249716
東京都交通局,梅７４〔成木方面〕[都営バス],裏宿町,35.789826,139.243217
東京都交通局,梅７４〔青梅・河辺方面〕[都営バス],黒沢(東京都),35.81344,139.253677
東京都交通局,梅７４〔成木循環〕[都営バス],黒沢神社前,35.814154,139.26458
東京都交通局,梅７６丙[都営バス],青梅駅前,35.790145,139.25793
東京都交通局,梅７６(裏宿町-北小曽木)[都営バス],裏宿町,35.789826,139.243217
東京都交通局,梅７６(北小曽木-上成木)[都営バス],裏宿町,35.789826,139.243217
東京都交通局,梅７７丁[都営バス],青梅駅前,35.790145,139.25793
東京都交通局,梅７７丙[都営バス],東青梅駅前〔都営〕,35.789652,139.272394
東京都交通局,梅７７乙[都営バス],青梅駅前,35.790145,139.25793
東京都交通局,梅７７甲[都営バス],河辺駅北口,35.784595,139.285081
東京都交通局,梅７７甲折返[都営バス],妙光院,35.794387,139.276633
東京都交通局,業１０(新橋-とうきょうスカイツリー駅前)[都営バス],新橋(東京都),35.667528,139.759434
東京都交通局,業１０(豊洲二丁目-深川車庫前)[都営バス],豊洲二丁目,35.656336,139.795138
東京都交通局,業１０(豊洲四丁目-深川車庫前)[都営バス],豊洲四丁目,35.655656,139.798518
東京都交通局,橋６３[都営バス],小滝橋車庫前,35.710359,139.693351
東京都交通局,橋８６[都営バス],目黒駅前,35.634235,139.716574
東京都交通局,池６５[都営バス],練馬車庫前,35.73828,139.663962
東京都交通局,池８６〔渋谷方面〕[都営バス],池袋サンシャインシティ,35.728895,139.721065
東京都交通局,池８６〔早稲田方面〕[都営バス],学習院女子大学前,35.709065,139.709199
東京都交通局,波０１[都営バス],東京テレポート駅前,35.62712,139.779366
東京都交通局,浜９５[都営バス],品川車庫前,35.622621,139.740753
東京都交通局,海０１[都営バス],門前仲町,35.67314,139.793591
東京都交通局,渋６６[都営バス/京王バス],阿佐ヶ谷駅前,35.704429,139.636451
東京都交通局,渋８８[都営バス],渋谷駅前,35.658768,139.702186
東京都交通局,王４０(池袋駅東口-西新井駅前)[都営バス],池袋駅東口,35.7296,139.713421
東京都交通局,王４０(飛鳥山-北車庫前)[都営バス],飛鳥山,35.750363,139.736331
東京都交通局,王４０(豊島二丁目-北車庫前)[都営バス],豊島二丁目(東京都),35.757393,139.743173
東京都交通局,王４０〔宮城循環〕[都営バス],王子駅前,35.754227,139.738656
東京都交通局,王４１[都営バス],王子駅前,35.753857,139.737194
東京都交通局,王４５[都営バス],北千住駅前,35.750239,139.804641
東京都交通局,王４９(王子駅前-足立区役所)[都営バス],王子駅前,35.75379,139.7374
東京都交通局,王４９(足立区役所-千住車庫前)[都営バス],足立区役所,35.775151,139.803991
東京都交通局,王５５[都営バス],池袋駅東口,35.7296,139.713421
東京都交通局,王５７[都営バス],赤羽駅東口,35.779059,139.721536
東京都交通局,王７８[都営バス],新宿駅西口,35.691771,139.698597
東京都交通局,田８７[都営バス],渋谷駅前,35.65919,139.702212
東京都交通局,田９２[都営バス],品川車庫前,35.622621,139.740753
東京都交通局,田９９[都営バス],品川駅港南口,35.628221,139.741501
東京都交通局,白６１[都営バス],練馬駅前,35.738607,139.654124
東京都交通局,秋２６[都営バス],葛西駅前,35.663108,139.872731
東京都交通局,端４４[都営バス],北千住駅前,35.750239,139.804641
東京都交通局,臨海２２[都営バス],臨海車庫,35.646976,139.858932
東京都交通局,臨海２８-１[都営バス],一之江橋西詰,35.700598,139.881896
東京都交通局,臨海２８-２[都営バス],一之江駅前,35.685891,139.88258
東京都交通局,船２８[都営バス],船堀駅前,35.683427,139.86425
東京都交通局,茶５１(駒込駅南口-秋葉原駅前)[都営バス],駒込駅南口,35.73618,139.747217
東京都交通局,草２４[都営バス],東大島駅前〔大島口〕,35.690116,139.846072
東京都交通局,草３９[都営バス],金町駅前,35.769272,139.871261
東京都交通局,草４１[都営バス],足立梅田町,35.769368,139.795664
東京都交通局,草４３[都営バス],足立区役所,35.775117,139.803622
東京都交通局,草６３[都営バス],東池袋一丁目〔豊島区役所〕,35.727716,139.715935
東京都交通局,草６４(池袋駅東口-浅草雷門)[都営バス],池袋駅東口,35.729422,139.713686
東京都交通局,草６４(とげぬき地蔵前-滝野川三丁目)[都営バス],とげぬき地蔵前,35.735077,139.736579
東京都交通局,葛西２１[都営バス],葛西駅前,35.663209,139.873412
東京都交通局,葛西２２(葛西駅前-一之江駅前)[都営バス],葛西駅前,35.663015,139.873739
東京都交通局,葛西２４[都営バス],船堀駅前,35.684027,139.864124
東京都交通局,西葛２０乙(西葛西駅前-葛西臨海公園駅前)[都営バス],西葛西駅前,35.66422,139.859199
東京都交通局,西葛２０乙(中央卸売市場葛西市場-臨海車庫前)[都営バス],中央卸売市場葛西市場前,35.64957,139.862393
東京都交通局,西葛２０乙(葛西トラックターミナル-臨海車庫前)[都営バス],葛西トラックターミナル,35.647676,139.863783
東京都交通局,西葛２０甲[都営バス],西葛西駅前,35.66422,139.859199
東京都交通局,西葛２６[都営バス],船堀駅前,35.683427,139.86425
東京都交通局,西葛２７(西葛西駅前-臨海町二丁目団地前)[都営バス],西葛西駅前,35.664466,139.859091
東京都交通局,西葛２７(臨海町一丁目-西葛西駅前)[都営バス],西葛西駅前,35.664466,139.859091
東京都交通局,豊洲０１(キャナルコート方面)[都営バス],豊洲一丁目,35.661564,139.792005
東京都交通局,豊洲０１(豊洲一丁目方面)[都営バス],キャナルコート３街区前,35.646654,139.803002
東京都交通局,都０１[都営バス],渋谷駅前,35.659377,139.702207
東京都交通局,都０２(蔵前駅前-本所一丁目)[都営バス],蔵前駅前,35.705475,139.792261
東京都交通局,都０２乙(一ツ橋)[都営バス],富坂上,35.709152,139.748887
東京都交通局,都０２(大塚駅前-錦糸町駅前)[都営バス],大塚駅前(東京都),35.730909,139.729096
東京都交通局,都０２(富坂上-東京ドームシティ)[都営バス],富坂上,35.709152,139.748887
東京都交通局,都０２乙[都営バス],池袋駅東口,35.729771,139.713161
東京都交通局,都０３[都営バス],四谷駅,35.686398,139.730174
東京都交通局,都０４[都営バス],東京駅丸の内南口,35.681002,139.764689
東京都交通局,都０５-１[都営バス],東京駅丸の内南口,35.680747,139.764826
東京都交通局,都０５-１出入[都営バス],深川車庫前,35.643171,139.802615
東京都交通局,都０６[都営バス],渋谷駅前,35.659125,139.702116
東京都交通局,都０７[都営バス],錦糸町駅前,35.695931,139.814109
東京都交通局,都０８[都営バス],日暮里駅前,35.728628,139.771475
東京都交通局,里２２(日暮里駅前-亀戸駅前)[都営バス],日暮里駅前,35.7285,139.771629
東京都交通局,里２２(清川-南千住車庫前)[都営バス],清川(東京都),35.728722,139.803452
東京都交通局,里４８[都営バス],日暮里駅前,35.728881,139.770986
東京都交通局,里４８-２(加賀団地)[都営バス],扇大橋駅前〔都営バス／東武バス〕,35.763809,139.770624
東京都交通局,錦１１[都営バス],亀戸駅前,35.698096,139.82473
東京都交通局,錦１３(晴海埠頭-錦糸町駅前)[都営バス],晴海埠頭,35.647369,139.773398
東京都交通局,錦１３(晴海埠頭-深川車庫前)[都営バス],晴海埠頭,35.647369,139.773398
東京都交通局,錦１３乙[都営バス],深川車庫前,35.643171,139.802615
東京都交通局,錦１８[都営バス],錦糸町駅前,35.695914,139.814465
東京都交通局,錦２２[都営バス],臨海車庫,35.646976,139.858932
東京都交通局,錦２５[都営バス],葛西駅前,35.664,139.87298
東京都交通局,錦２７-２[都営バス],小岩駅前,35.73249,139.881986
東京都交通局,錦２７[都営バス],小岩駅前,35.73249,139.881986
東京都交通局,錦２８[都営バス],東大島駅前〔大島口〕,35.69007,139.845673
東京都交通局,錦３７[都営バス],青戸車庫前,35.743776,139.843356
東京都交通局,門１９[都営バス],東京ビッグサイト〔バス〕,35.63023,139.793125
東京都交通局,門２１[都営バス],門前仲町,35.673975,139.795717
東京都交通局,門３３[都営バス],豊海水産埠頭,35.653845,139.769424
東京都交通局,飯６２[都営バス],小滝橋車庫前,35.710359,139.693351
東京都交通局,飯６４(小滝橋車庫前-九段下)[都営バス],小滝橋車庫前,35.710359,139.693351
東京都交通局,飯６４(西早稲田-早稲田)[都営バス],小滝橋車庫前,35.710359,139.693351
東京都交通局,高７１[都営バス],高田馬場駅前,35.712969,139.70493
東京都交通局,黒７７[都営バス],目黒駅前,35.634235,139.716574
東京都交通局,ＡＬ０１(東大島駅前-チェリーガーデン前)[都営バス],東大島駅前〔小松川口〕,35.689181,139.848832
東京都交通局,ＡＬ０１(チェリーガーデン前-東大島駅前)[都営バス],チェリーガーデン前,35.695481,139.851775
東京都交通局,ＣＨ０１[都営バス/京王バス],新宿駅西口,35.690963,139.698582
東京都交通局,ＦＬ０１[都営バス],葛西駅前,35.664,139.87298
東京都交通局,ＲＨ０１[都営バス],渋谷駅前,35.659377,139.702207
東京都交通局,深夜０１[都営バス],渋谷駅前,35.659377,139.702207
東京都交通局,深夜０２[都営バス],池袋駅東口,35.7296,139.713421
東京都交通局,深夜０３[都営バス],西葛西駅前,35.66422,139.859199
東京都交通局,深夜１０[都営バス],西葛西駅前,35.664466,139.859091
東京都交通局,陽２０(新砂三丁目アパート-東陽町駅前)[都営バス],新砂三丁目アパート,35.666455,139.833916
東京都交通局,茶５１(本郷二丁目-御茶ノ水駅前)[都営バス],駒込駅南口,35.73618,139.747217
東京都交通局,都０５-２[都営バス],東京駅丸の内南口,35.680747,139.764826
東京都交通局,渋８８出入[都営バス],渋谷駅西口〔都営バス〕,35.659983,139.700788
東京都交通局,陽２０(東陽町駅前-東大島駅前)[都営バス],東陽町駅前,35.669743,139.816986
東京都交通局,陽２０(東大島駅前-新砂三丁目アパート)[都営バス],東大島駅前〔大島口〕,35.689949,139.845474
東京都交通局,王５５折返[都営バス],王子駅前,35.75375,139.737274
東京都交通局,品９３出入[都営バス],品川車庫前,35.623294,139.741106
東京都交通局,深夜１１[都営バス],王子駅前,35.75379,139.7374
東京都交通局,池８６〔池袋方面〕[都営バス],渋谷駅東口〔都営バス〕,35.660291,139.702207
東京都交通局,早８１(渋谷駅東口-早大正門)[都営バス],渋谷駅東口〔都営バス〕,35.660177,139.702176
東京都交通局,井９２(八潮パークタウン-大井町駅東口)[都営バス],八潮パークタウン,35.599877,139.750767
東京都交通局,王４９(島根三丁目-千住車庫前)[都営バス],島根三丁目〔環七〕,35.778615,139.795932
東京都交通局,王４９〔ハートアイランド廻り〕[都営バス],王子駅前,35.75379,139.7374
東京都交通局,品９３〔車庫発着国道回り〕[都営バス],北品川二丁目,35.618837,139.744474
東京都交通局,上２３(平井操車所-平井七北公園)[都営バス],平井操車所,35.711428,139.839583
東京都交通局,品川駅港南口-港南四丁目[都営バス],品川駅港南口,35.628262,139.741464
東京都交通局,橋８６出入[都営バス],浜松町駅前,35.656492,139.756596
東京都交通局,錦４０[都営バス],南千住駅東口,35.733572,139.799992
東京都交通局,深夜１２[都営バス],船堀駅前,35.68338,139.864315
東京都交通局,東４３(宮城小学校-豊島五丁目団地)[都営バス],豊島五丁目団地,35.764205,139.752355
東京都交通局,臨海２８-２〔富士公園前経由〕[都営バス],葛西駅前,35.662309,139.873195
東京都交通局,飯６４(九段下-小滝橋車庫前)[都営バス],小滝橋車庫前,35.71013,139.69305
東京都交通局,上６９(上野公園-小滝橋車庫前)[都営バス],小滝橋車庫前,35.71013,139.69305
東京都交通局,品９７(青山一丁目駅前発着)[都営バス],青山いきいきプラザ入口,35.669526,139.72359
東京都交通局,品９７〔休日〕[都営バス],新宿二丁目(新宿区),35.688571,139.710325
東京都交通局,業１０〔夜間〕[都営バス],新橋(東京都),35.666884,139.758559
東京都交通局,深夜１３[都営バス],東京駅丸の内南口,35.680747,139.764826
東京都交通局,深夜１４[都営バス],東京駅八重洲口,35.67978,139.768275
東京都交通局,池８６〔サンシャイン行き〕[都営バス],南池袋一丁目,35.723363,139.711711
東京都交通局,臨海２８-１〔東小松川車庫〕[都営バス],一之江駅前,35.685889,139.882465
東京都交通局,直行０２[都営バス],東京駅八重洲口,35.679239,139.76794
東京都交通局,両２８折返[都営バス],葛西橋,35.672698,139.842438
東京都交通局,深夜０７〔八潮方面〕[都営バス],品川駅港南口,35.628757,139.741177
東京都交通局,深夜０７〔品川駅方面〕[都営バス],八潮パークタウン,35.599726,139.750774
東京都交通局,王７８〔杉並車庫行き〕[都営バス],杉並車庫前,35.697851,139.651852
東京都交通局,宿７５〔女子医大発着〕[都営バス],河田町,35.699259,139.717964
東京都交通局,陽１２-１[都営バス],東陽町駅前,35.668918,139.816593
東京都交通局,陽１２-２[都営バス],東陽町駅前,35.668918,139.816593
東京都交通局,陽１２-３[都営バス],東陽町駅前,35.668918,139.816593
東京都交通局,西葛２６出入[都営バス],臨海車庫,35.646976,139.858932
東京都交通局,茶０７[都営バス],東大構内,35.71324,139.764238
東京都交通局,練６８[都営バス],練馬駅前,35.738607,139.654124
東京都交通局,臨海２８-３[都営バス],葛西駅前,35.663063,139.873267
東京都交通局,里４８-３[都営バス],江北駅前,35.774106,139.770973
東京都交通局,王４９〔東京女子医大医療センター方面〕[都営バス],上沼田団地,35.778406,139.7628
東急バス,渋谷-河口湖駅・富士山駅[高速バス],渋谷マークシティ,35.658271,139.698774
東急バス,夕やけこやけルート(区役所-恵比寿)[ハチ公バス],渋谷区役所,35.664783,139.699184
東急バス,夕やけこやけルート(恵比寿-区役所)[ハチ公バス],恵比寿ガーデンプレイス,35.643198,139.712915
東急バス,玉07〔出入庫〕[東急バス],瀬田営業所,35.617688,139.635421
東急バス,井01[東急バス],大井町駅,35.606738,139.734338
東急バス,蒲01〔出入庫〕[東急バス],池上営業所,35.576662,139.714541
東急バス,蒲01[東急バス],蒲田駅〔西口〕,35.562584,139.714633
東急バス,井05[東急バス],大井町駅,35.606111,139.734626
東急バス,森06 上池上循環〔外回り〕[東急バス],大森駅〔西口〕,35.589098,139.727704
東急バス,蒲12〔出入庫〕[東急バス],池上営業所,35.576662,139.714541
東急バス,たまちゃんバス[東急バス],武蔵新田駅,35.568114,139.692667
東急バス,代官山循環(渋谷-青葉台２)[東急トランセ],渋谷駅,35.658191,139.700318
東急バス,代官山循環(青葉台２-渋谷)[東急トランセ],青葉台２丁目(東京都),35.649608,139.693527
東急バス,反01/反02[東急バス],五反田駅,35.626492,139.72382
東急バス,反11/反12[東急バス],五反田駅,35.625903,139.72323
東急バス,反11(出庫)[東急バス],弦巻営業所,35.638282,139.643454
東急バス,向02[東急バス],二子玉川駅,35.611116,139.628956
東急バス,品94/井03他[東急バス],品川駅,35.628321,139.737736
東急バス,園01[東急バス],千歳船橋,35.646156,139.622141
東急バス,中町五丁目-田園調布駅[東急バス],中町五丁目,35.618823,139.642514
東急バス,多摩01[東急バス],東京医療センター,35.62549,139.667211
東急バス,都立34/都立35[東急バス],三宿,35.646322,139.678585
東急バス,用06[東急バス],用賀駅,35.626503,139.63323
東急バス,等12[東急バス],等々力操車所,35.609592,139.64587
東急バス,恵32[東急バス],恵比寿駅,35.646867,139.709014
東急バス,等12〔出入庫〕[東急バス],瀬田営業所,35.617462,139.635825
東急バス,森01/森02[東急バス],大森操車所,35.592982,139.729527
東急バス,森02〔出庫〕[東急バス],荏原営業所,35.601935,139.71312
東急バス,森02〔出入庫〕[東急バス],大森操車所,35.592982,139.729527
東急バス,森07 上池上循環〔内回り〕[東急バス],大森駅〔西口〕,35.587499,139.726884
東急バス,森07〔操車所〕[東急バス],大森操車所,35.592982,139.729527
東急バス,森08[東急バス],大森駅〔西口〕,35.589832,139.728078
東急バス,森91[東急バス],大森操車所,35.592982,139.729527
東急バス,黒09〔下馬営業所方面〕[東急バス],野沢龍雲寺,35.6321,139.67085
東急バス,渋05[東急バス],渋谷駅,35.657747,139.700374
東急バス,渋11[東急バス],渋谷駅,35.659033,139.700354
東急バス,渋11〔都立大〕[東急バス],中根町交番前,35.615265,139.669654
東急バス,渋12[東急バス],渋谷駅,35.656619,139.699471
東急バス,渋12〔出入庫〕[東急バス],渋谷駅,35.657747,139.700374
東急バス,渋21[東急バス],渋谷駅,35.658326,139.700243
東急バス,渋23[東急バス],渋谷駅,35.658326,139.700243
東急バス,渋24他[東急バス/小田急バス],渋谷駅,35.658458,139.700167
東急バス,渋31[東急バス],渋谷駅,35.658009,139.700351
東急バス,玉12[東急バス],駒沢大学駅前,35.632455,139.660211
東急バス,渋32[東急バス],渋谷駅,35.65843,139.700742
東急バス,渋22[東急バス],渋谷駅,35.658326,139.700243
東急バス,渋43〔新馬場駅前-高輪ゲ―トウェイ駅〕[東急バス],新馬場駅前,35.617007,139.739211
東急バス,渋41・42・43[東急バス],渋谷駅,35.658158,139.701062
東急バス,渋41・43〔出入庫〕[東急バス],清水(東京都),35.629118,139.69661
東急バス,渋51[東急バス],渋谷駅,35.658331,139.700829
東急バス,渋52[東急バス],東急百貨店本店前,35.660379,139.696273
東急バス,渋55[東急バス],渋谷駅,35.658009,139.700351
東急バス,渋71[東急バス],渋谷駅東口〔東急〕,35.658713,139.703022
東急バス,渋72[東急バス],渋谷駅東口〔東急〕,35.658962,139.702911
東急バス,渋72〔出入庫〕[東急バス],清水(東京都),35.629118,139.69661
東急バス,渋82[東急バス],渋谷駅,35.658693,139.700294
東急バス,渋82〔出入庫〕[東急バス],等々力,35.609594,139.647486
東急バス,玉06(出庫)[東急バス],高津営業所,35.608496,139.614602
東急バス,玉06[東急バス],二子玉川駅,35.611319,139.629057
東急バス,玉07[東急バス/小田急バス],成城学園前駅西口,35.639936,139.597539
東急バス,玉11[東急バス],多摩川駅,35.586792,139.66933
東急バス,玉11〔出入庫〕[東急バス],瀬田営業所,35.617462,139.635825
東急バス,玉31/玉32他[東急バス],二子玉川駅,35.611585,139.628829
東急バス,玉32[東急バス],二子玉川駅,35.611585,139.628829
東急バス,玉30[東急バス],玉川病院,35.6208,139.624327
東急バス,用01[東急バス],祖師ヶ谷大蔵駅,35.642304,139.609195
東急バス,用21[東急バス],用賀駅,35.626619,139.633519
東急バス,用22[東急バス],用賀駅,35.626619,139.633519
東急バス,渋谷→羽田空港行き[空港連絡バス],渋谷マークシティ,35.658271,139.698774
東急バス,羽田空港→渋谷・二子玉川[空港連絡バス],羽田空港第３ターミナル,35.544394,139.767855
東急バス,二子玉川・渋谷→羽田空港行き[空港連絡バス],二子玉川ライズ・楽天クリムゾンハウス,35.610141,139.629932
東急バス,羽田空港→渋谷[空港連絡バス],羽田空港第３ターミナル,35.544394,139.767855
東急バス,たまプラーザ-羽田空港[空港連絡バス],たまプラーザ駅,35.576884,139.558316
東急バス,新百合ヶ丘駅-羽田空港[空港連絡バス],新百合ヶ丘駅〔南口〕,35.602932,139.507519
東急バス,タマリバーバス〔等01 玉堤循環〕[東急バス],等々力,35.608717,139.648828
東急バス,等11[東急バス],等々力操車所,35.609592,139.64587
東急バス,等13[東急バス],等々力操車所,35.609592,139.64587
東急バス,自01/自02[東急バス],自由が丘駅,35.607874,139.668583
東急バス,自01/自02〔出入庫〕[東急バス],自由が丘駅,35.607874,139.668583
東急バス,自11/自12[東急バス],自由が丘駅,35.607874,139.668583
東急バス,蒲12[東急バス],蒲田駅〔西口〕,35.562599,139.714019
東急バス,森05[東急バス],大森操車所,35.592982,139.729527
東急バス,都立01[東急バス],都立大学附属高校前,35.621368,139.669571
東急バス,都立01【臨時】[東急バス],弦巻営業所,35.638282,139.643454
東急バス,黒01[東急バス],目黒駅前,35.633978,139.715411
東急バス,黒02[東急バス],目黒駅前,35.634277,139.715339
東急バス,黒06[東急バス],目黒駅前,35.633689,139.71497
東急バス,黒07[東急バス],目黒駅前,35.634629,139.715293
東急バス,黒09[東急バス],目黒駅前,35.633797,139.714559
東急バス,東98[東急バス],東京駅丸の内南口,35.681174,139.764751
東急バス,渋72[縁日][東急バス],渋谷駅東口〔東急〕,35.658962,139.702911
東急バス,渋72[縁日]〔出入庫〕[東急バス],清水(東京都),35.629118,139.69661
東急バス,ＴＤＲ(ＴＤＲ-武蔵小杉・二子玉川)[東急バス],東京ディズニーシー,35.628414,139.887782
東急バス,玉04/玉05[東急バス],二子玉川駅,35.611319,139.629057
東急バス,センター南-羽田空港[空港連絡バス],センター南駅,35.545656,139.575526
東急バス,羽田空港-二子玉川駅[空港連絡バス],羽田空港第３ターミナル,35.544394,139.767855
東急バス,羽田空港-武蔵小杉駅[空港連絡バス],羽田空港第２ターミナル(空港連絡バス),35.549708,139.788889
東急バス,武蔵小杉駅-羽田空港[空港連絡バス],横須賀線小杉駅〔武蔵小杉〕,35.57336,139.66289
東急バス,森01[東急バス],大森操車所,35.592982,139.729527
東急バス,さわやか信州号〔渋谷-上高地〕[高速バス],二子玉川ライズ・楽天クリムゾンハウス,35.610141,139.629932
東急バス,ＴＤＲ(武蔵小杉・二子玉川-ＴＤＲ)[東急バス],小杉駅東口〔武蔵小杉〕,35.575832,139.660474
東急バス,渋谷相良線〔渋谷-藤枝・相良〕[高速バス],渋谷マークシティ,35.658271,139.698774
東急バス,渋谷-軽井沢・草津[高速バス],たまプラーザ駅,35.578105,139.558676
東急バス,玉21[東急バス],二子玉川駅,35.612127,139.629087
東急バス,サテライトビズライナー[高速バス],新羽営業所,35.531014,139.610746
東急バス,渋谷-木更津・袖ヶ浦BT[高速バス],渋谷マークシティ,35.658271,139.698774
東急バス,シーバレー号〔渋谷-安房鴨川〕[高速バス],二子玉川ライズ・楽天クリムゾンハウス,35.610141,139.629932
東急バス,渋谷-三井アウトレットパーク木更津[高速バス],渋谷マークシティ,35.658271,139.698774
東急バス,反12[東急バス],学芸大学駅,35.629881,139.686203
東急バス,用賀駅-弦巻営業所[東急バス],用賀駅,35.626503,139.63323
東急バス,用賀駅-成城学園前駅[東急バス],用賀駅,35.626563,139.633341
東急バス,等21[東急バス],等々力操車所,35.609592,139.64587
東急バス,神宮の杜ルート[ハチ公バス],渋谷駅西口〔ハチ公バス〕,35.66004,139.700611
東急バス,神宮の杜ルート〔渋谷駅行〕[ハチ公バス],渋谷区役所,35.664972,139.699449
東急バス,西大井駅-大森駅北口[しなバス],大森駅北口,35.589451,139.730169
東急バス,渋谷駅-成田空港[高速バス],渋谷駅,35.657658,139.70034
